rank,rikishi,heya,w,l
Y1e,Akebono,Azumazeki,0,0
Y1w,Musashimaru,Musashigawa,14,1
Y2e,Takanohana,Futagoyama,14,1
O1e,Kaio,Tomozuna,10,5
O1w,Chiyotaikai,Kokonoe,2,2
O2e,Dejima,Musashigawa,7,8
O2w,Miyabiyama,Musashigawa,8,7
O3w,Musoyama,Musashigawa,9,6
S1e,Wakanosato,Naruto,10,5
S1w,Kotomitsuki,Sadogatake,4,11
K1e,Takanowaka,Naruto,4,11
K1w,Tochinonada,Kasugano,9,6
M1e,Takanonami,Futagoyama,6,9
M1w,Tochisakae,Kasugano,4,11
M2e,Kotonowaka,Sadogatake,5,10
M2w,Hayateumi,Oitekaze,0,0
M3e,Wakanoyama,Musashigawa,9,6
M3w,Kaiho,Hakkaku,4,11
M4e,Akinoshima,Futagoyama,7,8
M4w,Tochiazuma,Tamanoi,10,5
M5e,Tosanoumi,Isenoumi,6,9
M5w,Tamakasuga,Kataonami,7,8
M6e,Tochinohana,Kasugano,4,11
M6w,Chiyotenzan,Kokonoe,8,7
M7e,Higonoumi,Mihogaseki,7,8
M7w,Kotoryu,Sadogatake,9,6
M8e,Kyokutenho,Oshima,10,5
M8w,Toki,Takasago,0,0
M9e,Hamanoshima,Mihogaseki,6,9
M9w,Tokitsuumi,Tokitsukaze,8,7
M10e,Kyokushuzan,Oshima,8,7
M10w,Oginishiki,Dewanoumi,0,2
M11e,Kinkaiyama,Dewanoumi,6,9
M11w,Minatofuji,Minato,6,9
M12e,Takatoriki,Futagoyama,8,7
M12w,Asashoryu,Wakamatsu,9,6
M13e,Daishi,Oshiogawa,7,8
M13w,Tamarikido,Kataonami,6,9
M14e,Asanowaka,Wakamatsu,8,7
M14w,Wakakosho,Matsugane,6,9
J1e,Tamanonada,Kataonami,12,3
J1w,Daizen,Nishonoseki,6,9
J2e,Takamisakari,Azumazeki,0,0
J2w,Terao,Izutsu,8,7
J3e,Jumonji,Michinoku,8,7
J3w,Otsukasa,Irumagawa,10,5
J4e,Juzan,Oshiogawa,6,9
J4w,Kobo,Miyagino,5,10
J5e,Yotsukasa,Irumagawa,7,8
J5w,Shikishima,Michinoku,0,2
J6e,Aminishiki,Ajigawa,9,6
J6w,Kuniazuma,Tamanoi,7,8
J7e,Oikari,Isenoumi,5,8
J7w,Toyozakura,Michinoku,5,10
J8e,Komahikari,Hanaregoma,7,8
J8w,Wakatsutomu,Matsugane,9,6
J9e,Tomonohana,Tatsunami,7,8
J9w,Sentoryu,Tomozuna,0,0
J10e,Hamanishiki,Oitekaze,10,5
J10w,Aogiyama,Tokitsukaze,10,5
J11e,Tomikaze,Oguruma,3,12
J11w,Kotokanyu,Sadogatake,7,8
J12e,Wakatoryu,Matsugane,8,7
J12w,Tamanokuni,Kataonami,8,7
J13e,Komidori,Onomatsu,3,12
J13w,Kitazakura,Kitanoumi,10,5
Ms1e,Senshuyama,Takasago,4,3
Ms1w,Harunoyama,Matsugane,7,0
Ms2e,Kasuganishiki,Kasugano,5,2
Ms2w,Buyuzan,Musashigawa,2,5
Ms3e,Sekiyama,Naruto,4,3
Ms3w,Hokutoriki,Hakkaku,2,5
Ms4e,Yamada,Oshiogawa,4,3
Ms4w,Masutsuyoshi,Mihogaseki,5,2
Ms5e,Gojoro,Magaki,3,4
Ms5w,Otoryu,Oshiogawa,4,3
Ms6e,Wakahayato,Miyagino,3,4
Ms6w,Wakaazuma,Tamanoi,4,3
Ms7e,Hoshitango,Michinoku,3,4
Ms7w,Daimanazuru,Asahiyama,4,3
Ms8e,Sumanofuji,Nakamura,5,2
Ms8w,Minami,Tokitsukaze,3,4
Ms9e,Shimotori,Tokitsukaze,5,2
Ms9w,Ushiomaru,Azumazeki,2,5
Ms10e,Daishodai,Oitekaze,3,4
Ms10w,Toshinyama,Tamanoi,2,5
Ms11e,Tanaka,Tomozuna,6,1
Ms11w,Torafusuyama,Mihogaseki,5,2
Ms12e,Gokokuyama,Magaki,1,6
Ms12w,Kotonomine,Sadogatake,3,4
Ms13e,Wakanojo,Magaki,3,3
