rank,rikishi,heya,w,l
Y1e,Akebono,Azumazeki,13,2
Y1w,Takanohana,Futagoyama,13,2
Y2e,Musashimaru,Musashigawa,0,0
O1e,Dejima,Musashigawa,8,7
O1w,Musoyama,Musashigawa,0,0
O2e,Chiyotaikai,Kokonoe,11,4
O2w,Takanonami,Futagoyama,6,9
S1e,Miyabiyama,Musashigawa,11,4
S1w,Tochiazuma,Tamanoi,9,6
K1e,Tosanoumi,Isenoumi,9,6
K1w,Kaio,Tomozuna,14,1
K2w,Takatoriki,Futagoyama,2,13
M1e,Tochinonada,Kasugano,5,10
M1w,Asanowaka,Wakamatsu,5,10
M2e,Wakanoyama,Musashigawa,5,10
M2w,Hamanoshima,Mihogaseki,3,12
M3e,Oginishiki,Dewanoumi,6,9
M3w,Daizen,Nishonoseki,3,12
M4e,Kyokushuzan,Oshima,5,10
M4w,Tamakasuga,Kataonami,9,6
M5e,Kaiho,Hakkaku,7,8
M5w,Kotoryu,Sadogatake,7,8
M6e,Kyokutenho,Oshima,7,8
M6w,Chiyotenzan,Kokonoe,6,9
M7e,Takanowaka,Naruto,8,7
M7w,Akinoshima,Futagoyama,10,5
M8e,Kotomitsuki,Sadogatake,0,0
M8w,Tokitsuumi,Tokitsukaze,5,10
M9e,Toki,Takasago,9,6
M9w,Minatofuji,Minato,0,0
M10e,Shikishima,Tatsutagawa,6,9
M10w,Kinkaiyama,Dewanoumi,5,10
M11e,Hayateumi,Oitekaze,9,6
M11w,Higonoumi,Mihogaseki,9,6
M12e,Tochinohana,Kasugano,12,3
M12w,Asanosho,Wakamatsu,4,11
M13e,Aogiyama,Tokitsukaze,7,8
M13w,Terao,Izutsu,5,10
M14e,Jumonji,Tatsutagawa,6,9
M14w,Kotonowaka,Sadogatake,10,5
J1e,Oikari,Isenoumi,7,8
J1w,Kotonishiki,Sadogatake,0,0
J2e,Sentoryu,Tomozuna,8,7
J2w,Aminishiki,Ajigawa,8,7
J3e,Otsukasa,Irumagawa,9,6
J3w,Takamisakari,Azumazeki,11,4
J4e,Wakakosho,Matsugane,6,9
J4w,Tamarikido,Kataonami,0,0
J5e,Daishi,Oshiogawa,8,7
J5w,Kitakachidoki,Isenoumi,4,11
J6e,Yotsukasa,Irumagawa,8,7
J6w,Akinoshu,Izutsu,0,0
J7e,Ohinode,Tatsunami,6,9
J7w,Mitoizumi,Takasago,0,0
J8e,Tomonohana,Tatsunami,7,8
J8w,Tamanokuni,Kataonami,7,8
J9e,Tochisakae,Kasugano,9,6
J9w,Gojoro,Magaki,6,9
J10e,Susanoumi,Kitanoumi,2,13
J10w,Hoshitango,Michinoku,8,7
J11e,Wakanosato,Naruto,12,3
J11w,Toyozakura,Tatsutagawa,8,7
J12e,Tamanonada,Kataonami,11,4
J12w,Buyuzan,Musashigawa,6,9
J13e,Wakatoryu,Matsugane,7,8
J13w,Senshuyama,Takasago,6,9
Ms1e,Dewaarashi,Dewanoumi,1,6
Ms1w,Dewataira,Dewanoumi,0,0
Ms2e,Wakanojo,Magaki,4,3
Ms2w,Kitazakura,Kitanoumi,5,2
Ms3e,Kotoiwakuni,Sadogatake,4,3
Ms3w,Tomikaze,Oguruma,5,2
Ms4e,Kotokanyu,Sadogatake,3,4
Ms4w,Kasuganishiki,Kasugano,3,4
Ms5e,Takahama,Oitekaze,5,2
Ms5w,Saigo,Nakamura,2,5
Ms6e,Midorifuji,Onomatsu,5,2
Ms6w,Wakakinryu,Oshiogawa,2,5
Ms7e,Wakatsutomu,Matsugane,4,3
Ms7w,Juzan,Oshiogawa,5,2
Ms8e,Wakanomiya,Magaki,3,4
Ms8w,Minami,Tokitsukaze,2,5
Ms9e,Hoshiandesu,Michinoku,3,4
Ms9w,Asashoryu,Wakamatsu,6,1
Ms10e,Ganyu,Kitanoumi,0,0
Ms10w,Haruyama,Matsugane,4,3
Ms11e,Tanaka,Tomozuna,6,1
