rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
O1e,Baruto,Onoe,11,4
O1w,Harumafuji,Isegahama,8,7
O2e,Kotooshu,Sadogatake,9,6
O2w,Kotoshogiku,Sadogatake,11,4
S1e,Kisenosato,Naruto,10,5
S1w,Kakuryu,Izutsu,10,5
K1e,Toyonoshima,Tokitsukaze,9,6
K1w,Homasho,Shikoroyama,4,11
M1e,Okinoumi,Hakkaku,7,8
M1w,Goeido,Sakaigawa,7,8
M2e,Tochinoshin,Kasugano,2,13
M2w,Kyokutenho,Oshima,4,11
M3e,Aran,Mihogaseki,4,11
M3w,Gagamaru,Kitanoumi,2,13
M4e,Tochinowaka,Kasugano,7,8
M4w,Tochiozan,Kasugano,5,6
M5e,Kitataiki,Kitanoumi,8,7
M5w,Yoshikaze,Oguruma,7,8
M6e,Aminishiki,Isegahama,9,6
M6w,Miyabiyama,Fujishima,11,4
M7e,Tokitenku,Tokitsukaze,6,9
M7w,Takekaze,Oguruma,10,5
M8e,Shotenro,Fujishima,0,0
M8w,Takayasu,Naruto,9,6
M9e,Wakanosato,Naruto,2,4
M9w,Wakakoyu,Onomatsu,12,3
M10e,Kokkai,Oitekaze,1,14
M10w,Fujiazuma,Tamanoi,7,8
M11e,Toyohibiki,Sakaigawa,9,6
M11w,Myogiryu,Sakaigawa,10,5
M12e,Daido,Onomatsu,8,7
M12w,Sagatsukasa,Irumagawa,6,9
M13e,Tamawashi,Kataonami,5,10
M13w,Asasekiryu,Takasago,6,9
M14e,Kaisei,Tomozuna,6,9
M14w,Takarafuji,Isegahama,5,10
M15e,Shohozan,Matsugane,10,5
M15w,Sadanofuji,Sakaigawa,8,7
M16e,Aoiyama,Tagonoura,11,4
M16w,Tsurugidake,Fujishima,4,11
M17e,Kimurayama,Kasugano,4,11
J1e,Tenkaiho,Onoe,8,7
J1w,Yoshiazuma,Tamanoi,10,5
J2e,Bushuyama,Fujishima,5,10
J2w,Masunoyama,Chiganoura,7,8
J3e,Chiyonokuni,Kokonoe,9,6
J3w,Takanoyama,Naruto,9,6
J4e,Tamaasuka,Kataonami,5,10
J4w,Nionoumi,Kitanoumi,9,6
J5e,Tosayutaka,Tokitsukaze,10,5
J5w,Hochiyama,Sakaigawa,9,6
J6e,Kyokushuho,Oshima,10,5
J6w,Kimikaze,Oguruma,6,7
J7e,Masuraumi,Onomatsu,5,4
J7w,Hokutokuni,Hakkaku,5,10
J8e,Shironoryu,Sakaigawa,4,11
J8w,Kotoyuki,Sadogatake,8,7
J9e,Tochinonada,Kasugano,8,7
