rank,rikishi,heya,w,l
Y1e,Hokutoumi,Kokonoe,0,0
O1e,Konishiki,Takasago,9,6
O1w,Kirishima,Izutsu,0,4
S1e,Tochinowaka,Kasugano,2,9
S1w,Akebono,Azumazeki,13,2
K1e,Akinoshima,Fujishima,9,6
K1w,Mitoizumi,Takasago,7,8
K2eHD,Kotonishiki,Sadogatake,9,6
K2wHD,Musashimaru,Musashigawa,8,7
M1e,Misugisato,Futagoyama,10,5
M1w,Tomoefuji,Kokonoe,8,7
M2e,Terao,Izutsu,2,13
M2w,Takahanada,Fujishima,9,6
M3e,Daishoyama,Tatsunami,6,9
M3w,Kotofuji,Sadogatake,6,9
M4e,Daishoho,Tatsunami,8,7
M4w,Kushimaumi,Dewanoumi,8,7
M5e,Takatoriki,Fujishima,6,9
M5w,Toyonoumi,Fujishima,8,7
M6e,Kyokudozan,Oshima,9,6
M6w,Kirinishiki,Kagamiyama,5,2
M7e,Kiraiho,Takadagawa,9,6
M7w,Wakahanada,Fujishima,11,4
M8e,Mainoumi,Dewanoumi,6,9
M8w,Takamisugi,Futagoyama,8,7
M9e,Kototsubaki,Sadogatake,10,5
M9w,Tatsuhikari,Tatsunami,8,7
M10e,Takanonami,Fujishima,7,8
M10w,Kitakachidoki,Isenoumi,8,7
M11e,Wakashoyo,Futagoyama,5,10
M11w,Kasugafuji,Ajigawa,4,11
M12e,Wakanoyama,Musashigawa,8,7
M12w,Kotonowaka,Sadogatake,8,7
M13e,Tamakairiki,Kataonami,6,9
M13w,Oginohana,Dewanoumi,9,6
M14e,Tokitsunada,Tokitsukaze,8,7
M14w,Wakasegawa,Isegahama,3,11
M15e,Tsunenoyama,Dewanoumi,8,7
M15w,Sakahoko,Izutsu,4,11
M16e,Ryogoku,Dewanoumi,10,5
J1e,Enazakura,Oshiogawa,9,6
J1w,Daizen,Nishonoseki,9,6
J2e,Naminohana,Futagoyama,6,9
J2w,Kenko,Takadagawa,9,6
J3e,Tachihikari,Tomozuna,9,6
J3w,Hananokuni,Hanaregoma,9,6
J4e,Zenshinyama,Takadagawa,8,7
J4w,Kotoinazuma,Sadogatake,6,9
J5e,Saganobori,Oshiogawa,6,9
J5w,Asahisato,Oshima,8,7
J6e,Kotogaume,Sadogatake,11,4
J6w,Hitachiryu,Oshiogawa,6,9
J7e,Ozutsu,Taiho,4,11
J7w,Oginishiki,Dewanoumi,6,9
J8e,Daigaku,Tokitsukaze,10,5
J8w,Kaio,Tomozuna,0,0
J9e,Tochitsukasa,Kasugano,4,9
J9w,Tochitenko,Kasugano,6,9
J10e,Takanofuji,Kokonoe,4,11
J10w,Daikiko,Musashigawa,4,11
J11e,Yutakafuji,Tokitsukaze,8,7
J11w,Kumao,Takasago,9,6
J12e,Kyokugozan,Oshima,9,6
J12w,Aogiyama,Tokitsukaze,10,5
J13e,Genkai,Asahiyama,5,10
J13w,Kotobeppu,Sadogatake,0,0
Ms1e,Tochinofuji,Kasugano,4,3
Ms1w,Sasshunada,Izutsu,5,2
Ms2e,Minatofuji,Minato,6,1
Ms2w,Owakamatsu,Taiho,0,1
Ms3e,Wakatosho,Magaki,4,3
Ms3w,Yoshinobori,Kumagatani,5,2
Ms4e,Taishin,Kitanoumi,3,4
Ms4w,Ganyu,Kitanoumi,0,0
Ms5e,Gassan,Kitanoumi,4,3
Ms5w,Seifuriki,Oshiogawa,0,5
Ms6e,Hidenoumi,Mihogaseki,4,3
Ms6w,Mitsueyama,Tokitsukaze,3,5
Ms7e,Dodoyama,Musashigawa,4,3
Ms7w,Hoshiandesu,Michinoku,4,3
Ms8e,Kusunosato,Futagoyama,2,5
Ms8w,Hoshitango,Michinoku,5,2
Ms9e,Akinokuni,Tokitsukaze,5,2
Ms9w,Nakajima,Fujishima,3,4
Ms10e,Wakatenryu,Magaki,2,5
Ms10w,Rikitoshi,Asahiyama,3,4
Ms11e,Komafudo,Hanaregoma,4,3
Ms11w,Mutsuhokkai,Ajigawa,3,4
Ms12e,Dairyu,Taiho,3,4
Ms12w,Chokairyu,Kagamiyama,5,2
Ms13e,Sakamotoyama,Mihogaseki,7,0
Ms13w,Ozora,Azumazeki,1,6
Ms14e,Rikio,Naruto,4,3
Ms14w,Kondo,Onaruto,3,4
Ms15e,Tatsutanaka,Tatsunami,4,3
Ms15w,Kengaku,Miyagino,2,5
Ms16e,Ota,Wakamatsu,5,2
Ms16w,Daishoryu,Taiho,5,2
Ms17e,Yamanakayama,Magaki,5,2
Ms17w,Kishinosato,Izutsu,3,4
Ms18e,Mineyama,Miyagino,4,3
Ms18w,Wakadozan,Futagoyama,6,1
Ms19e,Yoshitane,Tatsutagawa,2,5
Ms19w,Aratakayama,Fujishima,3,4
Ms20e,Kotononada,Sadogatake,4,3
Ms20w,Shinminato,Minato,4,3
Ms21e,Komahiryu,Hanaregoma,2,5
Ms21w,Kotoarashi,Sadogatake,2,5
Ms22e,Akinoryu,Izutsu,3,4
Ms22w,Hokutoasahi,Oshima,3,4
Ms23e,Kiyota,Dewanoumi,4,3
Ms23w,Goto,Fujishima,3,4
Ms24e,Fusanokuni,Tokitsukaze,4,3
Ms24w,Fukunosato,Tatsutagawa,5,2
Ms25e,Kisezakura,Kise,2,5
Ms25w,Koriyama,Mihogaseki,1,6
Ms26e,Ishinotani,Dewanoumi,3,4
Ms26w,Isamigoma,Hanaregoma,4,3
Ms27e,Kakehata,Isenoumi,3,4
Ms27w,Kosenryu,Takasago,3,4
Ms28e,Godoriki,Fujishima,3,4
Ms28w,Wakakaze,Futagoyama,4,3
Ms29e,Hogan,Taiho,4,3
Ms29w,Oishida,Taiho,3,4
Ms30e,Kotonakano,Sadogatake,5,2
Ms30w,Yamanishiki,Dewanoumi,4,3
Ms31e,Hamasu,Mihogaseki,5,2
Ms31w,Daishinto,Tokitsukaze,3,4
Ms32e,Narimatsu,Tatsunami,6,1
Ms32w,Tenraiyama,Mihogaseki,2,5
Ms33e,Kotoasaki,Sadogatake,6,1
Ms33w,Moriyama,Izutsu,2,5
Ms34e,Nohira,Izutsu,1,6
Ms34w,Nishida,Isenoumi,4,3
Ms35e,Wakaarashi,Futagoyama,5,2
Ms35w,Musashiryu,Musashigawa,3,4
Ms36e,Tochiogi,Kasugano,0,0
Ms36w,Tochigeno,Kasugano,2,5
Ms37e,Kototohaku,Sadogatake,4,3
Ms37w,Hidenohana,Hanaregoma,3,4
Ms38e,Akinomine,Mihogaseki,3,4
Ms38w,Morimoto,Kasugano,4,3
Ms39e,Daishi,Oshiogawa,4,3
Ms39w,Nishidayama,Tatsunami,4,3
Ms40e,Tokuoyama,Musashigawa,3,4
Ms40w,Masakaze,Oguruma,3,4
Ms41e,Kotodaiei,Sadogatake,1,6
Ms41w,Asahiyutaka,Oshima,6,1
Ms42e,Wakaadachi,Wakamatsu,5,2
Ms42w,Takamiwaka,Azumazeki,4,3
Ms43e,Kotonobori,Sadogatake,2,5
Ms43w,Daikaizan,Hanaregoma,4,3
Ms44e,Kisenomori,Kise,5,2
Ms44w,Tochisagami,Kasugano,0,7
Ms45e,Ominato,Minato,2,5
Ms45w,Kotonomine,Sadogatake,5,2
Ms46e,Daishiryu,Hanaregoma,4,3
Ms46w,Musoriki,Fujishima,3,4
Ms47e,Jinryu,Tokitsukaze,2,5
Ms47w,Kiyonofuji,Isegahama,6,1
Ms48e,Dewaryu,Dewanoumi,2,5
Ms48w,Ozawa,Wakamatsu,5,2
Ms49e,Ohidake,Tamanoi,4,3
Ms49w,Tamakoryu,Kataonami,2,5
Ms50e,Azumaumi,Tamanoi,2,5
Ms50w,Kirinowaka,Izutsu,3,4
Ms51e,Tatsubayama,Tokitsukaze,4,3
Ms51w,Kitazakura,Kitanoumi,3,4
Ms52e,Kikunosato,Fujishima,3,4
Ms52w,Kuroiwa,Isenoumi,3,4
Ms53e,Takeru,Azumazeki,5,2
Ms53w,Tsushimanada,Dewanoumi,0,4
Ms54e,Minenofuji,Kokonoe,4,3
Ms54w,Nagai,Miyagino,3,4
Ms55e,Otsuka,Isenoumi,5,2
Ms55w,Mutsukonryu,Ajigawa,4,3
Ms56e,Toyomusashi,Musashigawa,0,1
Ms56w,Kurachi,Nishonoseki,4,3
Ms57e,Fukuryudake,Dewanoumi,0,0
Ms57w,Kakureizan,Izutsu,3,4
Ms58e,Narayama,Isenoumi,6,1
Ms58w,Chiyohide,Kokonoe,2,5
Ms59e,Nagasawa,Mihogaseki,4,3
Ms59w,Setonofuji,Musashigawa,2,5
Ms60e,Yohoyama,Izutsu,4,3
Ms60w,Hidakayama,Tatsutagawa,3,4
Ms60TD,Ikemori,Tamanoi,5,2
Sd1e,Sunahama,Takasago,4,3
Sd1w,Amagifuji,Nakamura,3,4
Sd2e,Nishihara,Oshima,0,0
Sd2w,Kotonoshima,Sadogatake,0,3
Sd3e,Takanosho,Fujishima,5,2
Sd3w,Raiko,Fujishima,4,3
Sd4e,Takamihana,Azumazeki,5,2
Sd4w,Kotofujimoto,Sadogatake,4,3
Sd5e,Saganosato,Taiho,2,5
Sd5w,Hinoryu,Takasago,3,4
Sd6e,Tamamusashi,Musashigawa,3,4
Sd6w,Eigayama,Takadagawa,2,5
Sd7e,Oshimayama,Izutsu,4,3
Sd7w,Tsujimoto,Izutsu,5,2
Sd8e,Kitanoryu,Kokonoe,3,4
Sd8w,Shigenoumi,Musashigawa,5,2
Sd9e,Tochinoara,Kasugano,1,6
Sd9w,Tsubasafuji,Kokonoe,3,4
Sd10e,Yamanami,Tatsunami,1,6
Sd10w,Kimenryu,Takasago,4,3
Sd11e,Umenosato,Takasago,6,1
Sd11w,Wakanoshima,Magaki,4,3
