rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,14,1
Y1w,Hakuho,Miyagino,11,4
O1e,Kaio,Tomozuna,8,5
O1w,Chiyotaikai,Kokonoe,9,6
O2e,Kotooshu,Sadogatake,9,6
S1e,Kotomitsuki,Sadogatake,13,2
S1w,Ama,Ajigawa,7,8
K1e,Tokitenku,Tokitsukaze,7,8
K1w,Aminishiki,Ajigawa,8,7
M1e,Kotoshogiku,Sadogatake,5,10
M1w,Asasekiryu,Takasago,8,7
M2e,Dejima,Musashigawa,5,10
M2w,Wakanosato,Naruto,5,10
M3e,Takekaze,Oguruma,4,11
M3w,Roho,Otake,3,1
M4e,Takamisakari,Azumazeki,3,12
M4w,Toyonoshima,Tokitsukaze,7,8
M5e,Miyabiyama,Musashigawa,7,8
M5w,Tamanoshima,Kataonami,6,9
M6e,Homasho,Shikoroyama,9,6
M6w,Kisenosato,Naruto,11,4
M7e,Tochiozan,Kasugano,4,6
M7w,Futeno,Dewanoumi,5,10
M8e,Kakuryu,Izutsu,9,6
M8w,Ryuo,Miyagino,5,10
M9e,Tochinonada,Kasugano,10,5
M9w,Kokkai,Oitekaze,6,9
M10e,Kasugao,Kasugayama,7,8
M10w,Hokutoriki,Hakkaku,10,5
M11e,Tokitsuumi,Tokitsukaze,8,7
M11w,Kitazakura,Kitanoumi,6,9
M12e,Hakurozan,Kitanoumi,6,9
M12w,Satoyama,Onoe,2,13
M13e,Yoshikaze,Oguruma,6,9
M13w,Tosanoumi,Isenoumi,8,7
M14e,Baruto,Onoe,0,2
M14w,Toyohibiki,Sakaigawa,11,4
M15e,Kaiho,Hakkaku,10,5
M15w,Tamakasuga,Kataonami,8,7
M16e,Kakizoe,Musashigawa,6,9
M16w,Hochiyama,Sakaigawa,6,9
M17e,Otsukasa,Irumagawa,6,9
J1e,Iwakiyama,Sakaigawa,12,3
J1w,Shunketsu,Hanaregoma,5,10
J2e,Ushiomaru,Azumazeki,6,9
J2w,Tochinohana,Kasugano,6,9
J3e,Kasuganishiki,Kasugano,8,7
J3w,Kyokutenho,Oshima,12,3
J4e,Wakanoho,Magaki,8,7
J4w,Shirononami,Onoe,6,9
J5e,Shimootori,Tokitsukaze,5,10
J5w,Goeido,Sakaigawa,12,3
J6e,Daimanazuru,Asahiyama,6,9
J6w,Masatsukasa,Irumagawa,7,8
J7e,Tamarikido,Kataonami,5,7
J7w,Asofuji,Ajigawa,4,11
J8e,Toyozakura,Michinoku,8,7
J8w,Hakuba,Michinoku,8,7
J9e,Jumonji,Michinoku,5,10
J9w,Wakakirin,Oguruma,10,5
J10e,Mokonami,Tatsunami,8,7
J10w,Sakaizawa,Onoe,7,6
J11e,Kyokunankai,Oshima,7,8
J11w,Ryuho,Michinoku,6,9
J12e,Koryu,Hanakago,9,6
J12w,Katayama,Onomatsu,7,8
J13e,Kitataiki,Kitanoumi,8,7
J13w,Hoshihikari,Hakkaku,8,7
J14e,Takamifuji,Azumazeki,0,0
J14w,Chiyohakuho,Kokonoe,9,6
Ms1e,Kotokasuga,Sadogatake,6,1
Ms1w,Ichihara,Kise,4,3
Ms2e,Kobo,Miyagino,4,3
Ms2w,Bushuyama,Musashigawa,2,5
Ms3e,Tochisakae,Kasugano,4,3
Ms3w,Takanowaka,Naruto,4,3
Ms4e,Kirinowaka,Michinoku,3,4
Ms4w,Yoshiazuma,Tamanoi,4,3
Ms5e,Tamaasuka,Kataonami,3,4
Ms5w,Kimurayama,Kasugano,4,3
Ms6e,Dairaido,Takadagawa,2,5
Ms6w,Kagaya,Kasugano,3,4
Ms7e,Nakanishi,Onomatsu,3,4
Ms7w,Yanagawa,Mihogaseki,3,4
Ms8e,Wakatenro,Magaki,4,3
Ms8w,Daitensho,Takashima,3,4
Ms9e,Matsutani,Matsugane,3,4
Ms9w,Shotenro,Musashigawa,4,3
Ms10e,Sotairyu,Tokitsukaze,2,5
Ms10w,Hokutokuni,Hakkaku,5,2
Ms11e,Sokokurai,Arashio,5,2
Ms11w,Takekabuto,Musashigawa,5,2
Ms12e,Buyuzan,Musashigawa,2,5
Ms12w,Tokusegawa,Kiriyama,5,2
Ms13e,Shironoryu,Sakaigawa,2,5
Ms13w,Towanoyama,Dewanoumi,4,3
Ms14e,Daiyubu,Shibatayama,3,4
Ms14w,Tochinoyama,Chiganoura,1,4
Ms15e,Shimoda,Oitekaze,4,3
Ms15w,Tenichi,Kitanoumi,3,4
Ms16e,Hokutojo,Hakkaku,3,4
Ms16w,Sadanofuji,Sakaigawa,3,4
Ms17e,Chokozan,Shikihide,0,7
Ms17w,Kanbayashi,Hakkaku,4,3
Ms18e,Raiko,Hakkaku,2,5
Ms18w,Tochinoshin,Kasugano,6,1
Ms19e,Isobe,Irumagawa,7,0
Ms19w,Yakigaya,Onomatsu,4,3
Ms20e,Furuichi,Onomatsu,2,5
Ms20w,Takunishiki,Chiganoura,4,3
Ms21e,Mori,Oitekaze,5,2
