rank,rikishi,heya,w,l
Y1e,Musashimaru,Musashigawa,13,2
Y1w,Takanohana,Futagoyama,0,0
O1e,Kaio,Tomozuna,11,4
O1w,Tochiazuma,Tamanoi,10,5
O2e,Musoyama,Musashigawa,9,5
O2w,Chiyotaikai,Kokonoe,11,4
S1e,Asashoryu,Takasago,11,4
S1w,Kotomitsuki,Sadogatake,0,0
K1e,Wakanosato,Naruto,8,7
K1w,Tochinonada,Kasugano,7,8
M1e,Aminishiki,Ajigawa,5,10
M1w,Toki,Takasago,4,11
M2e,Takanonami,Futagoyama,4,11
M2w,Tosanoumi,Isenoumi,8,7
M3e,Miyabiyama,Musashigawa,10,5
M3w,Takanowaka,Naruto,7,8
M4e,Daizen,Nishonoseki,4,11
M4w,Kyokutenho,Oshima,6,9
M5e,Akinoshima,Futagoyama,3,12
M5w,Tamakasuga,Kataonami,7,8
M6e,Kotonowaka,Sadogatake,9,6
M6w,Takamisakari,Azumazeki,8,7
M7e,Otsukasa,Irumagawa,7,8
M7w,Wakanoyama,Musashigawa,6,9
M8e,Kotoryu,Sadogatake,8,7
M8w,Kaiho,Hakkaku,8,7
M9e,Dejima,Musashigawa,9,6
M9w,Jumonji,Michinoku,6,9
M10e,Kyokushuzan,Oshima,10,5
M10w,Chiyotenzan,Kokonoe,5,10
M11e,Tokitsuumi,Tokitsukaze,0,0
M11w,Tamanoshima,Kataonami,5,10
M12e,Hamanishiki,Oitekaze,6,9
M12w,Buyuzan,Musashigawa,6,9
M13e,Oikari,Isenoumi,6,9
M13w,Tochinohana,Kasugano,6,9
M14e,Hokutoriki,Hakkaku,11,4
M14w,Shimotori,Tokitsukaze,10,5
M15e,Tochisakae,Kasugano,8,7
M15w,Asanowaka,Takasago,6,9
J1e,Higonoumi,Mihogaseki,4,4
J1w,Takatoriki,Futagoyama,4,11
J2e,Hayateumi,Oitekaze,9,6
J2w,Terao,Izutsu,2,3
J3e,Aogiyama,Tokitsukaze,10,5
J3w,Wakakosho,Matsugane,6,9
J4e,Oginishiki,Dewanoumi,5,10
J4w,Harunoyama,Matsugane,5,6
J5e,Tamarikido,Kataonami,8,5
J5w,Kitazakura,Kitanoumi,9,6
J6e,Kasuganishiki,Kasugano,9,6
J6w,Kobo,Miyagino,7,8
J7e,Senshuyama,Takasago,10,5
J7w,Juzan,Oshiogawa,6,9
J8e,Gojoro,Magaki,11,4
J8w,Ushiomaru,Azumazeki,0,0
J9e,Iwakiyama,Nakadachi,11,4
J9w,Towanoyama,Dewanoumi,5,10
J10e,Hokutoiwa,Hakkaku,6,9
J10w,Takanotsuru,Naruto,9,6
J11e,Minatofuji,Minato,6,9
J11w,Daishodai,Oitekaze,8,7
J12e,Wakatoba,Oshiogawa,2,13
J12w,Komahikari,Hanaregoma,10,5
J13e,Sumanofuji,Nakamura,6,9
J13w,Kotonomine,Sadogatake,6,9
Ms1e,Sentoryu,Tomozuna,0,0
Ms1w,Asasekiryu,Takasago,5,2
Ms2e,Toyozakura,Michinoku,7,0
Ms2w,Tomikaze,Oguruma,3,4
Ms3e,Wakatenro,Magaki,3,4
Ms3w,Kotokanyu,Sadogatake,4,3
Ms4e,Gokenzan,Futagoyama,3,4
Ms4w,Kasugao,Kasugayama,6,1
Ms5e,Tochinoyama,Kasugano,2,6
Ms5w,Wakaazuma,Tamanoi,3,4
Ms6e,Goto,Futagoyama,0,0
Ms6w,Toyonokuni,Tokitsukaze,4,3
Ms7e,Asamiyoshi,Takasago,2,5
Ms7w,Fukuzono,Izutsu,3,4
Ms8e,Kuniazuma,Tamanoi,0,0
Ms8w,Kakizoe,Musashigawa,1,1
Ms9e,Tochitenko,Kasugano,4,3
Ms9w,Takahijiri,Futagoyama,1,6
Ms10e,Hamanoshima,Mihogaseki,5,2
Ms10w,Fukkoyama,Dewanoumi,3,4
Ms11e,Wakainami,Tatsunami,3,4
Ms11w,Kinkaiyama,Dewanoumi,5,2
Ms12e,Yotsukasa,Irumagawa,4,3
Ms12w,Tanaka,Tomozuna,4,3
Ms13e,Masutsuyoshi,Mihogaseki,5,2
Ms13w,Nishikikaze,Oguruma,3,4
Ms14e,Daimanazuru,Asahiyama,2,5
Ms14w,Kotoiwakuni,Sadogatake,4,3
Ms15e,Kakuo,Izutsu,1,6
Ms15w,Ama,Ajigawa,2,5
Ms15TD,Narita,Oguruma,6,1
Ms16e,Yoshiazuma,Tamanoi,5,2
Ms16w,Hokutoarashi,Hakkaku,0,4
Ms17e,Asofuji,Ajigawa,4,3
Ms17w,Asahibenten,Oshima,3,4
Ms18e,Maikaze,Oguruma,2,2
Ms18w,Kirinoumi,Michinoku,4,3
Ms19e,Ryuho,Michinoku,4,3
Ms19w,Raido,Takadagawa,3,4
Ms20e,Tochifudo,Kasugano,2,5
Ms20w,Yoshio,Tatsunami,2,5
Ms21e,Torafusuyama,Mihogaseki,6,1
Ms21w,Kokkai,Oitekaze,6,1
Ms22e,Dewanosato,Dewanoumi,3,4
Ms22w,Ryukai,Naruto,4,3
Ms23e,Oga,Takasago,3,4
Ms23w,Kimenryu,Takasago,3,4
Ms24e,Otoryu,Oshiogawa,5,2
Ms24w,Tamanokuni,Kataonami,3,4
Ms25e,Yanagi,Musashigawa,2,5
Ms25w,Tochitaiki,Kasugano,4,3
Ms26e,Wakatoryu,Matsugane,0,0
Ms26w,Kyokutenzan,Oshima,4,3
Ms27e,Wakayuki,Matsugane,3,4
Ms27w,Hidenokuni,Magaki,5,2
Ms28e,Wakatsutomu,Matsugane,4,3
Ms28w,Tamaasuka,Kataonami,5,2
Ms29e,Yokutsukasa,Irumagawa,1,6
Ms29w,Kotohino,Sadogatake,4,3
Ms30e,Raiko,Hakkaku,2,5
Ms30w,Kaishozan,Hanaregoma,4,3
Ms31e,Kotohikari,Sadogatake,4,3
Ms31w,Toshinyama,Tamanoi,1,6
Ms32e,Matsunotani,Magaki,2,5
Ms32w,Hoshitango,Michinoku,5,2
Ms33e,Dewanofuji,Dewanoumi,5,2
Ms33w,Saigo,Nakamura,3,4
Ms34e,Shimatora,Kitanoumi,4,3
Ms34w,Natsubori,Futagoyama,3,4
Ms35e,Wakanojo,Magaki,3,4
Ms35w,Tashiro,Tamanoi,4,3
Ms36e,Akinohana,Ajigawa,3,4
Ms36w,Fujinokaze,Oguruma,2,5
Ms37e,Furuichi,Onomatsu,6,1
Ms37w,Tenichi,Kitanoumi,3,4
Ms38e,Shigezakura,Nakamura,4,3
Ms38w,Takamihana,Azumazeki,5,2
Ms39e,Rachimi,Kokonoe,3,4
Ms39w,Wakakinryu,Oshiogawa,2,5
Ms40e,Kabutonishiki,Kabutoyama,5,2
Ms40w,Susanoumi,Kitanoumi,3,4
Ms41e,Rikiryuyama,Hanakago,4,3
Ms41w,Bushuyama,Musashigawa,5,2
Ms42e,Musashifuji,Musashigawa,5,2
Ms42w,Takanoumi,Futagoyama,2,5
Ms43e,Ominami,Onomatsu,4,3
Ms43w,Kanechika,Kitanoumi,4,3
Ms44e,Kaishoryu,Tomozuna,2,5
Ms44w,Itakura,Oshiogawa,3,4
Ms45e,Kyokunankai,Oshima,3,4
Ms45w,Hidanodake,Araiso,1,6
Ms46e,Hochiyama,Nakadachi,4,3
Ms46w,Chiyohakuho,Kokonoe,5,2
Ms47e,Chiyonohana,Kokonoe,4,3
Ms47w,Kotoyama,Magaki,0,7
