rank,rikishi,heya,w,l
Y1e,Musashimaru,Musashigawa,10,5
Y1w,Takanohana,Futagoyama,0,0
O1e,Kaio,Tomozuna,0,4
O1w,Chiyotaikai,Kokonoe,14,1
O2e,Tochiazuma,Tamanoi,3,2
O2w,Musoyama,Musashigawa,0,0
S1e,Asashoryu,Takasago,12,3
S1w,Wakanosato,Naruto,11,4
K1e,Miyabiyama,Musashigawa,6,9
K1w,Tosanoumi,Isenoumi,10,5
M1e,Tochinonada,Kasugano,7,8
M1w,Kotonowaka,Sadogatake,2,9
M2e,Takamisakari,Azumazeki,9,6
M2w,Kyokushuzan,Oshima,1,14
M3e,Dejima,Musashigawa,2,3
M3w,Kotoryu,Sadogatake,0,0
M4e,Takanowaka,Naruto,7,8
M4w,Kaiho,Hakkaku,5,8
M5e,Aminishiki,Ajigawa,6,9
M5w,Hokutoriki,Hakkaku,7,8
M6e,Tamakasuga,Kataonami,6,7
M6w,Kotomitsuki,Sadogatake,7,8
M7e,Toki,Takasago,8,7
M7w,Takanonami,Futagoyama,9,6
M8e,Kyokutenho,Oshima,8,7
M8w,Shimotori,Tokitsukaze,9,6
M9e,Otsukasa,Irumagawa,5,10
M9w,Daizen,Nishonoseki,6,9
M10e,Wakanoyama,Musashigawa,6,9
M10w,Tochisakae,Kasugano,9,3
M11e,Tokitsuumi,Tokitsukaze,8,7
M11w,Akinoshima,Futagoyama,6,9
M12e,Jumonji,Michinoku,5,10
M12w,Aogiyama,Tokitsukaze,6,7
M13e,Hayateumi,Oitekaze,6,9
M13w,Chiyotenzan,Kokonoe,5,10
M14e,Hamanishiki,Oitekaze,4,11
M14w,Buyuzan,Musashigawa,10,5
M15e,Oikari,Isenoumi,7,8
M15w,Tamanoshima,Kataonami,11,4
J1e,Tochinohana,Kasugano,8,7
J1w,Gojoro,Magaki,10,5
J2e,Kitazakura,Kitanoumi,6,9
J2w,Asanowaka,Takasago,9,6
J3e,Senshuyama,Takasago,8,7
J3w,Iwakiyama,Nakadachi,9,6
J4e,Kasuganishiki,Kasugano,11,4
J4w,Tamarikido,Kataonami,0,0
J5e,Takanotsuru,Naruto,9,6
J5w,Komahikari,Hanaregoma,0,0
J6e,Wakakosho,Matsugane,7,8
J6w,Higonoumi,Mihogaseki,0,0
J7e,Takatoriki,Futagoyama,5,10
J7w,Kobo,Miyagino,10,5
J8e,Toyozakura,Michinoku,5,10
J8w,Ushiomaru,Azumazeki,13,2
J9e,Daishodai,Oitekaze,3,12
J9w,Oginishiki,Dewanoumi,10,5
J10e,Harunoyama,Matsugane,0,0
J10w,Juzan,Oshiogawa,8,7
J11e,Terao,Izutsu,0,0
J11w,Asasekiryu,Takasago,6,9
J12e,Kasugao,Kasugayama,8,7
J12w,Hokutoiwa,Hakkaku,5,10
J13e,Kotokanyu,Sadogatake,8,7
J13w,Minatofuji,Minato,3,12
Ms1e,Towanoyama,Dewanoumi,1,6
Ms1w,Sumanofuji,Nakamura,3,4
Ms2e,Kotonomine,Sadogatake,3,4
Ms2w,Toyonokuni,Tokitsukaze,3,4
Ms3e,Hamanoshima,Mihogaseki,3,4
Ms3w,Narita,Oguruma,4,3
Ms4e,Kinkaiyama,Dewanoumi,6,1
Ms4w,Tochitenko,Kasugano,3,4
Ms5e,Tomikaze,Oguruma,4,3
Ms5w,Masutsuyoshi,Mihogaseki,1,3
Ms6e,Torafusuyama,Mihogaseki,1,6
Ms6w,Wakatenro,Magaki,5,2
Ms7e,Kokkai,Oitekaze,5,2
Ms7w,Gokenzan,Futagoyama,4,3
Ms8e,Yotsukasa,Irumagawa,5,2
Ms8w,Tanaka,Tomozuna,4,1
Ms9e,Yoshiazuma,Tamanoi,4,3
Ms9w,Wakaazuma,Tamanoi,2,5
Ms10e,Kotoiwakuni,Sadogatake,3,4
Ms10w,Wakatoba,Oshiogawa,4,3
Ms11e,Asofuji,Ajigawa,3,4
Ms11w,Fukuzono,Izutsu,1,6
Ms12e,Otoryu,Oshiogawa,3,4
Ms12w,Kirinoumi,Michinoku,3,4
Ms13e,Ryuho,Michinoku,6,1
Ms13w,Hidenokuni,Magaki,4,3
Ms14e,Tamaasuka,Kataonami,2,5
Ms14w,Fukkoyama,Dewanoumi,3,4
Ms15e,Ryukai,Naruto,5,2
Ms15w,Furuichi,Onomatsu,6,1
Ms16e,Wakainami,Tatsunami,5,2
Ms16w,Tochinoyama,Kasugano,4,3
Ms17e,Hoshitango,Michinoku,3,4
Ms17w,Dewanofuji,Dewanoumi,2,5
Ms18e,Tochitaiki,Kasugano,4,3
Ms18w,Asamiyoshi,Takasago,6,1
Ms19e,Kyokutenzan,Oshima,2,5
Ms19w,Nishikikaze,Oguruma,3,4
Ms20e,Tokiyutaka,Tokitsukaze,3,4
Ms20w,Wakatsutomu,Matsugane,0,0
Ms21e,Kotohino,Sadogatake,4,3
Ms21w,Takamihana,Azumazeki,3,4
Ms22e,Kaishozan,Hanaregoma,2,5
Ms22w,Asahibenten,Oshima,4,3
Ms23e,Kotohikari,Sadogatake,3,4
Ms23w,Bushuyama,Musashigawa,3,4
Ms24e,Musashifuji,Musashigawa,3,4
Ms24w,Daishoma,Oitekaze,4,3
Ms25e,Raido,Takadagawa,5,2
Ms25w,Shimatora,Kitanoumi,2,5
Ms26e,Tashiro,Tamanoi,5,2
Ms26w,Daimanazuru,Asahiyama,6,1
Ms27e,Chiyohakuho,Kokonoe,2,5
Ms27w,Ama,Ajigawa,2,5
Ms28e,Shigezakura,Nakamura,4,3
Ms28w,Kakizoe,Musashigawa,4,3
Ms29e,Takahijiri,Futagoyama,4,3
Ms29w,Dewanosato,Dewanoumi,5,2
Ms30e,Kotokuni,Sadogatake,2,5
Ms30w,Kotokasuga,Sadogatake,4,3
Ms31e,Oga,Takasago,3,4
Ms31w,Masunobori,Mihogaseki,1,6
Ms32e,Kimenryu,Takasago,5,2
Ms32w,Rikiryuyama,Hanakago,3,4
Ms33e,Tamanokuni,Kataonami,5,2
Ms33w,Kainowaka,Tomozuna,4,3
Ms34e,Maikaze,Oguruma,0,0
Ms34w,Ominami,Onomatsu,2,3
Ms35e,Wakayuki,Matsugane,3,4
Ms35w,Kanechika,Kitanoumi,3,4
Ms36e,Tochifudo,Kasugano,4,3
Ms36w,Yoshio,Tatsunami,3,4
Ms37e,Midorifuji,Onomatsu,4,3
Ms37w,Hochiyama,Nakadachi,3,4
Ms38e,Chiyonohana,Kokonoe,4,3
Ms38w,Kakuo,Izutsu,0,0
Ms39e,Tsujimoto,Izutsu,0,7
Ms39w,Saigo,Nakamura,5,2
