rank,rikishi,heya,w,l
Y1e,Akebono,Azumazeki,2,2
Y1w,Musashimaru,Musashigawa,12,3
Y2e,Takanohana,Futagoyama,0,3
Y2w,Wakanohana,Futagoyama,7,8
O1e,Chiyotaikai,Kokonoe,10,5
O1w,Takanonami,Futagoyama,3,4
O2e,Dejima,Musashigawa,10,5
S1e,Kaio,Tomozuna,9,6
S1w,Tosanoumi,Isenoumi,7,8
K1e,Kotonishiki,Sadogatake,5,10
K1w,Musoyama,Musashigawa,8,7
M1e,Tochiazuma,Tamanoi,10,5
M1w,Tamakasuga,Kataonami,8,7
M2e,Kyokushuzan,Oshima,7,8
M2w,Asanosho,Wakamatsu,7,8
M3e,Toki,Takasago,6,9
M3w,Akinoshima,Futagoyama,11,4
M4e,Shikishima,Tatsutagawa,3,12
M4w,Kotonowaka,Sadogatake,7,8
M5e,Miyabiyama,Musashigawa,10,5
M5w,Minatofuji,Minato,6,9
M6e,Chiyotenzan,Kokonoe,6,9
M6w,Wakanosato,Naruto,6,9
M7e,Takatoriki,Futagoyama,9,6
M7w,Terao,Izutsu,8,7
M8e,Tochinonada,Kasugano,5,10
M8w,Aogiyama,Tokitsukaze,8,7
M9e,Kaiho,Hakkaku,7,8
M9w,Ganyu,Kitanoumi,5,10
M10e,Tokitsuumi,Tokitsukaze,7,8
M10w,Kotoryu,Sadogatake,8,7
M11e,Wakanoyama,Musashigawa,9,6
M11w,Higonoumi,Mihogaseki,8,7
M12e,Kyokutenho,Oshima,8,7
M12w,Hamanoshima,Mihogaseki,8,7
M13e,Kinkaiyama,Dewanoumi,6,9
M13w,Yotsukasa,Irumagawa,0,3
M14e,Otsukasa,Irumagawa,8,7
M14w,Asanowaka,Wakamatsu,9,6
M15e,Ohinode,Tatsunami,8,7
J1e,Daizen,Nishonoseki,9,6
J1w,Kitakachidoki,Isenoumi,7,8
J2e,Gojoro,Magaki,4,4
J2w,Susanoumi,Kitanoumi,7,8
J3e,Wakanojo,Magaki,6,9
J3w,Tomonohana,Tatsunami,6,9
J4e,Mitoizumi,Takasago,6,9
J4w,Oikari,Isenoumi,9,6
J5e,Takanowaka,Naruto,11,4
J5w,Mainoumi,Dewanoumi,5,10
J6e,Kobo,Miyagino,6,9
J6w,Dewaarashi,Dewanoumi,8,7
J7e,Oginishiki,Dewanoumi,8,7
J7w,Daishi,Oshiogawa,7,8
J8e,Towanoyama,Dewanoumi,6,9
J8w,Hayateumi,Oitekaze,12,3
J9e,Dewataira,Dewanoumi,9,6
J9w,Akinoshu,Izutsu,10,5
J10e,Hoshitango,Michinoku,8,7
J10w,Sentoryu,Tomozuna,6,9
J11e,Wakahayato,Miyagino,2,13
J11w,Tochinohana,Kasugano,8,7
J12e,Kotoiwakuni,Sadogatake,4,11
J12w,Tamarikido,Kataonami,7,8
J13e,Kitazakura,Kitanoumi,8,7
J13w,Tamanonada,Kataonami,10,5
Ms1e,Juzan,Oshiogawa,2,5
Ms1w,Kototamiya,Sadogatake,5,2
Ms2e,Wakakosho,Matsugane,4,3
Ms2w,Aminishiki,Ajigawa,4,3
Ms3e,Wakatsutomu,Matsugane,3,4
Ms3w,Kato,Azumazeki,4,3
Ms4e,Jumonji,Tatsutagawa,6,1
Ms4w,Tokitsunada,Tokitsukaze,0,0
Ms5e,Buyuzan,Musashigawa,4,3
Ms5w,Torafusuyama,Mihogaseki,3,4
Ms6e,Ushiomaru,Azumazeki,2,5
Ms6w,Wakaazuma,Tamanoi,2,5
Ms7e,Toyozakura,Tatsutagawa,6,1
Ms7w,Komahikari,Hanaregoma,3,4
Ms8e,Takahama,Oitekaze,3,4
Ms8w,Tamanokuni,Kataonami,3,4
Ms9e,Asahibenten,Oshima,1,6
Ms9w,Futatsukuba,Tatsunami,6,1
Ms10e,Arauma,Isenoumi,4,3
Ms10w,Kimenryu,Takasago,5,2
Ms11e,Haruyama,Matsugane,4,3
Ms11w,Kasuganishiki,Kasugano,1,2
Ms12e,Masutsuyoshi,Mihogaseki,0,5
Ms12w,Hokutohikari,Hakkaku,3,4
Ms13e,Tochifudo,Kasugano,2,5
Ms13w,Tomikaze,Oguruma,5,2
Ms14e,Hokutoriki,Hakkaku,4,3
Ms14w,Minami,Tokitsukaze,3,4
Ms15e,Tochinofuji,Kasugano,4,3
Ms15w,Aranonami,Musashigawa,4,3
Ms16e,Kanechika,Kitanoumi,4,3
Ms16w,Tokiyutaka,Tokitsukaze,1,6
Ms17e,Ogura,Asahiyama,3,4
Ms17w,Kotokanyu,Sadogatake,3,4
Ms18e,Tanaka,Tomozuna,4,3
Ms18w,Midorifuji,Onomatsu,5,2
Ms19e,Yutakafuji,Tokitsukaze,3,4
Ms19w,Hokutoiwa,Hakkaku,5,2
Ms20e,Asofuji,Ajigawa,2,5
Ms20w,Karatsunada,Oshiogawa,4,3
Ms21e,Fukuzono,Izutsu,4,3
Ms21w,Nadatsukasa,Irumagawa,3,4
Ms22e,Shinmei,Musashigawa,3,4
Ms22w,Goto,Futagoyama,6,1
Ms23e,Wakakinryu,Oshiogawa,5,2
Ms23w,Wakainami,Tatsunami,2,5
Ms24e,Futasewaka,Asahiyama,2,5
Ms24w,Tsurusaki,Tamanoi,2,5
Ms25e,Kotonomine,Sadogatake,5,2
Ms25w,Genkai,Asahiyama,4,3
