rank,rikishi,heya,w,l
Y1e,Takanohana,Futagoyama,0,0
Y1w,Wakanohana,Futagoyama,3,5
Y2e,Akebono,Azumazeki,11,4
O1e,Musashimaru,Musashigawa,13,2
O1w,Takanonami,Futagoyama,9,6
O2w,Chiyotaikai,Kokonoe,0,0
S1e,Akinoshima,Futagoyama,6,9
S1w,Kaio,Tomozuna,12,3
S2e,Dejima,Musashigawa,11,4
K1e,Tochiazuma,Tamanoi,10,5
K1w,Takatoriki,Futagoyama,5,10
M1e,Tosanoumi,Isenoumi,8,7
M1w,Kotonowaka,Sadogatake,2,13
M2e,Tochinonada,Kasugano,3,9
M2w,Miyabiyama,Musashigawa,6,9
M3e,Chiyotenzan,Kokonoe,9,6
M3w,Kotonishiki,Sadogatake,9,6
M4e,Kyokushuzan,Oshima,5,10
M4w,Aogiyama,Tokitsukaze,7,8
M5e,Tochinowaka,Kasugano,5,10
M5w,Tamakasuga,Kataonami,7,8
M6e,Musoyama,Musashigawa,0,0
M6w,Tokitsuumi,Tokitsukaze,4,11
M7e,Higonoumi,Mihogaseki,8,7
M7w,Terao,Izutsu,6,9
M8e,Toki,Takasago,9,6
M8w,Kotoryu,Sadogatake,5,10
M9e,Minatofuji,Minato,8,7
M9w,Ohinode,Tatsunami,6,9
M10e,Kaiho,Hakkaku,8,7
M10w,Wakanosato,Naruto,11,4
M11e,Daizen,Nishonoseki,7,8
M11w,Shikishima,Tatsutagawa,8,7
M12e,Ganyu,Kitanoumi,7,7
M12w,Wakanojo,Magaki,8,7
M13e,Asanosho,Wakamatsu,9,6
M13w,Hamanoshima,Mihogaseki,9,6
M14e,Oginishiki,Dewanoumi,5,10
M14w,Kyokutenho,Oshima,9,6
M15e,Yotsukasa,Irumagawa,9,6
J1e,Mitoizumi,Takasago,5,10
J1w,Wakanoyama,Musashigawa,10,5
J2e,Gojoro,Magaki,7,8
J2w,Mainoumi,Dewanoumi,8,7
J3e,Dewaarashi,Dewanoumi,7,8
J3w,Asanowaka,Wakamatsu,8,7
J4e,Oikari,Isenoumi,7,8
J4w,Kobo,Miyagino,5,10
J5e,Tomonohana,Tatsunami,6,9
J5w,Kinkaiyama,Dewanoumi,10,5
J6e,Otsukasa,Irumagawa,11,4
J6w,Daishi,Oshiogawa,6,9
J7e,Akinoshu,Izutsu,8,7
J7w,Hoshitango,Michinoku,6,9
J8e,Kotoinazuma,Sadogatake,8,7
J8w,Dewataira,Dewanoumi,7,8
J9e,Tokitsunada,Tokitsukaze,4,11
J9w,Kitakachidoki,Isenoumi,10,5
J10e,Daishoho,Tatsunami,0,0
J10w,Susanoumi,Kitanoumi,9,6
J11e,Wakahayato,Miyagino,8,7
J11w,Takanowaka,Naruto,9,6
J12e,Tochinofuji,Kasugano,4,11
J12w,Towanoyama,Dewanoumi,8,7
J13e,Tochinohana,Kasugano,6,9
J13w,Masutsuyoshi,Mihogaseki,3,12
Ms1e,Kitazakura,Kitanoumi,5,2
Ms1w,Tochisakae,Kasugano,1,2
Ms2e,Hayateumi,Oitekaze,5,2
Ms2w,Zenshinyama,Takadagawa,0,2
Ms3e,Wakatsutomu,Matsugane,3,4
Ms3w,Kasuganishiki,Kasugano,6,1
Ms4e,Kaigatake,Tatsutagawa,3,4
Ms4w,Tomikaze,Oguruma,3,4
Ms5e,Kotoiwakuni,Sadogatake,4,3
Ms5w,Juzan,Oshiogawa,4,3
Ms6e,Wakakosho,Matsugane,4,3
