rank,rikishi,heya,w,l
Y1eHD,Akebono,Azumazeki,0,0
O1e,Musashimaru,Musashigawa,11,4
O1w,Wakanohana,Futagoyama,12,3
O2e,Takanonami,Futagoyama,12,3
O2w,Takanohana,Futagoyama,15,0
S1e,Musoyama,Musashigawa,13,2
S1w,Takatoriki,Futagoyama,8,7
K1e,Mainoumi,Dewanoumi,2,13
K1w,Hamanoshima,Mihogaseki,6,9
M1e,Misugisato,Futagoyama,6,9
M1w,Kotonowaka,Sadogatake,7,8
M2e,Kaio,Tomozuna,9,6
M2w,Kenko,Takadagawa,4,11
M3e,Terao,Izutsu,4,11
M3w,Kotonishiki,Sadogatake,8,7
M4e,Tomonohana,Tatsunami,4,11
M4w,Higonoumi,Mihogaseki,6,9
M5e,Kotoinazuma,Sadogatake,8,7
M5w,Tochinowaka,Kasugano,6,9
M6e,Takamisugi,Futagoyama,6,9
M6w,Kasugafuji,Ajigawa,6,9
M7e,Kyokudozan,Oshima,8,7
M7w,Kotobeppu,Sadogatake,8,7
M8e,Oginishiki,Dewanoumi,5,10
M8w,Kirishima,Izutsu,7,8
M9e,Daizen,Nishonoseki,9,6
M9w,Asanowaka,Wakamatsu,7,8
M10e,Konishiki,Takasago,8,7
M10w,Kitakachidoki,Isenoumi,7,8
M11e,Kiraiho,Takadagawa,7,8
M11w,Mitoizumi,Takasago,7,8
M12e,Kotofuji,Sadogatake,4,11
M12w,Tokitsunada,Tokitsukaze,8,7
M13e,Daishoho,Tatsunami,8,7
M13w,Akinoshima,Futagoyama,11,4
M14e,Kotogaume,Sadogatake,5,10
M14w,Daishi,Oshiogawa,9,6
M15e,Kushimaumi,Dewanoumi,8,7
M15w,Minatofuji,Minato,8,7
M16e,Wakanoyama,Musashigawa,7,8
J1e,Tomoefuji,Kokonoe,0,3
J1w,Naminohana,Futagoyama,10,5
J2e,Oginohana,Dewanoumi,9,6
J2w,Tatsuhikari,Tatsunami,4,6
J3e,Kototsubaki,Sadogatake,5,10
J3w,Shikishima,Tatsutagawa,9,6
J4e,Aogiyama,Tokitsukaze,5,4
J4w,Wakashoyo,Futagoyama,9,6
J5e,Kyokugozan,Oshima,8,7
J5w,Asahiyutaka,Oshima,7,8
J6e,Hoshiandesu,Michinoku,7,8
J6w,Kirinishiki,Kagamiyama,6,9
J7e,Dairyu,Taiho,8,7
J7w,Asanosho,Wakamatsu,9,6
J8e,Kanechika,Kitanoumi,8,7
J8w,Tamakairiki,Kataonami,6,9
J9e,Rikio,Naruto,7,8
J9w,Daishoyama,Tatsunami,9,6
J10e,Tochinofuji,Kasugano,8,7
J10w,Mutsuhokkai,Ajigawa,8,7
J11e,Hitachiryu,Oshiogawa,8,7
J11w,Toyonoumi,Futagoyama,8,7
J12e,Asahisato,Oshima,2,13
J12w,Zenshinyama,Takadagawa,6,9
J13e,Wakahayato,Miyagino,8,7
J13w,Ryudo,Tamanoi,5,10
Ms1e,Fukuzono,Izutsu,4,3
Ms1w,Tosanoumi,Isenoumi,5,2
Ms2e,Sentoryu,Tomozuna,6,1
Ms2w,Komafudo,Hanaregoma,2,5
Ms3e,Kotoryu,Sadogatake,4,3
Ms3w,Kotokanyu,Sadogatake,4,3
Ms4e,Tochinoiwa,Kasugano,3,4
Ms4w,Genkai,Asahiyama,0,7
Ms5e,Mutetsuyama,Musashigawa,6,1
Ms5w,Sunahama,Takasago,3,4
Ms6e,Ogura,Asahiyama,3,4
Ms6w,Mineyama,Miyagino,2,5
