rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,15,0
O1e,Chiyotaikai,Kokonoe,13,2
O1w,Kaio,Tomozuna,13,2
O2e,Tochiazuma,Tamanoi,0,3
O2w,Musoyama,Musashigawa,9,6
S1e,Wakanosato,Naruto,8,7
S1w,Kotomitsuki,Sadogatake,7,8
K1e,Kakizoe,Musashigawa,6,9
K1w,Shimotori,Tokitsukaze,6,9
M1e,Miyabiyama,Musashigawa,8,7
M1w,Kyokushuzan,Oshima,4,11
M2e,Dejima,Musashigawa,7,8
M2w,Kyokutenho,Oshima,10,5
M3e,Tochinonada,Kasugano,8,7
M3w,Tamanoshima,Kataonami,6,9
M4e,Aminishiki,Ajigawa,3,12
M4w,Tosanoumi,Isenoumi,5,10
M5e,Tokitsuumi,Tokitsukaze,8,7
M5w,Iwakiyama,Sakaigawa,7,8
M6e,Hokutoriki,Hakkaku,9,6
M6w,Jumonji,Michinoku,4,11
M7e,Tochisakae,Kasugano,7,8
M7w,Kinkaiyama,Dewanoumi,4,11
M8e,Takamisakari,Azumazeki,8,7
M8w,Takanonami,Takanohana,5,10
M9e,Buyuzan,Musashigawa,8,7
M9w,Kokkai,Oitekaze,8,7
M10e,Kasuganishiki,Kasugano,5,10
M10w,Kotoryu,Sadogatake,8,7
M11e,Asanowaka,Takasago,5,10
M11w,Takekaze,Oguruma,9,6
M12e,Toki,Takasago,8,7
M12w,Asasekiryu,Takasago,13,2
M13e,Kotonowaka,Sadogatake,11,4
M13w,Chiyotenzan,Kokonoe,3,12
M14e,Harunoyama,Matsugane,9,6
M14w,Ushiomaru,Azumazeki,7,8
M15e,Futeno,Dewanoumi,7,8
M15w,Toyozakura,Michinoku,6,9
M16e,Wakanoyama,Musashigawa,2,13
M16w,Kaiho,Hakkaku,9,6
M17e,Yotsukasa,Irumagawa,6,9
J1e,Oikari,Isenoumi,6,9
J1w,Otsukasa,Irumagawa,7,8
J2e,Tamakasuga,Kataonami,8,7
J2w,Hayateumi,Oitekaze,12,3
J3e,Kobo,Miyagino,9,6
J3w,Roho,Otake,6,9
J4e,Wakatoba,Oshiogawa,8,7
J4w,Kaido,Tomozuna,8,7
J5e,Takanowaka,Naruto,10,5
J5w,Nakao,Matsugane,0,5
J6e,Kitazakura,Kitanoumi,8,7
J6w,Kasugao,Kasugayama,10,5
