rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
Y1w,Harumafuji,Isegahama,10,5
O1e,Kisenosato,Naruto,11,4
O1w,Kakuryu,Izutsu,9,6
O2e,Kotoshogiku,Sadogatake,10,5
O2w,Kotooshu,Sadogatake,4,3
S1e,Myogiryu,Sakaigawa,6,9
S1w,Goeido,Sakaigawa,11,4
K1e,Tochiozan,Kasugano,8,7
K1w,Takayasu,Naruto,5,10
M1e,Shohozan,Matsugane,8,7
M1w,Ikioi,Isenoumi,5,10
M2e,Okinoumi,Hakkaku,8,7
M2w,Aoiyama,Kasugano,6,9
M3e,Takarafuji,Isegahama,5,10
M3w,Chiyotairyu,Kokonoe,6,9
M4e,Toyohibiki,Sakaigawa,6,9
M4w,Kaisei,Tomozuna,7,8
M5e,Tokitenku,Tokitsukaze,5,10
M5w,Aminishiki,Isegahama,9,6
M6e,Kitataiki,Kitanoumi,6,9
M6w,Kyokutenho,Tomozuna,8,7
M7e,Aran,Mihogaseki,3,12
M7w,Toyonoshima,Tokitsukaze,8,7
M8e,Fujiazuma,Tamanoi,6,9
M8w,Yoshikaze,Oguruma,6,5
M9e,Gagamaru,Kise,6,9
M9w,Kotoyuki,Sadogatake,7,8
M10e,Tokushoryu,Kise,6,9
M10w,Shotenro,Fujishima,5,10
M11e,Takekaze,Oguruma,9,6
M11w,Tochinowaka,Kasugano,9,6
M12e,Tenkaiho,Onoe,8,7
M12w,Sadanofuji,Sakaigawa,8,7
M13e,Endo,Oitekaze,9,5
M13w,Homasho,Shikoroyama,10,5
M14e,Masunoyama,Chiganoura,8,7
M14w,Jokoryu,Kise,8,7
M15e,Wakanosato,Naruto,4,11
M15w,Tamaasuka,Kataonami,7,8
M16e,Asahisho,Tomozuna,5,8
M16w,Tamawashi,Kataonami,9,6
J1e,Sokokurai,Arashio,4,11
J1w,Tochinoshin,Kasugano,0,0
J2e,Takanoiwa,Takanohana,8,7
J2w,Chiyonokuni,Kokonoe,7,8
J3e,Baruto,Onoe,0,0
J3w,Kyokushuho,Tomozuna,11,4
J4e,Osunaarashi,Otake,10,5
J4w,Azumaryu,Tamanoi,8,7
J5e,Chiyootori,Kokonoe,10,5
J5w,Asasekiryu,Takasago,8,7
J6e,Oiwato,Hakkaku,5,10
J6w,Tokushinho,Kise,7,8
