rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
Y1w,Asashoryu,Takasago,14,1
O1e,Kotomitsuki,Sadogatake,2,10
O1w,Chiyotaikai,Kokonoe,8,7
O2e,Kotooshu,Sadogatake,10,5
O2w,Kaio,Tomozuna,8,7
O3e,Harumafuji,Isegahama,8,7
S1e,Baruto,Onoe,9,6
S1w,Aminishiki,Isegahama,3,6
K1e,Kisenosato,Naruto,8,7
K1w,Toyonoshima,Tokitsukaze,2,6
M1e,Kotoshogiku,Sadogatake,6,9
M1w,Kyokutenho,Oshima,9,6
M2e,Miyabiyama,Musashigawa,6,9
M2w,Yoshikaze,Oguruma,6,9
M3e,Takekaze,Oguruma,7,8
M3w,Goeido,Sakaigawa,10,5
M4e,Wakanosato,Naruto,7,8
M4w,Kokkai,Oitekaze,5,10
M5e,Futeno,Dewanoumi,5,10
M5w,Takamisakari,Azumazeki,6,9
M6e,Bushuyama,Musashigawa,2,13
M6w,Aran,Mihogaseki,5,10
M7e,Hokutoriki,Hakkaku,9,6
M7w,Dejima,Musashigawa,7,8
M8e,Asasekiryu,Takasago,6,9
M8w,Kakuryu,Izutsu,9,6
M9e,Tosanoumi,Isenoumi,5,10
M9w,Chiyohakuho,Kokonoe,6,9
M10e,Tokitenku,Tokitsukaze,9,6
M10w,Tochinonada,Kasugano,8,7
M11e,Iwakiyama,Sakaigawa,8,7
M11w,Tochinoshin,Kasugano,8,7
M12e,Tochiozan,Kasugano,10,5
M12w,Kakizoe,Musashigawa,8,7
M13e,Tamawashi,Kataonami,7,8
M13w,Koryu,Hanakago,5,10
M14e,Toyohibiki,Sakaigawa,5,10
M14w,Masatsukasa,Irumagawa,4,11
M15e,Tamanoshima,Kataonami,11,4
M15w,Yamamotoyama,Onoe,8,7
M16e,Homasho,Shikoroyama,11,4
J1e,Shotenro,Musashigawa,11,4
J1w,Kimurayama,Kasugano,9,6
J2e,Shimotori,Tokitsukaze,10,5
J2w,Kyokunankai,Oshima,4,11
J3e,Wakakirin,Oguruma,9,6
J3w,Tosayutaka,Tokitsukaze,9,6
J4e,Toyozakura,Michinoku,10,5
J4w,Kotokasuga,Sadogatake,6,9
J5e,Sakaizawa,Onoe,6,9
J5w,Kasugao,Kasugayama,8,7
J6e,Kasuganishiki,Kasugano,7,8
J6w,Shirononami,Onoe,5,10
J7e,Hoshihikari,Hakkaku,7,8
J7w,Kitataiki,Kitanoumi,7,8
J8e,Otsukasa,Irumagawa,6,9
J8w,Kaiho,Hakkaku,8,7
J9e,Wakatenro,Magaki,6,9
J9w,Wakakoyu,Onomatsu,7,8
J10e,Daishoumi,Oitekaze,7,8
J10w,Yotsuguruma,Isenoumi,6,9
J11e,Asofuji,Isegahama,7,8
J11w,Kitazakura,Kitanoumi,5,10
J12e,Ushiomaru,Azumazeki,9,6
J12w,Mokonami,Tatsunami,9,6
J13e,Kiyoseumi,Kise,9,6
J13w,Tamaasuka,Kataonami,5,10
J14e,Hakuba,Michinoku,11,4
J14w,Kotokuni,Sadogatake,9,6
Ms1e,Fukuoka,Hakkaku,7,0
Ms1w,Dairaido,Takadagawa,2,5
Ms2e,Kirinowaka,Michinoku,5,2
Ms2w,Sagatsukasa,Irumagawa,4,3
Ms3e,Jumonji,Michinoku,4,3
Ms3w,Tokusegawa,Kiriyama,3,4
Ms4e,Ryuo,Miyagino,1,2
Ms4w,Sensho,Shikihide,3,4
Ms5e,Kasugakuni,Kasugayama,6,1
Ms5w,Shiratsuka,Kise,2,5
Ms6e,Kotoyutaka,Sadogatake,4,3
Ms6w,Yoshiazuma,Tamanoi,4,3
Ms7e,Daitensho,Takashima,2,3
Ms7w,Nakanishi,Onomatsu,4,3
Ms8e,Sadanofuji,Sakaigawa,2,5
Ms8w,Hokutokuni,Hakkaku,3,4
Ms9e,Aoba,Isegahama,3,4
Ms9w,Takanoyama,Naruto,3,4
Ms10e,Shoketsu,Hanaregoma,5,2
Ms10w,Hochiyama,Sakaigawa,3,4
Ms11e,Kaonishiki,Azumazeki,5,2
Ms11w,Fujimoto,Onomatsu,3,4
Ms12e,Rikiryu,Hanakago,5,2
Ms12w,Mochimaru,Tatsunami,4,3
Ms13e,Gagamaru,Kise,6,1
Ms13w,Minami,Onoe,3,4
Ms14e,Surugatsukasa,Irumagawa,4,3
Ms14w,Nakano,Musashigawa,3,4
Ms15e,Hoshikaze,Oguruma,4,3
Ms15w,Keno,Onomatsu,1,6
Ms16e,Katayama,Onomatsu,0,0
Ms16w,Shironoryu,Sakaigawa,2,5
Ms17e,Sotairyu,Tokitsukaze,5,2
Ms17w,Kazafuzan,Nishikido,1,6
Ms18e,Takekabuto,Musashigawa,5,2
Ms18w,Sokokurai,Arashio,4,3
Ms19e,Nakanokuni,Minato,5,2
Ms19w,Ryugi,Hanaregoma,2,5
Ms20e,Ogata,Kise,3,4
Ms20w,Tenichi,Kitanoumi,2,5
Ms21e,Ri,Kasugano,6,1
Ms21w,Yamasaki,Musashigawa,2,5
Ms22e,Nionoumi,Kitanoumi,3,4
Ms22w,Daiyubu,Shibatayama,3,4
Ms23e,Oniarashi,Asahiyama,1,4
Ms23w,Katsunofuji,Sakaigawa,4,3
Ms24e,Shibuya,Tamanoi,4,3
Ms24w,Matsutani,Matsugane,6,1
Ms25e,Satoyama,Onoe,4,3
Ms25w,Wakanoshima,Hanaregoma,3,4
Ms26e,Takahama,Oitekaze,4,3
Ms26w,Sasaki,Naruto,2,5
Ms27e,Towanoyama,Dewanoumi,4,3
Ms27w,Kirinoumi,Michinoku,3,4
Ms28e,Kitaharima,Kitanoumi,4,3
Ms28w,Yanagawa,Mihogaseki,1,6
Ms29e,Fukao,Kise,5,2
Ms29w,Sadanoumi,Sakaigawa,3,4
Ms30e,Hakiai,Kitanoumi,4,3
Ms30w,Asanotosa,Takasago,1,6
Ms31e,Daimanazuru,Asahiyama,4,3
Ms31w,Kamei,Kise,3,4
Ms32e,Kaishoryu,Tomozuna,3,4
Ms32w,Takakoyama,Naruto,5,2
Ms33e,Tamadaiki,Kataonami,4,3
Ms33w,Kihonoumi,Dewanoumi,3,4
Ms34e,Kanbayashi,Hakkaku,5,2
Ms34w,Daishoyama,Oitekaze,3,4
Ms35e,Arawashi,Hanakago,2,5
Ms35w,Ryuho,Michinoku,5,2
Ms36e,Tochitsubasa,Kasugano,5,2
Ms36w,Tokitsukasa,Irumagawa,3,4
Ms37e,Wakakasuga,Kasugayama,3,4
Ms37w,Ikioi,Isenoumi,4,3
Ms38e,Asahisakari,Dewanoumi,4,3
Ms38w,Matsumidori,Onomatsu,2,5
Ms39e,Takayasu,Naruto,2,5
Ms39w,Sugita,Kitanoumi,2,5
Ms40e,Hoshizakura,Hakkaku,4,3
Ms40w,Sadanishiki,Dewanoumi,2,5
Ms41e,Mizuguchi,Kasugayama,5,2
Ms41w,Tamao,Kataonami,2,5
Ms42e,Kurosawa,Onomatsu,6,1
Ms42w,Homarefuji,Isegahama,3,4
Ms43e,Yonemura,Hakkaku,4,3
Ms43w,Amuru,Onomatsu,4,3
Ms44e,Hidenofuji,Kasugayama,3,4
Ms44w,Kitazono,Oguruma,5,2
Ms45e,Daionami,Tatsunami,1,6
Ms45w,Kotomisen,Sadogatake,5,2
Ms46e,Furuichi,Onomatsu,3,4
Ms46w,Taiga,Shikihide,4,3
Ms47e,Maeta,Hanaregoma,3,4
Ms47w,Satsumahibiki,Sakaigawa,4,3
Ms48e,Yoshino,Otake,3,4
Ms48w,Hananosato,Takasago,4,3
Ms49e,Hayasegawa,Kiriyama,2,5
Ms49w,Tochinoyama,Chiganoura,5,2
Ms50e,Satsukiumi,Sakaigawa,4,3
Ms50w,Dewahayate,Dewanoumi,2,5
Ms51e,Takateru,Oitekaze,4,3
Ms51w,Saito,Onomatsu,3,4
Ms52e,Ryuden,Takadagawa,6,1
Ms52w,Kyokushuho,Oshima,5,2
Ms53e,Higoarashi,Kise,3,4
Ms53w,Kimenryu,Takasago,4,3
Ms54e,Wakainami,Tatsunami,4,3
Ms54w,Goki,Oguruma,1,6
Ms55e,Yamatofuji,Onomatsu,4,3
Ms55w,Nankairiki,Kise,0,7
Ms56e,Hishofuji,Nakamura,3,4
Ms56w,Masunoyama,Chiganoura,5,2
Ms57e,Wakaryusei,Hanaregoma,4,3
Ms57w,Chokozan,Shikihide,5,2
Ms58e,Toshinyama,Tamanoi,2,5
Ms58w,Mankajo,Kasugayama,2,5
Ms59e,Hikarikaze,Oguruma,3,4
Ms59w,Kagamio,Kagamiyama,3,4
Ms60e,Tenroku,Onomatsu,0,0
Ms60w,Kaisei,Tomozuna,3,4
Sd1e,Kotoenomoto,Sadogatake,5,2
Sd1w,Aotsurugi,Tagonoura,3,4
