rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,15,0
O1e,Kaio,Tomozuna,4,6
O1w,Chiyotaikai,Kokonoe,8,7
S1e,Wakanosato,Naruto,6,9
S1w,Miyabiyama,Musashigawa,9,6
S2w,Tochiazuma,Tamanoi,11,4
K1e,Kotomitsuki,Sadogatake,7,8
K1w,Hakuho,Miyagino,11,4
M1e,Iwakiyama,Sakaigawa,8,7
M1w,Tochinonada,Kasugano,5,10
M2e,Kotonowaka,Sadogatake,4,11
M2w,Tosanoumi,Isenoumi,7,8
M3e,Tamanoshima,Kataonami,5,10
M3w,Kokkai,Oitekaze,7,8
M4e,Kotooshu,Sadogatake,9,6
M4w,Kakizoe,Musashigawa,8,7
M5e,Roho,Otake,7,8
M5w,Takamisakari,Azumazeki,6,9
M6e,Kyokutenho,Oshima,10,5
M6w,Kaiho,Hakkaku,5,10
M7e,Hayateumi,Oitekaze,8,7
M7w,Kotoryu,Sadogatake,4,11
M8e,Hokutoriki,Hakkaku,8,7
M8w,Takekaze,Oguruma,0,0
M9e,Takanowaka,Naruto,6,9
M9w,Shimotori,Tokitsukaze,8,7
M10e,Dejima,Musashigawa,9,6
M10w,Kyokushuzan,Oshima,9,6
M11e,Asasekiryu,Takasago,8,7
M11w,Jumonji,Michinoku,9,6
M12e,Tokitsuumi,Tokitsukaze,5,10
M12w,Kisenosato,Naruto,6,9
M13e,Ama,Ajigawa,8,6
M13w,Buyuzan,Musashigawa,9,6
M14e,Kasugao,Kasugayama,9,6
M14w,Tamakasuga,Kataonami,7,8
M15e,Tochisakae,Kasugano,0,0
M15w,Harunoyama,Matsugane,0,0
M16e,Kotoshogiku,Sadogatake,5,10
M16w,Aminishiki,Ajigawa,7,8
M17e,Toyonoshima,Tokitsukaze,8,7
M17w,Tokitenku,Tokitsukaze,6,9
J1e,Gojoro,Magaki,4,11
J1w,Futeno,Dewanoumi,9,6
J2e,Toyozakura,Michinoku,9,6
J2w,Kitazakura,Kitanoumi,8,7
J3e,Takanotsuru,Naruto,6,9
J3w,Wakatoba,Oshiogawa,7,8
J4e,Kasuganishiki,Kasugano,10,5
J4w,Ishide,Hanaregoma,9,6
J5e,Kobo,Miyagino,6,9
J5w,Kinkaiyama,Dewanoumi,6,9
J6e,Toki,Takasago,9,6
J6w,Tamaasuka,Kataonami,6,9
J7e,Hakurozan,Hatachiyama,10,5
J7w,Otsukasa,Irumagawa,12,3
J8e,Wakanoyama,Musashigawa,7,7
J8w,Daishodai,Oitekaze,7,8
J9e,Asofuji,Ajigawa,9,6
J9w,Yotsukasa,Irumagawa,6,9
J10e,Wakakirin,Oshiogawa,7,8
J10w,Maikaze,Oguruma,6,9
J11e,Kaido,Tomozuna,6,9
J11w,Asanowaka,Takasago,9,6
J12e,Katayama,Onomatsu,10,5
J12w,Sumanofuji,Nakamura,3,12
J13e,Senshuyama,Takasago,8,7
J13w,Chiyotenzan,Kokonoe,5,10
J14e,Bushuyama,Musashigawa,4,11
J14w,Daimanazuru,Asahiyama,8,7
Ms1e,Kotokasuga,Sadogatake,3,4
Ms1w,Tochinohana,Kasugano,4,3
Ms2e,Kyokunankai,Oshima,3,5
Ms2w,Toyonokuni,Tokitsukaze,4,3
Ms3e,Ushiomaru,Azumazeki,5,2
Ms3w,Kotokuni,Sadogatake,1,6
Ms4e,Chiyohakuho,Kokonoe,7,0
Ms4w,Kotokanyu,Sadogatake,3,4
Ms5e,Kanbayashi,Hakkaku,5,2
Ms5w,Ichinotani,Nakamura,5,2
Ms6e,Shiraishi,Mihogaseki,4,3
Ms6w,Raiko,Hakkaku,3,4
Ms7e,Fukuzono,Izutsu,2,5
Ms7w,Tamamitsukuni,Kataonami,1,6
Ms8e,Dewanosato,Dewanoumi,4,3
Ms8w,Gokenzan,Takanohana,3,4
Ms9e,Wakainami,Tatsunami,3,4
Ms9w,Fukkoyama,Dewanoumi,5,2
Ms10e,Hananosato,Takasago,4,3
Ms10w,Ryuo,Miyagino,4,3
Ms11e,Nodera,Matsugane,2,5
Ms11w,Kaishozan,Hanaregoma,2,5
Ms12e,Musashiryu,Musashigawa,4,3
Ms12w,Hamanishiki,Oitekaze,4,3
Ms13e,Nakao,Matsugane,3,4
Ms13w,Asahimaru,Takasago,5,2
Ms14e,Fujinokaze,Oguruma,1,6
Ms14w,Koryu,Hanakago,5,2
Ms15e,Takakoyama,Naruto,4,3
Ms15w,Yoshiazuma,Tamanoi,3,4
Ms16e,Hochiyama,Sakaigawa,3,4
Ms16w,Onishi,Oguruma,6,1
Ms17e,Hoshihikari,Hakkaku,3,4
Ms17w,Daishoma,Oitekaze,2,5
Ms18e,Wakakosho,Matsugane,2,5
Ms18w,Masatsukasa,Irumagawa,6,1
Ms19e,Daishochi,Shibatayama,4,3
Ms19w,Dewanofuji,Dewanoumi,5,2
Ms20e,Kitamura,Hanaregoma,5,2
Ms20w,Nishikikaze,Oguruma,3,4
Ms21e,Furuichi,Onomatsu,2,5
Ms21w,Masutsuyoshi,Mihogaseki,5,2
Ms22e,Kaishoryu,Tomozuna,0,0
Ms22w,Dairaido,Takadagawa,4,3
Ms23e,Kitataiki,Kitanoumi,3,4
Ms23w,Yotsuguruma,Isenoumi,2,5
Ms24e,Takamifuji,Azumazeki,3,4
Ms24w,Komanofuji,Hanaregoma,4,3
Ms25e,Ryuho,Michinoku,6,1
Ms25w,Kirinowaka,Michinoku,4,3
Ms26e,Munakata,Kasugano,2,5
Ms26w,Hokutoiwa,Hakkaku,4,3
Ms27e,Sensho,Shikihide,3,4
Ms27w,Kakuryu,Izutsu,4,3
Ms28e,Yamasaki,Musashigawa,5,2
Ms28w,Kaonishiki,Azumazeki,5,2
Ms29e,Tooyama,Tamanoi,3,4
Ms29w,Maenowaka,Takadagawa,2,5
Ms30e,Hakuba,Michinoku,3,4
Ms30w,Oga,Takasago,2,5
Ms31e,Tokinoboru,Tokitsukaze,4,3
Ms31w,Tochitenko,Kasugano,2,5
Ms32e,Dewaotori,Dewanoumi,3,4
Ms32w,Kasugakuni,Kasugayama,5,2
Ms33e,Hokutojo,Hakkaku,4,3
Ms33w,Tachigami,Mihogaseki,3,4
Ms34e,Ryuyo,Kitanoumi,4,3
Ms34w,Miyamoto,Musashigawa,4,3
Ms35e,Tochinoyama,Chiganoura,2,5
Ms35w,Rikiryu,Hanakago,3,4
Ms36e,Maenoyu,Takadagawa,4,3
Ms36w,Kimenryu,Takasago,5,2
Ms37e,Fujiryu,Onomatsu,5,2
Ms37w,Shimatora,Kitanoumi,3,4
Ms38e,Wakayuki,Matsugane,3,4
Ms38w,Futasegawa,Kiriyama,1,6
Ms39e,Kirinoumi,Michinoku,5,2
Ms39w,Wakasuruga,Onomatsu,3,4
Ms40e,Hoshikaze,Oguruma,2,5
Ms40w,Ryukai,Naruto,6,1
Ms41e,Sumiya,Nakamura,0,0
Ms41w,Satoyama,Mihogaseki,3,4
Ms42e,Homasho,Shikoroyama,4,3
Ms42w,Hokutoarashi,Hakkaku,1,6
Ms43e,Mokonami,Tatsunami,4,3
Ms43w,Daionji,Asahiyama,4,3
Ms44e,Kakuo,Izutsu,6,1
Ms44w,Kyokutenzan,Oshima,3,4
Ms45e,Nakano,Musashigawa,4,3
Ms45w,Daionami,Tatsunami,4,3
Ms46e,Fujitsukasa,Irumagawa,0,7
Ms46w,Toshinyama,Tamanoi,4,3
Ms47e,Wakagiyama,Tokitsukaze,3,4
Ms47w,Mizakura,Miyagino,3,4
Ms48e,Asahibenten,Oshima,4,3
Ms48w,Tokitsukasa,Irumagawa,5,2
Ms49e,Yutakaumi,Nakamura,1,6
Ms49w,Kotonomine,Sadogatake,2,5
Ms50e,Sazanami,Naruto,2,5
Ms50w,Surugatsukasa,Irumagawa,5,2
Ms51e,Kimurayama,Kasugano,6,1
Ms51w,Terukaze,Oguruma,4,3
Ms52e,Kagaya,Kasugano,4,3
Ms52w,Asakiumi,Ajigawa,2,5
Ms53e,Akiyama,Minezaki,3,4
Ms53w,Shikinoumi,Shikihide,2,5
Ms54e,Shironishiki,Sakaigawa,3,3
Ms54w,Kurazono,Mihogaseki,5,2
Ms55e,Chiyonohana,Kokonoe,4,3
Ms55w,Enatsukasa,Irumagawa,3,4
Ms56e,Hanada,Naruto,2,5
Ms56w,Tenichi,Kitanoumi,5,2
Ms57e,Yutakamaru,Tatsunami,4,3
Ms57w,Kokei,Araiso,3,4
Ms58e,Omusashi,Musashigawa,4,3
Ms58w,Tamao,Kataonami,3,4
Ms59e,Asanotosa,Takasago,1,6
Ms59w,Tokusegawa,Kiriyama,3,2
Ms60e,Daitensho,Takashima,4,3
Ms60w,Shindo,Takanohana,2,5
Sd1e,Yoshio,Tatsunami,5,2
Sd1w,Kamakura,Isenoumi,2,5
Sd2e,Kotoshiiba,Sadogatake,3,4
Sd2w,Koriyama,Mihogaseki,5,2
Sd3e,Isobe,Irumagawa,5,2
Sd3w,Takakitamura,Naruto,3,4
Sd4e,Yakigaya,Onomatsu,4,3
Sd4w,Miyamaru,Kitanoumi,3,4
Sd5e,Nakanokuni,Minato,7,0
Sd5w,Arawashi,Araiso,4,3
Sd6e,Baruto,Mihogaseki,6,1
