rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
Y1w,Kakuryu,Izutsu,12,3
Y2e,Harumafuji,Isegahama,11,4
O1e,Kotoshogiku,Sadogatake,6,9
O1w,Kisenosato,Tagonoura,11,4
O2w,Goeido,Sakaigawa,5,10
S1e,Aoiyama,Kasugano,8,7
S1w,Ichinojo,Minato,8,7
K1e,Takekaze,Oguruma,2,13
K1w,Ikioi,Isenoumi,6,9
M1e,Tochiozan,Kasugano,8,7
M1w,Aminishiki,Isegahama,6,9
M2e,Takarafuji,Isegahama,8,7
M2w,Toyohibiki,Sakaigawa,5,10
M3e,Takayasu,Tagonoura,10,5
M3w,Terunofuji,Isegahama,8,7
M4e,Kaisei,Tomozuna,7,8
M4w,Yoshikaze,Oguruma,4,8
M5e,Chiyootori,Kokonoe,6,9
M5w,Osunaarashi,Otake,4,6
M6e,Toyonoshima,Tokitsukaze,8,7
M6w,Jokoryu,Kise,8,7
M7e,Okinoumi,Hakkaku,8,7
M7w,Sadanoumi,Sakaigawa,7,8
M8e,Tochinoshin,Kasugano,11,4
M8w,Endo,Oitekaze,10,5
M9e,Chiyotairyu,Kokonoe,9,6
M9w,Tokushoryu,Kise,4,11
M10e,Shohozan,Matsugane,7,8
M10w,Tamawashi,Kataonami,8,7
M11e,Myogiryu,Sakaigawa,9,6
M11w,Kyokutenho,Tomozuna,10,5
M12e,Kitataiki,Kitanoumi,3,12
M12w,Homarefuji,Isegahama,8,7
M13e,Takanoiwa,Takanohana,3,12
M13w,Arawashi,Minezaki,8,7
M14e,Amuru,Onomatsu,5,10
M14w,Sokokurai,Arashio,9,6
M15e,Tochinowaka,Kasugano,3,12
M15w,Kyokushuho,Tomozuna,9,6
M16e,Kotoyuki,Sadogatake,8,7
M16w,Chiyomaru,Kokonoe,8,7
J1e,Tokitenku,Tokitsukaze,12,3
J1w,Kagamio,Kagamiyama,9,6
J2e,Sadanofuji,Sakaigawa,10,5
J2w,Chiyoo,Kokonoe,3,5
J3e,Satoyama,Onoe,5,10
J3w,Seiro,Shikoroyama,4,11
J4e,Shotenro,Fujishima,7,8
J4w,Sotairyu,Tokitsukaze,4,11
J5e,Tosayutaka,Tokitsukaze,9,6
J5w,Gagamaru,Kise,8,7
J6e,Asahisho,Tomozuna,8,7
J6w,Wakanosato,Tagonoura,9,6
J7e,Fujiazuma,Tamanoi,7,8
J7w,Asasekiryu,Takasago,9,6
J8e,Daido,Onomatsu,9,6
J8w,Tamaasuka,Kataonami,8,7
J9e,Kitaharima,Kitanoumi,9,6
J9w,Homasho,Shikoroyama,0,1
J10e,Azumaryu,Tamanoi,6,9
J10w,Tokushinho,Kise,6,9
J11e,Hidenoumi,Kise,7,5
J11w,Daieisho,Oitekaze,6,9
J12e,Kotoeko,Sadogatake,5,10
J12w,Sakigake,Shibatayama,6,9
J13e,Tenkaiho,Onoe,10,5
J13w,Tochihiryu,Kasugano,7,8
J14e,Dewahayate,Dewanoumi,5,8
J14w,Kagayaki,Takadagawa,10,5
Ms1e,Kizenryu,Kise,3,4
Ms1w,Akiseyama,Kise,5,2
Ms2e,Yoshiazuma,Tamanoi,3,4
Ms2w,Wakanoshima,Shibatayama,3,4
Ms3e,Onosho,Onomatsu,5,2
Ms3w,Takatoshi,Takanohana,0,0
Ms4e,Abiko,Oitekaze,3,4
Ms4w,Yamatofuji,Onomatsu,2,5
Ms5e,Kyokutaisei,Tomozuna,3,4
Ms5w,Masunoyama,Chiganoura,4,3
Ms6e,Keitenkai,Onomatsu,4,3
Ms6w,Masunoumi,Chiganoura,2,5
Ms7e,Kawabata,Oitekaze,3,4
Ms7w,Horyuyama,Tamanoi,2,5
Ms8e,Chiyonokuni,Kokonoe,0,0
Ms8w,Dairaido,Takadagawa,1,6
Ms9e,Terutsuyoshi,Isegahama,2,5
Ms9w,Kawanari,Oguruma,6,1
Ms10e,Ishiura,Miyagino,4,3
Ms10w,Sasanoyama,Kise,5,2
Ms11e,Horikiri,Shikoroyama,6,1
Ms11w,Chiyoshoma,Kokonoe,3,4
Ms12e,Akua,Tatsunami,4,3
Ms12w,Kairyu,Dewanoumi,4,3
Ms13e,Kotokobai,Sadogatake,1,6
Ms13w,Meisei,Tatsunami,3,4
Ms14e,Irie,Tamanoi,5,2
Ms14w,Gochozan,Minezaki,4,3
Ms15e,Higonojo,Kise,2,5
Ms15w,Nishikigi,Isenoumi,5,2
Ms16e,Mitoyutaka,Nishikido,3,4
Ms16w,Rikishin,Tatsunami,2,5
Ms17e,Kotomisen,Sadogatake,5,2
Ms17w,Asabenkei,Takasago,3,4
Ms18e,Ryuonami,Tatsunami,4,3
Ms18w,Ikeru,Onomatsu,2,5
Ms19e,Chiyoarashi,Kokonoe,4,3
Ms19w,Sagatsukasa,Irumagawa,4,3
Ms20e,Haguroho,Tatsunami,3,4
Ms20w,Daishoryu,Oitekaze,4,3
Ms21e,Tochinosato,Kasugano,3,4
Ms21w,Hakuyozan,Takadagawa,5,2
Ms22e,Musashiumi,Fujishima,2,5
Ms22w,Terao,Shikoroyama,3,4
Ms23e,Oiwato,Hakkaku,5,2
Ms23w,Daishoho,Oitekaze,4,3
Ms24e,Masutoo,Chiganoura,3,4
Ms24w,Kaonishiki,Azumazeki,3,4
Ms25e,Matsumoto,Shikoroyama,4,3
Ms25w,Sensho,Shikihide,4,3
Ms26e,Bungonishiki,Dewanoumi,2,5
Ms26w,Hokaho,Miyagino,5,2
Ms27e,Kasugakuni,Kasugayama,3,4
Ms27w,Chiyosakae,Kokonoe,6,1
Ms28e,Akinoyama,Takadagawa,2,5
Ms28w,Aokishin,Kasugano,4,3
Ms29e,Kisenoyama,Kise,3,4
Ms29w,Hitachigo,Fujishima,2,5
Ms30e,Hakunishiki,Kasugayama,4,3
Ms30w,Akinokawa,Takadagawa,5,2
Ms31e,Mizuguchi,Kasugayama,5,2
Ms31w,Takagi,Kise,6,1
Ms32e,Masakaze,Oguruma,4,3
Ms32w,Fujimoto,Onomatsu,1,6
Ms33e,Kotokino,Sadogatake,0,0
Ms33w,Ohara,Shikoroyama,4,3
Ms34e,Notozakura,Onomatsu,1,6
Ms34w,Asakoki,Takasago,3,4
Ms35e,Kihonoumi,Dewanoumi,3,4
Ms35w,Shosei,Sakaigawa,3,4
Ms36e,Koba,Kise,3,4
Ms36w,Daishoiwa,Oitekaze,5,2
Ms37e,Onami,Arashio,5,2
Ms37w,Tamadaiki,Kataonami,4,3
Ms38e,Tokachiumi,Hakkaku,3,4
Ms38w,Tomisakae,Isegahama,2,5
Ms39e,Takakiho,Takanohana,4,3
Ms39w,Nankairiki,Kise,3,4
Ms40e,Aozora,Kasugano,5,2
Ms40w,Dewaotori,Dewanoumi,4,3
Ms41e,Kotodaigo,Sadogatake,4,3
Ms41w,Suzaku,Hakkaku,5,2
Ms42e,Mankajo,Kasugayama,2,5
Ms42w,Hakiai,Kitanoumi,1,6
Ms43e,Tochimaru,Kasugano,6,1
Ms43w,Katsunofuji,Sakaigawa,4,3
Ms44e,Chiyokiryu,Kokonoe,0,0
Ms44w,Takamisato,Azumazeki,2,5
