rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,15,0
O1e,Harumafuji,Isegahama,8,7
O1w,Kotooshu,Sadogatake,10,5
O2e,Baruto,Onoe,9,6
O2w,Kaio,Tomozuna,8,7
S1e,Aran,Mihogaseki,7,8
S1w,Tochiozan,Kasugano,11,4
K1e,Kisenosato,Naruto,7,8
K1w,Kakuryu,Izutsu,9,6
M1e,Tokitenku,Tokitsukaze,2,13
M1w,Wakanosato,Naruto,5,10
M2e,Homasho,Shikoroyama,7,8
M2w,Tochinoshin,Kasugano,9,6
M3e,Kotoshogiku,Sadogatake,9,6
M3w,Kyokutenho,Oshima,4,11
M4e,Tokusegawa,Kiriyama,6,9
M4w,Aminishiki,Isegahama,8,7
M5e,Takamisakari,Azumazeki,4,11
M5w,Hakuba,Michinoku,8,7
M6e,Mokonami,Tatsunami,5,10
M6w,Asasekiryu,Takasago,9,6
M7e,Kitataiki,Kitanoumi,9,6
M7w,Tosayutaka,Tokitsukaze,6,9
M8e,Kokkai,Oitekaze,8,7
M8w,Masatsukasa,Irumagawa,0,0
M9e,Kimurayama,Kasugano,8,7
M9w,Bushuyama,Musashigawa,6,9
M10e,Hokutoriki,Hakkaku,4,9
M10w,Shimotori,Tokitsukaze,8,7
M11e,Kotokasuga,Sadogatake,9,6
M11w,Yoshikaze,Oguruma,11,4
M12e,Koryu,Hanakago,6,9
M12w,Takekaze,Oguruma,12,3
M13e,Kasugao,Kasugayama,6,9
M13w,Sokokurai,Arashio,8,7
M14e,Tochinonada,Kasugano,8,7
M14w,Tamawashi,Kataonami,10,5
M15e,Gagamaru,Kitanoumi,10,5
M15w,Kakizoe,Musashigawa,3,12
M16e,Kyokunankai,Oshima,4,11
M16w,Tosanoumi,Isenoumi,2,13
M17e,Toyozakura,Michinoku,6,9
J1e,Goeido,Sakaigawa,12,3
J1w,Toyonoshima,Tokitsukaze,14,1
J2e,Miyabiyama,Musashigawa,12,3
J2w,Wakatenro,Magaki,7,8
