rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,13,2
O1e,Tochiazuma,Tamanoi,9,6
O1w,Chiyotaikai,Kokonoe,3,6
O2w,Kaio,Tomozuna,10,5
S1e,Hakuho,Miyagino,6,3
S1w,Kotomitsuki,Sadogatake,7,8
K1e,Kotooshu,Sadogatake,12,3
K1w,Miyabiyama,Musashigawa,7,8
M1e,Kakizoe,Musashigawa,7,8
M1w,Kyokushuzan,Oshima,5,10
M2e,Dejima,Musashigawa,7,8
M2w,Wakanosato,Naruto,11,4
M3e,Roho,Otake,3,8
M3w,Futeno,Dewanoumi,10,5
M4e,Tosanoumi,Isenoumi,5,10
M4w,Tamanoshima,Kataonami,5,10
M5e,Hokutoriki,Hakkaku,6,9
M5w,Kyokutenho,Oshima,8,7
M6e,Kokkai,Oitekaze,9,6
M6w,Tochinonada,Kasugano,0,2
M7e,Kotonowaka,Sadogatake,4,11
M7w,Asasekiryu,Takasago,6,7
M8e,Ama,Ajigawa,6,9
M8w,Iwakiyama,Sakaigawa,9,3
M9e,Kotoshogiku,Sadogatake,8,7
M9w,Aminishiki,Ajigawa,9,6
M10e,Kaiho,Hakkaku,8,7
M10w,Jumonji,Michinoku,5,10
M11e,Takekaze,Oguruma,8,7
M11w,Takamisakari,Azumazeki,10,5
M12e,Tokitenku,Tokitsukaze,9,6
M12w,Tochisakae,Kasugano,7,8
M13e,Tamakasuga,Kataonami,0,3
M13w,Katayama,Onomatsu,4,11
M14e,Tamaasuka,Kataonami,9,6
M14w,Hakurozan,Hatachiyama,8,7
M15e,Buyuzan,Musashigawa,4,11
M15w,Kisenosato,Naruto,7,8
M16e,Toyonoshima,Tokitsukaze,6,9
M16w,Toyozakura,Michinoku,9,6
M17e,Ishide,Hanaregoma,9,6
M17w,Takanowaka,Naruto,8,7
J1e,Senshuyama,Takasago,6,9
J1w,Otsukasa,Irumagawa,4,11
J2e,Toki,Takasago,6,9
J2w,Tochinohana,Kasugano,7,8
J3e,Daishodai,Oitekaze,6,9
J3w,Tokitsuumi,Tokitsukaze,11,4
J4e,Shimotori,Tokitsukaze,9,6
J4w,Kitazakura,Kitanoumi,7,8
J5e,Wakatoba,Oguruma,10,5
J5w,Kasugao,Kasugayama,10,5
J6e,Hayateumi,Oitekaze,0,0
J6w,Wakanoyama,Musashigawa,3,12
J7e,Harunoyama,Matsugane,10,5
J7w,Daimanazuru,Asahiyama,8,7
J8e,Kasuganishiki,Kasugano,9,6
J8w,Kotokasuga,Sadogatake,6,9
J9e,Asofuji,Ajigawa,7,8
J9w,Ushiomaru,Azumazeki,9,6
J10e,Kobo,Miyagino,9,6
J10w,Kinkaiyama,Dewanoumi,5,10
J11e,Takanotsuru,Naruto,7,8
J11w,Yotsukasa,Irumagawa,6,9
J12e,Kyokunankai,Oshima,8,7
J12w,Kanbayashi,Hakkaku,8,7
J13e,Chiyotenzan,Kokonoe,6,9
J13w,Yoshikaze,Oguruma,10,4
J14e,Chiyohakuho,Kokonoe,6,9
J14w,Sumanofuji,Nakamura,4,11
Ms1e,Shiraishi,Mihogaseki,4,3
Ms1w,Maikaze,Oguruma,3,4
Ms2e,Raiko,Hakkaku,5,2
Ms2w,Tamamitsukuni,Kataonami,3,4
Ms3e,Kaido,Tomozuna,1,6
Ms3w,Masatsukasa,Irumagawa,6,1
Ms4e,Gojoro,Magaki,2,3
Ms4w,Dairaido,Takadagawa,4,3
Ms5e,Ryuho,Michinoku,5,2
Ms5w,Hakiai,Kitanoumi,1,6
Ms6e,Hokutojo,Hakkaku,3,4
Ms6w,Baruto,Mihogaseki,5,2
Ms7e,Asahimaru,Takasago,3,4
Ms7w,Kakuryu,Izutsu,4,3
Ms8e,Homasho,Shikoroyama,4,3
Ms8w,Komanofuji,Hanaregoma,2,5
Ms9e,Hochiyama,Sakaigawa,6,1
Ms9w,Dewanosato,Dewanoumi,3,4
Ms10e,Bushuyama,Musashigawa,3,4
Ms10w,Daishoma,Oitekaze,5,2
Ms11e,Masutsuyoshi,Mihogaseki,2,5
Ms11w,Musashiryu,Musashigawa,4,3
Ms12e,Wakainami,Tatsunami,5,2
Ms12w,Hoshizakura,Hakkaku,2,6
Ms13e,Ryuo,Miyagino,3,4
Ms13w,Dewaotori,Dewanoumi,4,3
Ms14e,Yoshiazuma,Tamanoi,3,4
