rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,14,1
O1e,Kotooshu,Sadogatake,9,6
O1w,Tochiazuma,Tamanoi,5,10
O2e,Kaio,Tomozuna,8,7
O2w,Chiyotaikai,Kokonoe,10,5
O3w,Hakuho,Miyagino,10,5
S1e,Kotomitsuki,Sadogatake,8,7
S1w,Miyabiyama,Musashigawa,5,10
K1e,Kisenosato,Naruto,7,8
K1w,Roho,Otake,3,12
M1e,Kotoshogiku,Sadogatake,9,6
M1w,Dejima,Musashigawa,4,11
M2e,Tokitenku,Tokitsukaze,8,7
M2w,Aminishiki,Ajigawa,4,11
M3e,Kyokutenho,Oshima,8,7
M3w,Baruto,Onoe,2,2
M4e,Ama,Ajigawa,10,5
M4w,Homasho,Shikoroyama,7,8
M5e,Takamisakari,Azumazeki,7,8
M5w,Kokkai,Oitekaze,7,8
M6e,Asasekiryu,Takasago,10,5
M6w,Tochinonada,Kasugano,6,9
M7e,Kasugao,Kasugayama,8,7
M7w,Futeno,Dewanoumi,8,7
M8e,Kakuryu,Izutsu,6,9
M8w,Takekaze,Oguruma,8,7
M9e,Kakizoe,Musashigawa,8,7
M9w,Toyonoshima,Tokitsukaze,12,3
M10e,Iwakiyama,Sakaigawa,7,8
M10w,Jumonji,Michinoku,4,11
M11e,Tamakasuga,Kataonami,9,6
M11w,Tochinohana,Kasugano,5,10
M12e,Toyozakura,Michinoku,3,12
M12w,Tokitsuumi,Tokitsukaze,8,7
M13e,Kasuganishiki,Kasugano,9,6
M13w,Yoshikaze,Oguruma,8,7
M14e,Tamanoshima,Kataonami,10,5
M14w,Hakurozan,Kitanoumi,8,7
M15e,Asofuji,Ajigawa,4,11
M15w,Ushiomaru,Azumazeki,9,6
M16e,Tosanoumi,Isenoumi,8,7
M16w,Otsukasa,Irumagawa,7,8
J1e,Hokutoriki,Hakkaku,6,9
J1w,Kitazakura,Kitanoumi,6,9
J2e,Katayama,Onomatsu,6,9
J2w,Tochiozan,Kasugano,10,5
J3e,Satoyama,Onoe,7,8
J3w,Shimotori,Tokitsukaze,10,5
J4e,Hochiyama,Sakaigawa,8,7
J4w,Wakanosato,Naruto,9,6
J5e,Tamarikido,Kataonami,4,11
J5w,Ryuho,Michinoku,7,8
J6e,Takanowaka,Naruto,8,7
J6w,Kaiho,Hakkaku,9,6
J7e,Ryuo,Miyagino,8,7
J7w,Masatsukasa,Irumagawa,8,7
J8e,Tochisakae,Kasugano,8,7
J8w,Kyokunankai,Oshima,6,9
J9e,Shunketsu,Hanaregoma,8,7
J9w,Sumanofuji,Nakamura,2,5
J10e,Wakatoba,Oguruma,1,4
J10w,Goeido,Sakaigawa,8,7
J11e,Hakuba,Michinoku,8,7
