rank,rikishi,heya,w,l
Y1e,Takanohana,Futagoyama,12,3
Y1w,Wakanohana,Futagoyama,9,6
Y2e,Akebono,Azumazeki,0,0
O1e,Musashimaru,Musashigawa,11,4
O1w,Takanonami,Futagoyama,8,7
S1e,Chiyotaikai,Kokonoe,10,5
S1w,Takatoriki,Futagoyama,5,10
K1e,Musoyama,Musashigawa,9,6
K1w,Dejima,Musashigawa,9,6
K2w,Kotonowaka,Sadogatake,10,5
M1e,Tochiazuma,Tamanoi,10,5
M1w,Kaio,Tomozuna,8,7
M2e,Higonoumi,Mihogaseki,4,11
M2w,Kaiho,Hakkaku,3,12
M3e,Tochinowaka,Kasugano,5,10
M3w,Ganyu,Kitanoumi,3,12
M4e,Toki,Takasago,7,8
M4w,Tamakasuga,Kataonami,8,7
M5e,Hamanoshima,Mihogaseki,3,12
M5w,Akinoshima,Futagoyama,8,7
M6e,Wakanosato,Naruto,7,7
M6w,Tochinonada,Kasugano,6,9
M7e,Aogiyama,Tokitsukaze,8,7
M7w,Shikishima,Tatsutagawa,7,8
M8e,Wakanojo,Magaki,6,9
M8w,Oginishiki,Dewanoumi,6,9
M9e,Tosanoumi,Isenoumi,12,3
M9w,Minatofuji,Minato,8,7
M10e,Asahiyutaka,Oshima,6,9
M10w,Asanosho,Wakamatsu,6,9
M11e,Kotoryu,Sadogatake,8,7
M11w,Terao,Izutsu,8,7
M12e,Kyokushuzan,Oshima,8,7
M12w,Kotonishiki,Sadogatake,14,1
M13e,Tokitsuumi,Tokitsukaze,9,6
M13w,Gojoro,Magaki,8,7
M14e,Akinoshu,Izutsu,4,11
M14w,Mitoizumi,Takasago,8,7
M15e,Asanowaka,Wakamatsu,6,9
M15w,Oikari,Isenoumi,5,10
J1e,Kinkaiyama,Dewanoumi,8,7
J1w,Mainoumi,Dewanoumi,3,12
J2e,Chiyotenzan,Kokonoe,9,6
J2w,Kyokutenho,Oshima,6,9
J3e,Ohinode,Tatsunami,8,7
J3w,Kotoinazuma,Sadogatake,6,9
J4e,Tomonohana,Tatsunami,8,7
J4w,Daishoho,Tatsunami,5,10
J5e,Dewaarashi,Dewanoumi,9,6
J5w,Zenshinyama,Takadagawa,8,7
J6e,Wakahayato,Miyagino,7,8
J6w,Daizen,Nishonoseki,7,8
J7e,Daishi,Oshiogawa,8,7
J7w,Yotsukasa,Irumagawa,7,8
J8e,Toyonoumi,Futagoyama,8,7
J8w,Otsukasa,Irumagawa,6,9
J9e,Tokitsunada,Tokitsukaze,9,6
J9w,Kitakachidoki,Isenoumi,8,7
J10e,Kitazakura,Kitanoumi,6,9
J10w,Hoshitango,Michinoku,8,7
J11e,Dewataira,Dewanoumi,6,9
J11w,Miyabiyama,Musashigawa,12,3
J12e,Tochinoiwa,Kasugano,0,0
J12w,Susanoumi,Kitanoumi,8,7
J13e,Hokutohikari,Hakkaku,6,9
J13w,Wakanoyama,Musashigawa,11,4
Ms1e,Kushimaumi,Dewanoumi,0,0
Ms1w,Toyozakura,Tatsutagawa,2,3
Ms2e,Futatsukuba,Tatsunami,4,3
Ms2w,Kobo,Miyagino,5,2
Ms3e,Yachi,Kasugano,5,2
Ms3w,Gokenzan,Futagoyama,0,2
Ms4e,Daikiyama,Mihogaseki,3,4
Ms4w,Tamarikido,Kataonami,2,5
Ms5e,Hoshiandesu,Michinoku,2,5
Ms5w,Saito,Oitekaze,6,1
Ms6e,Daihisho,Asahiyama,4,3
Ms6w,Tamanonada,Kataonami,3,4
Ms7e,Towanoyama,Dewanoumi,3,4
Ms7w,Tominagayama,Musashigawa,4,3
Ms8e,Kaishinzan,Tomozuna,3,4
Ms8w,Tochifudo,Kasugano,2,5
Ms9e,Tochinoyama,Kasugano,4,3
Ms9w,Kaigatake,Tatsutagawa,5,2
Ms10e,Kasuganishiki,Kasugano,0,0
Ms10w,Ominato,Minato,4,3
Ms11e,Aranonami,Musashigawa,2,5
Ms11w,Wakaazuma,Tamanoi,2,5
Ms12e,Masutsuyoshi,Mihogaseki,4,3
Ms12w,Kyokubenten,Oshima,3,4
Ms13e,Tochinofuji,Kasugano,6,1
Ms13w,Yutakafuji,Tokitsukaze,3,4
Ms14e,Tamanokuni,Kataonami,4,3
