rank,rikishi,heya,w,l
Y1e,Hokutoumi,Kokonoe,13,2
Y1w,Asahifuji,Oshima,11,4
Y2eHD,Onokuni,Hanaregoma,12,3
Y2wHD,Chiyonofuji,Kokonoe,0,0
O1e,Kirishima,Izutsu,5,10
O1w,Konishiki,Takasago,9,6
S1e,Kotonishiki,Sadogatake,9,6
S1w,Tochinowaka,Kasugano,6,9
K1e,Akebono,Azumazeki,8,7
K1w,Terao,Izutsu,8,7
M1e,Kushimaumi,Dewanoumi,5,10
M1w,Takatoriki,Fujishima,9,6
M2e,Wakasegawa,Isegahama,5,10
M2w,Takanofuji,Kokonoe,1,14
M3e,Kyokudozan,Oshima,5,10
M3w,Akinoshima,Fujishima,8,7
M4e,Hananokuni,Hanaregoma,6,9
M4w,Enazakura,Oshiogawa,4,11
M5e,Misugisato,Futagoyama,8,7
M5w,Ozutsu,Taiho,6,9
M6e,Kototsubaki,Sadogatake,7,8
M6w,Tomoefuji,Kokonoe,5,10
M7e,Kotogaume,Sadogatake,8,7
M7w,Jingaku,Izutsu,8,7
M8e,Daijuyama,Futagoyama,6,9
M8w,Daishoyama,Tatsunami,8,7
M9e,Itai,Onaruto,8,7
M9w,Sakahoko,Izutsu,8,7
M10e,Kotofuji,Sadogatake,8,7
M10w,Kitakachidoki,Isenoumi,7,8
M11e,Kirinishiki,Kagamiyama,8,7
M11w,Takamisugi,Futagoyama,9,6
M12e,Wakahanada,Fujishima,9,6
M12w,Kasugafuji,Ajigawa,8,7
M13e,Takahanada,Fujishima,12,3
M13w,Mitoizumi,Takasago,8,7
M14e,Oginohana,Dewanoumi,10,5
M14w,Kotonowaka,Sadogatake,9,6
M15e,Toyonoumi,Fujishima,10,5
M15w,Tsunenoyama,Dewanoumi,3,12
J1e,Ryogoku,Dewanoumi,9,6
J1w,Tochitsukasa,Kasugano,9,6
J2e,Tamaryu,Kataonami,7,8
J2w,Asahisato,Oshima,8,7
J3e,Kotoinazuma,Sadogatake,0,0
J3w,Tagaryu,Kagamiyama,5,10
J4e,Yoshinobori,Kumagatani,6,9
J4w,Daikiko,Musashigawa,7,8
J5e,Goken,Takasago,0,6
J5w,Owakamatsu,Taiho,8,7
J6e,Daishoho,Tatsunami,10,5
J6w,Sasshunada,Izutsu,7,8
J7e,Tamakairiki,Kataonami,7,8
J7w,Daizen,Nishonoseki,8,7
J8e,Daigaku,Tokitsukaze,8,7
J8w,Saganobori,Oshiogawa,2,13
J9e,Kumao,Takasago,6,7
J9w,Kyokugozan,Oshima,11,4
J10e,Kotohakusan,Sadogatake,7,8
J10w,Naminohana,Futagoyama,6,9
J11e,Ryugahama,Tokitsukaze,6,9
J11w,Kiraiho,Takadagawa,10,5
J12e,Kenko,Takadagawa,5,10
J12w,Mainoumi,Dewanoumi,9,6
J13e,Takanonami,Fujishima,9,6
J13w,Seifuriki,Oshiogawa,5,10
Ms1e,Hitachiryu,Oshiogawa,4,3
Ms1w,Zenshinyama,Takadagawa,3,4
Ms2e,Tokitsunada,Tokitsukaze,2,5
Ms2w,Tatsuhikari,Tatsunami,7,0
Ms3e,Tochitenko,Kasugano,3,4
Ms3w,Babaguchi,Futagoyama,5,2
Ms4e,Komafudo,Hanaregoma,5,2
Ms4w,Musashimaru,Musashigawa,4,3
Ms5e,Takamio,Azumazeki,1,6
Ms5w,Nishida,Isenoumi,3,4
