rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,13,2
O1e,Kaio,Tomozuna,0,4
O1w,Tochiazuma,Tamanoi,10,5
O2w,Chiyotaikai,Kokonoe,10,5
S1e,Kotooshu,Sadogatake,13,2
S1w,Wakanosato,Naruto,4,3
K1e,Kotomitsuki,Sadogatake,9,6
K1w,Futeno,Dewanoumi,5,10
M1e,Miyabiyama,Musashigawa,6,9
M1w,Hakuho,Miyagino,9,6
M2e,Kakizoe,Musashigawa,7,8
M2w,Kokkai,Oitekaze,5,10
M3e,Dejima,Musashigawa,7,8
M3w,Kyokutenho,Oshima,10,5
M4e,Iwakiyama,Sakaigawa,7,8
M4w,Kyokushuzan,Oshima,4,11
M5e,Takamisakari,Azumazeki,5,10
M5w,Aminishiki,Ajigawa,7,8
M6e,Kotoshogiku,Sadogatake,7,8
M6w,Tokitenku,Tokitsukaze,7,8
M7e,Hokutoriki,Hakkaku,8,7
M7w,Kaiho,Hakkaku,0,0
M8e,Tosanoumi,Isenoumi,6,9
M8w,Tamanoshima,Kataonami,11,4
M9e,Takekaze,Oguruma,7,8
M9w,Tamaasuka,Kataonami,4,11
M10e,Asasekiryu,Takasago,6,2
M10w,Roho,Otake,8,7
M11e,Ama,Ajigawa,9,6
M11w,Toyozakura,Michinoku,4,11
M12e,Hakurozan,Hatachiyama,7,8
M12w,Ishide,Hanaregoma,7,8
M13e,Kotonowaka,Sadogatake,8,7
M13w,Tochisakae,Kasugano,5,10
M14e,Jumonji,Michinoku,6,9
M14w,Tokitsuumi,Tokitsukaze,4,11
M15e,Takanowaka,Naruto,9,6
M15w,Wakatoba,Oguruma,8,7
M16e,Kasugao,Kasugayama,7,8
M16w,Kisenosato,Naruto,12,3
M17e,Tochinonada,Kasugano,7,8
M17w,Shimotori,Tokitsukaze,8,7
J1e,Harunoyama,Matsugane,5,10
J1w,Toyonoshima,Tokitsukaze,14,1
J2e,Katayama,Onomatsu,8,7
J2w,Kasuganishiki,Kasugano,9,6
J3e,Buyuzan,Musashigawa,6,9
J3w,Tochinohana,Kasugano,10,5
J4e,Senshuyama,Takasago,7,8
J4w,Ushiomaru,Azumazeki,6,9
J5e,Toki,Takasago,3,12
J5w,Daimanazuru,Asahiyama,6,9
J6e,Kitazakura,Kitanoumi,9,6
J6w,Kobo,Miyagino,6,9
J7e,Daishodai,Oitekaze,9,6
J7w,Yoshikaze,Oguruma,8,7
J8e,Otsukasa,Irumagawa,6,9
J8w,Tamakasuga,Kataonami,11,4
J9e,Kyokunankai,Oshima,7,8
J9w,Kanbayashi,Hakkaku,6,9
J10e,Asofuji,Ajigawa,7,8
J10w,Kotokasuga,Sadogatake,5,10
J11e,Masatsukasa,Irumagawa,7,8
J11w,Raiko,Hakkaku,3,12
J12e,Takanotsuru,Naruto,7,8
J12w,Shiraishi,Mihogaseki,8,7
J13e,Ryuho,Michinoku,7,8
J13w,Yotsukasa,Irumagawa,7,8
J14e,Dairaido,Takadagawa,9,6
J14w,Baruto,Mihogaseki,12,3
Ms1e,Wakanoyama,Musashigawa,0,0
Ms1w,Kinkaiyama,Dewanoumi,3,4
Ms2e,Chiyotenzan,Kokonoe,5,2
Ms2w,Chiyohakuho,Kokonoe,2,5
Ms3e,Hochiyama,Sakaigawa,4,3
Ms3w,Nakao,Matsugane,3,4
Ms4e,Maikaze,Oguruma,1,6
Ms4w,Daishoma,Oitekaze,3,4
Ms5e,Kakuryu,Izutsu,5,2
Ms5w,Hayateumi,Oitekaze,3,4
Ms6e,Tamamitsukuni,Kataonami,4,3
Ms6w,Takamifuji,Azumazeki,5,2
Ms7e,Homasho,Shikoroyama,5,2
Ms7w,Sumanofuji,Nakamura,4,3
Ms8e,Wakainami,Tatsunami,3,4
Ms8w,Mokonami,Tatsunami,6,1
Ms9e,Hokutojo,Hakkaku,1,6
Ms9w,Musashiryu,Musashigawa,2,5
Ms10e,Oga,Takasago,4,3
Ms10w,Dewaotori,Dewanoumi,3,4
Ms11e,Asahimaru,Takasago,2,5
Ms11w,Surugatsukasa,Irumagawa,3,4
Ms12e,Kitataiki,Kitanoumi,2,5
Ms12w,Satoyama,Mihogaseki,6,1
Ms13e,Hokutoiwa,Hakkaku,5,2
Ms13w,Dewanosato,Dewanoumi,2,5
Ms14e,Nodera,Matsugane,4,3
Ms14w,Bushuyama,Musashigawa,3,4
Ms15e,Dewanofuji,Dewanoumi,2,5
Ms15w,Gojoro,Magaki,0,0
Ms16e,Isobe,Irumagawa,4,3
Ms16w,Nishikikaze,Oguruma,4,3
Ms17e,Ryuo,Miyagino,4,3
Ms17w,Takanoyama,Naruto,4,3
Ms18e,Tenichi,Kitanoumi,3,4
Ms18w,Kimurayama,Kasugano,3,4
Ms19e,Yoshiazuma,Tamanoi,5,2
Ms19w,Tochitenko,Kasugano,3,4
Ms20e,Kakureizan,Izutsu,4,3
Ms20w,Komanofuji,Hanaregoma,4,3
Ms21e,Hamanishiki,Oitekaze,3,4
Ms21w,Fukuzono,Izutsu,5,2
Ms22e,Kaido,Tomozuna,2,5
Ms22w,Kaonishiki,Azumazeki,3,4
Ms23e,Masutsuyoshi,Mihogaseki,5,2
Ms23w,Matsumidori,Onomatsu,3,4
Ms24e,Yutakamaru,Tatsunami,4,3
Ms24w,Hoshizakura,Hakkaku,2,5
Ms25e,Hakiai,Kitanoumi,1,3
Ms25w,Kotokuni,Sadogatake,1,6
Ms26e,Yotsuguruma,Isenoumi,4,3
Ms26w,Koryu,Hanakago,6,1
Ms27e,Kotokanyu,Sadogatake,6,1
Ms27w,Takakoyama,Naruto,5,2
Ms28e,Fukkoyama,Dewanoumi,3,4
Ms28w,Hananosato,Takasago,3,4
Ms29e,Omiryu,Hanaregoma,4,3
Ms29w,Hoshikaze,Oguruma,3,4
Ms30e,Tamarikido,Kataonami,6,1
Ms30w,Toyonokuni,Tokitsukaze,3,4
Ms31e,Musashifuji,Musashigawa,0,7
Ms31w,Sotenzan,Tokitsukaze,5,2
Ms32e,Terukaze,Oguruma,2,5
Ms32w,Kirinowaka,Michinoku,4,3
Ms33e,Saita,Hanaregoma,2,5
Ms33w,Daisogen,Shikihide,5,2
Ms34e,Arawashi,Araiso,4,3
Ms34w,Asahibenten,Oshima,4,3
Ms35e,Ichinotani,Nakamura,3,4
Ms35w,Kirinoumi,Michinoku,2,5
Ms36e,Hoshihikari,Hakkaku,5,2
Ms36w,Rikiryu,Hanakago,5,2
Ms37e,Ryugi,Hanaregoma,3,4
Ms37w,Sawai,Sakaigawa,4,3
Ms38e,Tatsuyutaka,Tatsunami,3,4
Ms38w,Kakuo,Izutsu,4,3
Ms39e,Kotohikari,Sadogatake,4,3
Ms39w,Munakata,Kasugano,2,5
Ms40e,Miyamoto,Musashigawa,3,4
Ms40w,Nakanokuni,Minato,4,3
Ms41e,Aogifuji,Ajigawa,2,5
Ms41w,Enatsukasa,Irumagawa,3,4
Ms42e,Wakakirin,Oguruma,7,0
Ms42w,Daitensho,Takashima,4,3
Ms43e,Chiyonohana,Kokonoe,2,5
Ms43w,Wakatenro,Magaki,4,3
Ms44e,Yakigaya,Onomatsu,3,4
Ms44w,Fujinokaze,Oguruma,2,5
Ms45e,Omusashi,Musashigawa,5,2
Ms45w,Kainowaka,Tomozuna,4,3
Ms46e,Toshinyama,Tamanoi,4,3
Ms46w,Hakuba,Michinoku,3,4
Ms47e,Fujitsukasa,Irumagawa,5,2
Ms47w,Shibuya,Tamanoi,5,2
Ms48e,Fudoyama,Takashima,2,5
Ms48w,Yamasaki,Musashigawa,0,0
Ms49e,Shironishiki,Sakaigawa,4,3
Ms49w,Nakano,Musashigawa,1,6
Ms50e,Niioka,Oguruma,2,5
Ms50w,Kagaya,Kasugano,5,2
Ms51e,Gokenzan,Takanohana,3,4
Ms51w,Fujiryu,Onomatsu,3,4
Ms52e,Kyokuryudake,Oshima,3,4
Ms52w,Kyokushoten,Oshima,1,6
Ms53e,Amuru,Onomatsu,3,4
Ms53w,Kasugakuni,Kasugayama,5,2
Ms54e,Furuichi,Onomatsu,6,1
Ms54w,Sadanishiki,Dewanoumi,3,4
Ms55e,Asatofuji,Ajigawa,1,6
Ms55w,Daishochi,Shibatayama,0,0
Ms56e,Satsukiumi,Sakaigawa,3,4
Ms56w,Tamao,Kataonami,3,4
Ms57e,Asanotosa,Takasago,4,3
Ms57w,Mitanoyama,Takadagawa,2,5
Ms58e,Kyokutenzan,Oshima,4,3
Ms58w,Katsunofuji,Sakaigawa,4,3
Ms59e,Sugita,Kitanoumi,5,2
Ms59w,Koriyama,Mihogaseki,6,1
Ms60e,Teruazuma,Tamanoi,4,3
Ms60w,Daiyuchi,Shibatayama,4,3
Sd1e,Tamaryoma,Kataonami,1,6
Sd1w,Takanofuji,Naruto,2,5
Sd2e,Maenowaka,Takadagawa,4,3
Sd2w,Shishio,Hakkaku,3,4
Sd3e,Satsumanishiki,Matsugane,5,2
Sd3w,Sokokurai,Arashio,3,4
Sd4e,Ryuyo,Kitanoumi,0,0
Sd4w,Wakasuruga,Onomatsu,5,2
Sd5e,Akiyama,Minezaki,3,4
Sd5w,Ryukai,Naruto,2,5
Sd6e,Kazafuzan,Nishikido,4,3
Sd6w,Tochinoyama,Chiganoura,4,3
Sd7e,Yoshio,Tatsunami,7,0
Sd7w,Minaminoshima,Musashigawa,4,3
Sd8e,Kiozan,Oguruma,2,5
Sd8w,Tamawashi,Kataonami,5,2
Sd9e,Mizuguchi,Kasugayama,3,4
Sd9w,Keno,Onomatsu,3,4
Sd10e,Futasegawa,Kiriyama,2,5
Sd10w,Kotoyutaka,Sadogatake,4,3
Sd11e,Wakakasuga,Kasugayama,3,4
Sd11w,Chokozan,Shikihide,3,4
Sd12e,Saito,Onomatsu,1,6
Sd12w,Kimenryu,Takasago,4,3
Sd13e,Tachigami,Mihogaseki,5,2
Sd13w,Kotonomine,Sadogatake,4,3
Sd14e,Yoshinoryu,Dewanoumi,4,3
Sd14w,Tokihikari,Kise,4,3
Sd15e,Sadanoshima,Sakaigawa,6,1
Sd15w,Shimada,Kitanoumi,2,5
Sd16e,Teruyama,Shikihide,3,4
Sd16w,Wakaryusei,Hanaregoma,3,4
