rank,rikishi,heya,w,l
O1e,Akebono,Azumazeki,0,0
O1w,Konishiki,Takasago,10,5
O2eHD,Kirishima,Izutsu,11,4
S1e,Akinoshima,Fujishima,10,5
S1w,Kotonishiki,Sadogatake,6,9
K1e,Musashimaru,Musashigawa,11,4
K1w,Misugisato,Futagoyama,8,7
K2eHD,Takahanada,Fujishima,8,7
K2wHD,Tomoefuji,Kokonoe,0,2
M1e,Wakahanada,Fujishima,4,9
M1w,Mitoizumi,Takasago,13,2
M2e,Kyokudozan,Oshima,9,6
M2w,Daishoho,Tatsunami,5,10
M3e,Kushimaumi,Dewanoumi,6,9
M3w,Kototsubaki,Sadogatake,5,5
M4e,Kiraiho,Takadagawa,7,8
M4w,Toyonoumi,Fujishima,8,7
M5e,Tochinowaka,Kasugano,5,10
M5w,Takamisugi,Futagoyama,7,8
M6e,Daishoyama,Tatsunami,8,7
M6w,Tatsuhikari,Tatsunami,4,11
M7e,Kotofuji,Sadogatake,8,7
M7w,Kitakachidoki,Isenoumi,7,8
M8e,Takatoriki,Fujishima,9,6
M8w,Oginohana,Dewanoumi,8,5
M9e,Ryogoku,Dewanoumi,6,5
M9w,Wakanoyama,Musashigawa,6,9
M10e,Kotonowaka,Sadogatake,8,7
M10w,Kirinishiki,Kagamiyama,8,7
M11e,Mainoumi,Dewanoumi,8,7
M11w,Tokitsunada,Tokitsukaze,8,7
M12e,Tsunenoyama,Dewanoumi,4,11
M12w,Takanonami,Fujishima,9,6
M13e,Terao,Izutsu,9,6
M13w,Enazakura,Oshiogawa,4,11
M14e,Daizen,Nishonoseki,7,8
M14w,Kenko,Takadagawa,3,12
M15e,Kotogaume,Sadogatake,8,7
M15w,Tachihikari,Tomozuna,7,8
M16e,Hananokuni,Hanaregoma,6,9
J1e,Tamakairiki,Kataonami,9,6
J1w,Wakashoyo,Futagoyama,11,4
J2e,Zenshinyama,Takadagawa,5,10
J2w,Daigaku,Tokitsukaze,3,3
J3e,Asahisato,Oshima,8,7
J3w,Kasugafuji,Ajigawa,8,7
J4e,Aogiyama,Tokitsukaze,8,7
J4w,Naminohana,Futagoyama,10,5
J5e,Sakahoko,Izutsu,5,10
J5w,Kumao,Takasago,7,8
J6e,Kotoinazuma,Sadogatake,11,4
J6w,Kyokugozan,Oshima,8,7
J7e,Wakasegawa,Isegahama,2,13
J7w,Saganobori,Oshiogawa,6,9
J8e,Yutakafuji,Tokitsukaze,5,10
J8w,Kaio,Tomozuna,9,6
J9e,Hitachiryu,Oshiogawa,7,8
J9w,Oginishiki,Dewanoumi,7,8
J10e,Minatofuji,Minato,8,7
J10w,Higonoumi,Mihogaseki,8,7
J11e,Sasshunada,Izutsu,4,11
