rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,13,2
Y1w,Harumafuji,Isegahama,10,5
Y2e,Kakuryu,Izutsu,11,4
O1e,Kisenosato,Tagonoura,9,6
O1w,Kotoshogiku,Sadogatake,12,3
S1e,Goeido,Sakaigawa,12,3
S1w,Tochiozan,Kasugano,2,6
K1e,Aminishiki,Isegahama,3,12
K1w,Aoiyama,Kasugano,6,9
M1e,Ikioi,Isenoumi,5,10
M1w,Shohozan,Matsugane,4,11
M2e,Homasho,Shikoroyama,1,5
M2w,Yoshikaze,Oguruma,7,8
M3e,Kaisei,Tomozuna,5,10
M3w,Osunaarashi,Otake,7,8
M4e,Tamawashi,Kataonami,3,12
M4w,Takekaze,Oguruma,9,6
M5e,Chiyootori,Kokonoe,6,9
M5w,Endo,Oitekaze,8,7
M6e,Terunofuji,Isegahama,9,6
M6w,Myogiryu,Sakaigawa,11,4
M7e,Tochinowaka,Kasugano,5,10
M7w,Jokoryu,Kise,10,5
M8e,Chiyotairyu,Kokonoe,10,5
M8w,Toyohibiki,Sakaigawa,8,7
M9e,Takarafuji,Isegahama,9,6
M9w,Kitataiki,Kitanoumi,6,9
M10e,Tokushoryu,Kise,4,11
M10w,Toyonoshima,Tokitsukaze,10,5
M11e,Sadanoumi,Sakaigawa,6,9
M11w,Takayasu,Tagonoura,11,4
M12e,Kyokutenho,Tomozuna,6,9
M12w,Kyokushuho,Tomozuna,6,9
M13e,Okinoumi,Hakkaku,6,8
M13w,Sokokurai,Arashio,7,8
M14e,Kagamio,Kagamiyama,6,9
M14w,Azumaryu,Tamanoi,7,8
M15e,Gagamaru,Kise,5,10
M15w,Tokitenku,Tokitsukaze,7,8
M16e,Wakanosato,Tagonoura,5,10
M16w,Chiyomaru,Kokonoe,8,7
M17e,Arawashi,Minezaki,10,5
J1e,Sotairyu,Tokitsukaze,7,8
J1w,Sadanofuji,Sakaigawa,9,6
J2e,Masunoyama,Chiganoura,5,10
J2w,Tamaasuka,Kataonami,6,9
J3e,Takanoiwa,Takanohana,12,3
J3w,Ichinojo,Minato,13,2
J4e,Shotenro,Fujishima,8,7
J4w,Homarefuji,Isegahama,9,6
J5e,Seiro,Shikoroyama,5,10
J5w,Kotoyuki,Sadogatake,8,7
J6e,Amuru,Onomatsu,10,5
J6w,Asasekiryu,Takasago,7,8
J7e,Tokushinho,Kise,7,8
J7w,Chiyoo,Kokonoe,7,8
J8e,Asahisho,Tomozuna,6,9
J8w,Tosayutaka,Tokitsukaze,11,4
J9e,Satoyama,Onoe,7,8
J9w,Fujiazuma,Tamanoi,8,7
J10e,Daido,Onomatsu,6,9
J10w,Tenkaiho,Onoe,5,10
J11e,Akiseyama,Kise,6,9
J11w,Chiyonokuni,Kokonoe,6,9
J12e,Tochinoshin,Kasugano,13,2
J12w,Daieisho,Oitekaze,8,7
J13e,Wakanoshima,Shibatayama,4,11
J13w,Kyokutaisei,Tomozuna,7,8
J14e,Kizenryu,Kise,4,11
J14w,Tochihiryu,Kasugano,7,8
Ms1e,Sakigake,Shibatayama,6,1
Ms1w,Horyuyama,Tamanoi,3,4
