rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,12,3
Y1w,Asashoryu,Takasago,0,0
O1e,Kotomitsuki,Sadogatake,10,5
O1w,Chiyotaikai,Kokonoe,11,4
O2e,Kotooshu,Sadogatake,2,5
O2w,Kaio,Tomozuna,9,6
S1e,Aminishiki,Ajigawa,8,7
S1w,Asasekiryu,Takasago,3,12
K1e,Ama,Ajigawa,10,5
K1w,Kotoshogiku,Sadogatake,9,6
M1e,Homasho,Shikoroyama,3,12
M1w,Miyabiyama,Musashigawa,7,8
M2e,Kisenosato,Naruto,9,6
M2w,Dejima,Musashigawa,10,5
M3e,Kakuryu,Izutsu,4,11
M3w,Tokitenku,Tokitsukaze,9,6
M4e,Toyonoshima,Tokitsukaze,9,6
M4w,Kyokutenho,Oshima,4,11
M5e,Takekaze,Oguruma,6,9
M5w,Kasugao,Kasugayama,4,11
M6e,Tamanoshima,Kataonami,4,11
M6w,Goeido,Sakaigawa,8,7
M7e,Toyohibiki,Sakaigawa,7,8
M7w,Tochinonada,Kasugano,8,7
M8e,Wakanosato,Naruto,8,7
M8w,Takamisakari,Azumazeki,5,5
M9e,Tamakasuga,Kataonami,8,7
M9w,Futeno,Dewanoumi,6,9
M10e,Hokutoriki,Hakkaku,8,7
M10w,Yoshikaze,Oguruma,4,11
M11e,Tosanoumi,Isenoumi,7,8
M12e,Roho,Otake,10,5
M12w,Hakurozan,Kitanoumi,3,12
M13e,Kokkai,Oitekaze,9,6
M13w,Wakanoho,Magaki,9,6
M14e,Kakizoe,Musashigawa,9,6
M14w,Kaiho,Hakkaku,6,9
M15e,Tochiozan,Kasugano,7,8
M15w,Wakakirin,Oguruma,10,5
M16e,Baruto,Onoe,11,4
M16w,Kasuganishiki,Kasugano,7,8
J1e,Iwakiyama,Sakaigawa,11,4
J1w,Toyozakura,Michinoku,5,10
J2e,Hochiyama,Sakaigawa,6,9
J2w,Hakuba,Michinoku,5,10
J3e,Tochinohana,Kasugano,2,13
J3w,Otsukasa,Irumagawa,7,8
J4e,Shimootori,Tokitsukaze,10,5
J4w,Kitazakura,Kitanoumi,6,9
J5e,Chiyohakuho,Kokonoe,8,7
J5w,Ryuo,Miyagino,8,7
J6e,Shunketsu,Hanaregoma,7,8
J6w,Kotokasuga,Sadogatake,8,7
J7e,Kitataiki,Kitanoumi,6,9
J7w,Ushiomaru,Azumazeki,8,7
J8e,Koryu,Hanakago,10,5
J8w,Masatsukasa,Irumagawa,7,8
J9e,Satoyama,Onoe,6,9
J9w,Hoshihikari,Hakkaku,9,6
J10e,Mokonami,Tatsunami,9,6
J10w,Shirononami,Onoe,8,7
J11e,Ichihara,Kise,13,2
J11w,Katayama,Onomatsu,9,6
J12e,Jumonji,Michinoku,3,12
J12w,Asofuji,Ajigawa,8,7
J13e,Sakaizawa,Onoe,13,2
