rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,13,2
O1e,Kaio,Tomozuna,11,4
O1w,Chiyotaikai,Kokonoe,10,5
O2e,Musoyama,Musashigawa,8,7
S1e,Wakanosato,Naruto,8,7
S1w,Hokutoriki,Hakkaku,3,12
S2w,Tochiazuma,Tamanoi,10,5
K1e,Kotomitsuki,Sadogatake,7,8
K1w,Tamanoshima,Kataonami,6,9
M1e,Kyokutenho,Oshima,8,7
M1w,Iwakiyama,Sakaigawa,7,8
M2e,Kokkai,Oitekaze,8,7
M2w,Kotonowaka,Sadogatake,3,12
M3e,Kotoryu,Sadogatake,4,11
M3w,Kyokushuzan,Oshima,3,12
M4e,Shimotori,Tokitsukaze,9,6
M4w,Dejima,Musashigawa,7,8
M5e,Takekaze,Oguruma,6,9
M5w,Kakizoe,Musashigawa,7,8
M6e,Tokitsuumi,Tokitsukaze,6,9
M6w,Tochinonada,Kasugano,9,6
M7e,Miyabiyama,Musashigawa,12,3
M7w,Takamisakari,Azumazeki,8,7
M8e,Hakuho,Miyagino,11,4
M8w,Kaiho,Hakkaku,7,8
M9e,Aminishiki,Ajigawa,4,8
M9w,Tochisakae,Kasugano,6,9
M10e,Hayateumi,Oitekaze,7,8
M10w,Asasekiryu,Takasago,11,4
M11e,Tosanoumi,Isenoumi,11,4
M11w,Jumonji,Michinoku,8,7
M12e,Buyuzan,Musashigawa,8,7
M12w,Kinkaiyama,Dewanoumi,4,11
M13e,Kasugao,Kasugayama,4,8
M13w,Takanowaka,Naruto,8,7
M14e,Toyozakura,Michinoku,12,3
M14w,Otsukasa,Irumagawa,8,7
M15e,Wakatoba,Oshiogawa,3,12
M15w,Futeno,Dewanoumi,10,5
M16e,Harunoyama,Matsugane,3,12
M16w,Toki,Takasago,6,9
M17e,Tokitenku,Tokitsukaze,6,9
J1e,Roho,Otake,10,5
J1w,Tamakasuga,Kataonami,11,4
J2e,Wakanoyama,Musashigawa,7,8
J2w,Takanotsuru,Naruto,9,6
J3e,Kotooshu,Sadogatake,13,2
J3w,Asanowaka,Takasago,5,10
J4e,Toyonoshima,Tokitsukaze,11,4
J4w,Kobo,Miyagino,5,10
J5e,Yotsukasa,Irumagawa,7,8
J5w,Hamanishiki,Oitekaze,5,10
J6e,Hagiwara,Naruto,8,7
J6w,Chiyotenzan,Kokonoe,5,10
J7e,Kasuganishiki,Kasugano,8,7
J7w,Ushiomaru,Azumazeki,7,8
J8e,Gojoro,Magaki,7,8
J8w,Kitazakura,Kitanoumi,11,4
J9e,Ama,Ajigawa,9,6
J9w,Juzan,Oshiogawa,7,8
J10e,Kaido,Tomozuna,6,9
J10w,Oikari,Isenoumi,3,12
J11e,Bushuyama,Musashigawa,8,7
J11w,Sumanofuji,Nakamura,7,8
J12e,Ichinotani,Nakamura,5,10
J12w,Katayama,Onomatsu,8,7
J13e,Kotoshogiku,Sadogatake,10,5
J13w,Kotonomine,Sadogatake,7,8
J14e,Daishodai,Oitekaze,8,7
J14w,Wakakosho,Matsugane,6,9
Ms1e,Yoshiazuma,Tamanoi,3,4
Ms1w,Kotokanyu,Sadogatake,3,4
Ms2e,Suzukawa,Oshiogawa,4,3
Ms2w,Takamifuji,Azumazeki,1,6
Ms3e,Fujinoyama,Takanohana,3,4
Ms3w,Asofuji,Ajigawa,6,1
Ms4e,Kotokasuga,Sadogatake,4,3
Ms4w,Maikaze,Oguruma,4,3
Ms5e,Tamarikido,Kataonami,0,4
Ms5w,Hakurozan,Hatachiyama,5,2
Ms6e,Tamaasuka,Kataonami,4,3
Ms6w,Kaishoryu,Tomozuna,3,4
Ms7e,Hochiyama,Sakaigawa,6,1
Ms7w,Daishoma,Oitekaze,3,4
Ms8e,Raiko,Hakkaku,2,5
Ms8w,Ishide,Hanaregoma,5,2
Ms9e,Senshuyama,Takasago,4,3
Ms9w,Kaishozan,Hanaregoma,5,2
Ms10e,Tochifudo,Kasugano,2,5
Ms10w,Dewanofuji,Dewanoumi,3,4
Ms11e,Chiyohakuho,Kokonoe,5,2
Ms11w,Gokenzan,Takanohana,3,4
Ms12e,Daimanazuru,Asahiyama,4,3
Ms12w,Towanoyama,Dewanoumi,0,0
Ms13e,Kyokutenzan,Oshima,2,5
Ms13w,Komanofuji,Hanaregoma,2,5
