rank,rikishi,heya,w,l
Y1e,Asahifuji,Oshima,8,7
Y1w,Hokutoumi,Kokonoe,9,6
Y2eHD,Onokuni,Hanaregoma,4,5
O1e,Konishiki,Takasago,12,3
O1w,Kirishima,Izutsu,10,5
S1e,Kotonishiki,Sadogatake,4,11
S1w,Takatoriki,Fujishima,9,6
K1e,Akinoshima,Fujishima,8,7
K1w,Takahanada,Fujishima,11,4
M1e,Akebono,Azumazeki,8,7
M1w,Kotogaume,Sadogatake,6,9
M2e,Daishoyama,Tatsunami,5,10
M2w,Wakahanada,Fujishima,7,8
M3e,Tochinowaka,Kasugano,8,7
M3w,Terao,Izutsu,6,9
M4e,Wakasegawa,Isegahama,6,9
M4w,Kasugafuji,Ajigawa,5,10
M5e,Kirinishiki,Kagamiyama,7,8
M5w,Misugisato,Futagoyama,8,7
M6e,Enazakura,Oshiogawa,3,12
M6w,Hananokuni,Hanaregoma,1,2
M7e,Kyokudozan,Oshima,8,7
M7w,Ryogoku,Dewanoumi,7,8
M8e,Kotonowaka,Sadogatake,8,7
M8w,Sakahoko,Izutsu,10,5
M9e,Mitoizumi,Takasago,10,5
M9w,Tomoefuji,Kokonoe,9,6
M10e,Kushimaumi,Dewanoumi,10,5
M10w,Oginohana,Dewanoumi,7,8
M11e,Takanofuji,Kokonoe,5,10
M11w,Takamisugi,Futagoyama,9,6
M12e,Kototsubaki,Sadogatake,9,6
M12w,Toyonoumi,Fujishima,6,9
M13e,Kotofuji,Sadogatake,14,1
M13w,Daishoho,Tatsunami,8,7
M14e,Itai,Onaruto,0,15
M14w,Ozutsu,Taiho,8,7
M15e,Kotoinazuma,Sadogatake,8,7
M15w,Jingaku,Izutsu,4,11
M16e,Owakamatsu,Taiho,7,8
J1e,Daikiko,Musashigawa,1,3
J1w,Kitakachidoki,Isenoumi,8,7
J2e,Tatsuhikari,Tatsunami,6,9
J2w,Mainoumi,Dewanoumi,9,6
J3e,Kyokugozan,Oshima,8,7
J3w,Wakashoyo,Futagoyama,9,6
J4e,Tamakairiki,Kataonami,9,6
J4w,Takanonami,Fujishima,7,8
J5e,Tochitsukasa,Kasugano,9,6
J5w,Asahisato,Oshima,8,7
J6e,Tamaryu,Kataonami,9,6
J6w,Sasshunada,Izutsu,5,10
J7e,Komafudo,Hanaregoma,3,3
J7w,Kumao,Takasago,6,9
J8e,Kiraiho,Takadagawa,9,6
J8w,Naminohana,Futagoyama,6,9
J9e,Tsunenoyama,Dewanoumi,6,9
J9w,Daizen,Nishonoseki,9,6
J10e,Daigaku,Tokitsukaze,8,7
J10w,Wakanoyama,Musashigawa,6,9
J11e,Musashimaru,Musashigawa,11,4
J11w,Kotohakusan,Sadogatake,5,10
J12e,Saganobori,Oshiogawa,9,6
J12w,Tachihikari,Tomozuna,9,6
J13e,Kenko,Takadagawa,8,7
J13w,Yoshinobori,Kumagatani,2,13
Ms1e,Tochisagami,Kasugano,3,4
Ms1w,Hitachiryu,Oshiogawa,4,3
Ms2e,Minatofuji,Minato,3,4
Ms2w,Tochitenko,Kasugano,3,4
Ms3e,Tokitsunada,Tokitsukaze,4,3
Ms3w,Oginishiki,Dewanoumi,4,3
Ms4e,Kengaku,Miyagino,5,2
Ms4w,Goken,Takasago,2,5
Ms5e,Akinomine,Mihogaseki,4,3
Ms5w,Osuzuki,Tokitsukaze,5,2
Ms6e,Nakajima,Fujishima,3,4
Ms6w,Murai,Kitanoumi,5,2
Ms7e,Wakatosho,Magaki,4,3
Ms7w,Hoshitango,Michinoku,2,5
Ms8e,Ohidake,Tamanoi,5,2
Ms8w,Kotoamaki,Sadogatake,2,5
Ms9e,Dodoyama,Musashigawa,1,6
Ms9w,Ryugahama,Tokitsukaze,5,2
Ms10e,Kiyota,Dewanoumi,6,1
Ms10w,Seifuriki,Oshiogawa,4,3
Ms11e,Daikaizan,Hanaregoma,3,4
Ms11w,Zenshinyama,Takadagawa,4,3
Ms12e,Ikeda,Kitanoumi,1,6
Ms12w,Hokutoasahi,Oshima,2,5
Ms13e,Ganyu,Kitanoumi,3,4
Ms13w,Tatsutanaka,Tatsunami,3,4
Ms14e,Daishiryu,Hanaregoma,3,4
Ms14w,Dairyu,Taiho,4,3
Ms15e,Fukunosato,Tatsutagawa,4,3
Ms15w,Teraki,Tokitsukaze,5,2
Ms16e,Komahiryu,Hanaregoma,4,3
Ms16w,Otsuka,Isenoumi,2,5
Ms17e,Momotaro,Asahiyama,3,4
Ms17w,Mutsuhokkai,Ajigawa,4,3
Ms18e,Shoryu,Taiho,1,6
Ms18w,Musashiryu,Musashigawa,4,3
Ms19e,Kusunosato,Futagoyama,2,5
Ms19w,Akinokuni,Tokitsukaze,5,2
Ms20e,Umenosato,Takasago,3,4
Ms20w,Akiyama,Asahiyama,3,4
Ms21e,Takamio,Azumazeki,6,1
Ms21w,Tochinofuji,Kasugano,4,3
Ms22e,Morinosato,Tatsutagawa,4,3
Ms22w,Kisezakura,Kise,2,5
Ms23e,Daishi,Oshiogawa,3,4
Ms23w,Yohoyama,Izutsu,2,5
Ms24e,Kotobeppu,Sadogatake,6,1
Ms24w,Kanechika,Kitanoumi,5,2
Ms25e,Yamanishiki,Dewanoumi,3,4
Ms25w,Oishida,Taiho,4,3
Ms26e,Nishida,Isenoumi,0,0
Ms26w,Takamiwaka,Azumazeki,1,6
Ms27e,Daishinto,Tokitsukaze,3,4
Ms27w,Iwatefuji,Asahiyama,0,0
Ms28e,Shinminato,Minato,4,3
Ms28w,Wakakiyama,Fujishima,2,5
Ms29e,Nohira,Izutsu,4,3
Ms29w,Asahiyutaka,Oshima,5,2
Ms30e,Suginohana,Futagoyama,4,3
Ms30w,Fuchita,Kitanoumi,3,4
Ms31e,Yamanakayama,Magaki,2,5
Ms31w,Fusanokuni,Tokitsukaze,3,4
Ms32e,Hoshiandesu,Michinoku,5,2
Ms32w,Ota,Wakamatsu,4,3
Ms33e,Shigenoumi,Musashigawa,5,2
Ms33w,Bangakurai,Mihogaseki,0,2
Ms34e,Koriyama,Mihogaseki,4,3
Ms34w,Kochiryu,Takadagawa,3,4
Ms35e,Kanesaku,Kitanoumi,5,2
Ms35w,Akaoni,Asahiyama,0,0
Ms36e,Goto,Fujishima,5,2
Ms36w,Koga,Tomozuna,7,0
Ms37e,Kiryuyama,Tomozuna,3,4
Ms37w,Nakano,Nishonoseki,0,0
Ms38e,Ishinotani,Dewanoumi,2,5
Ms38w,Tsujimoto,Izutsu,2,5
Ms39e,Eigayama,Takadagawa,3,4
Ms39w,Asahinami,Oshima,4,3
Ms40e,Aratakayama,Fujishima,6,1
Ms40w,Kiyonoumi,Kise,3,4
Ms41e,Kaishozan,Tokitsukaze,3,4
Ms41w,Takanosho,Fujishima,4,3
Ms42e,Ominato,Minato,4,3
Ms42w,Kiyonofuji,Isegahama,2,5
Ms43e,Genkainami,Tatsunami,0,7
Ms43w,Kotodaiei,Sadogatake,5,2
Ms44e,Mutsukonryu,Ajigawa,4,3
Ms44w,Saganosato,Taiho,3,4
Ms45e,Wakawashi,Oshiogawa,3,4
Ms45w,Kurachi,Nishonoseki,3,4
Ms46e,Kondo,Onaruto,6,1
Ms46w,Toyohikari,Kitanoumi,1,6
Ms47e,Hidezakura,Nakamura,4,3
Ms47w,Kuroiwa,Isenoumi,2,5
Ms48e,Isamigoma,Hanaregoma,4,3
Ms48w,Tochigeno,Kasugano,2,5
Ms49e,Musashiumi,Azumazeki,3,4
Ms49w,Kotofujimoto,Sadogatake,4,3
Ms50e,Shingen,Nishonoseki,2,4
Ms50w,Ryuho,Mihogaseki,3,4
Ms51e,Mitsueyama,Tokitsukaze,5,2
Ms51w,Narayama,Isenoumi,3,4
Ms52e,Musashifuji,Musashigawa,2,5
Ms52w,Godoriki,Fujishima,5,2
Ms53e,Fukifudo,Tomozuna,0,0
Ms53w,Hidenoumi,Mihogaseki,4,3
Ms54e,Kiyominato,Kise,1,6
Ms54w,Jinryu,Tokitsukaze,5,2
Ms55e,Sentoryu,Tomozuna,3,3
Ms55w,Kotonobori,Sadogatake,2,5
Ms56e,Meijokuni,Tomozuna,4,3
Ms56w,Rikio,Naruto,4,3
Ms57e,Chokairyu,Kagamiyama,5,2
Ms57w,Wakahayato,Miyagino,4,3
Ms58e,Yamanami,Tatsunami,3,4
Ms58w,Wakadozan,Futagoyama,3,4
Ms59e,Hidenohana,Hanaregoma,3,4
Ms59w,Nagasawa,Mihogaseki,3,4
Ms60e,Kotoarashi,Sadogatake,6,1
Ms60w,Ozora,Azumazeki,5,2
Sd1e,Wakaarashi,Futagoyama,5,2
Sd1w,Yuho,Taiho,2,5
Sd2e,Kotounryu,Sadogatake,4,3
Sd2w,Hogan,Taiho,4,3
Sd3e,Yoshitane,Tatsutagawa,4,3
Sd3w,Kotogahama,Sadogatake,2,5
Sd4e,Nakao,Dewanoumi,3,4
Sd4w,Imada,Izutsu,5,2
Sd5e,Masakaze,Oguruma,3,4
Sd5w,Kuninosato,Isegahama,3,4
Sd6e,Ichinoya,Wakamatsu,1,6
Sd6w,Kotokabuto,Sadogatake,4,3
Sd7e,Hananoriki,Isenoumi,4,3
Sd7w,Wakakaze,Futagoyama,6,1
Sd8e,Yashionishiki,Kitanoumi,2,5
Sd8w,Fukujuryu,Oshiogawa,2,5
Sd9e,Kotomaeda,Sadogatake,4,3
Sd9w,Kikunosato,Fujishima,3,4
Sd10e,Tatsubayama,Tokitsukaze,3,4
Sd10w,Kotonoshima,Sadogatake,4,3
Sd11e,Otakebiyama,Oshiogawa,2,5
Sd11w,Kitazakura,Kitanoumi,4,3
Sd12e,Tobimaru,Miyagino,5,2
Sd12w,Kototohaku,Sadogatake,6,1
Sd13e,Amagishima,Dewanoumi,1,6
Sd13w,Daiko,Kasugano,5,2
Sd14e,Kotononada,Sadogatake,6,1
