rank,rikishi,heya,w,l
Y1e,Takanohana,Futagoyama,14,1
Y1w,Akebono,Azumazeki,0,0
O1e,Takanonami,Futagoyama,11,4
O1w,Musashimaru,Musashigawa,9,6
O2e,Wakanohana,Futagoyama,12,3
S1e,Kaio,Tomozuna,9,6
S1w,Kotonishiki,Sadogatake,8,7
S2e,Musoyama,Musashigawa,12,3
S2w,Takatoriki,Futagoyama,8,7
K1e,Tosanoumi,Isenoumi,6,9
K1w,Akinoshima,Futagoyama,6,9
M1e,Kenko,Takadagawa,5,10
M1w,Naminohana,Futagoyama,6,9
M2e,Oginohana,Dewanoumi,3,12
M2w,Aogiyama,Tokitsukaze,4,11
M3e,Higonoumi,Mihogaseki,4,11
M3w,Oginishiki,Dewanoumi,2,13
M4e,Misugisato,Futagoyama,8,7
M4w,Kotonowaka,Sadogatake,11,4
M5e,Asanowaka,Wakamatsu,4,11
M5w,Tamakasuga,Kataonami,7,8
M6e,Asahiyutaka,Oshima,9,6
M6w,Mainoumi,Dewanoumi,6,9
M7e,Kyokudozan,Oshima,5,10
M7w,Daishi,Oshiogawa,6,9
M8e,Mitoizumi,Takasago,7,8
M8w,Tochinowaka,Kasugano,6,9
M9e,Minatofuji,Minato,9,6
M9w,Konishiki,Takasago,6,9
M10e,Wakashoyo,Futagoyama,6,9
M10w,Daishoho,Tatsunami,8,7
M11e,Terao,Izutsu,9,6
M11w,Asanosho,Wakamatsu,8,7
M12e,Kitakachidoki,Isenoumi,9,6
M12w,Kotobeppu,Sadogatake,8,7
M13e,Kotoinazuma,Sadogatake,9,6
M13w,Hamanoshima,Mihogaseki,8,7
M14e,Kasugafuji,Ajigawa,8,7
M14w,Kirishima,Izutsu,3,12
M15e,Ganyu,Kitanoumi,9,6
J1e,Tomonohana,Tatsunami,1,1
J1w,Shikishima,Tatsutagawa,10,5
J2e,Kushimaumi,Dewanoumi,10,5
J2w,Tokitsunada,Tokitsukaze,9,6
J3e,Wakanoyama,Musashigawa,8,7
