rank,rikishi,heya,w,l
Y1e,Takanohana,Futagoyama,11,4
Y1w,Akebono,Azumazeki,12,3
Y2e,Musashimaru,Musashigawa,11,4
Y2w,Wakanohana,Futagoyama,2,4
O1e,Dejima,Musashigawa,11,4
O1w,Chiyotaikai,Kokonoe,8,7
O2e,Takanonami,Futagoyama,7,8
S1e,Musoyama,Musashigawa,12,3
S1w,Miyabiyama,Musashigawa,11,4
S2w,Tochiazuma,Tamanoi,8,7
K1e,Tosanoumi,Isenoumi,8,7
K1w,Kaio,Tomozuna,8,7
M1e,Wakanoyama,Musashigawa,6,9
M1w,Kyokushuzan,Oshima,5,10
M2e,Tamakasuga,Kataonami,5,10
M2w,Kyokutenho,Oshima,4,11
M3e,Kotoryu,Sadogatake,5,10
M3w,Kotonowaka,Sadogatake,0,0
M4e,Minatofuji,Minato,2,11
M4w,Takanowaka,Naruto,5,10
M5e,Akinoshima,Futagoyama,5,10
M5w,Chiyotenzan,Kokonoe,6,9
M6e,Tochinonada,Kasugano,9,6
M6w,Shikishima,Tatsutagawa,4,11
M7e,Tokitsuumi,Tokitsukaze,7,8
M7w,Toki,Takasago,7,8
M8e,Asanowaka,Wakamatsu,8,7
M8w,Kotonishiki,Sadogatake,2,3
M9e,Hamanoshima,Mihogaseki,8,7
M9w,Oginishiki,Dewanoumi,8,7
M10e,Asanosho,Wakamatsu,6,9
M10w,Hayateumi,Oitekaze,7,8
M11e,Oikari,Isenoumi,5,10
M11w,Higonoumi,Mihogaseki,0,0
M12e,Terao,Izutsu,7,8
M12w,Daizen,Nishonoseki,9,6
M13e,Aogiyama,Tokitsukaze,0,0
M13w,Kaiho,Hakkaku,8,7
M14e,Takatoriki,Futagoyama,13,2
M14w,Wakanosato,Naruto,0,0
J1e,Otsukasa,Irumagawa,6,9
J1w,Kotomitsuki,Sadogatake,13,2
J2e,Akinoshu,Izutsu,5,10
J2w,Kinkaiyama,Dewanoumi,10,5
J3e,Kitakachidoki,Isenoumi,6,9
J3w,Mitoizumi,Takasago,5,9
J4e,Ohinode,Tatsunami,6,9
J4w,Susanoumi,Kitanoumi,4,11
J5e,Tomonohana,Tatsunami,6,9
J5w,Jumonji,Tatsutagawa,10,5
J6e,Dewaarashi,Dewanoumi,3,12
J6w,Tochinohana,Kasugano,13,2
J7e,Hoshitango,Michinoku,6,9
J7w,Wakakosho,Matsugane,8,7
J8e,Aminishiki,Ajigawa,9,6
J8w,Dewataira,Dewanoumi,4,11
J9e,Daishi,Oshiogawa,8,7
J9w,Gojoro,Magaki,0,0
J10e,Tamarikido,Kataonami,9,6
J10w,Yotsukasa,Irumagawa,8,7
J11e,Sentoryu,Tomozuna,13,2
J11w,Wakanojo,Magaki,5,10
J12e,Ganyu,Kitanoumi,2,13
J12w,Kobo,Miyagino,1,7
J13e,Takamisakari,Azumazeki,11,4
J13w,Kitazakura,Kitanoumi,6,9
Ms1e,Tochisakae,Kasugano,6,1
Ms1w,Toyozakura,Tatsutagawa,5,2
Ms2e,Tamanonada,Kataonami,5,2
Ms2w,Nodera,Matsugane,4,3
Ms3e,Buyuzan,Musashigawa,5,2
Ms3w,Tomikaze,Oguruma,0,0
Ms4e,Juzan,Oshiogawa,3,4
Ms4w,Minami,Tokitsukaze,3,4
Ms5e,Tamanokuni,Kataonami,7,0
Ms5w,Senshuyama,Takasago,4,3
Ms6e,Tanaka,Tomozuna,3,4
Ms6w,Hokutomine,Hakkaku,2,5
Ms7e,Komahikari,Hanaregoma,3,4
Ms7w,Asahibenten,Oshima,3,4
Ms8e,Takahama,Oitekaze,4,3
Ms8w,Midorifuji,Onomatsu,4,3
Ms9e,Goto,Futagoyama,1,6
Ms9w,Kanechika,Kitanoumi,2,5
Ms10e,Kotoiwakuni,Sadogatake,5,2
Ms10w,Wakatsutomu,Matsugane,4,3
Ms11e,Kotokanyu,Sadogatake,5,2
Ms11w,Wakanomiya,Magaki,4,3
Ms12e,Hokutoriki,Hakkaku,1,1
Ms12w,Hoshiandesu,Michinoku,4,3
Ms13e,Haruyama,Matsugane,4,3
Ms13w,Saigo,Nakamura,5,2
Ms14e,Karatsunada,Oshiogawa,3,4
Ms14w,Futatsukuba,Tatsunami,2,6
Ms15e,Wakainami,Tatsunami,2,5
Ms15w,Fukuzono,Izutsu,2,5
Ms16e,Kasuganishiki,Kasugano,6,1
Ms16w,Towanoyama,Dewanoumi,3,4
