rank,rikishi,heya,w,l
Y1e,Asashoryu,Takasago,14,1
O1e,Chiyotaikai,Kokonoe,6,9
O1w,Kaio,Tomozuna,10,5
O2w,Tochiazuma,Tamanoi,10,5
S1e,Miyabiyama,Musashigawa,5,10
S1w,Hakuho,Miyagino,8,7
K1e,Iwakiyama,Sakaigawa,4,11
K1w,Kotooshu,Sadogatake,4,11
M1e,Kyokutenho,Oshima,6,9
M1w,Wakanosato,Naruto,8,7
M2e,Kotomitsuki,Sadogatake,9,6
M2w,Kakizoe,Musashigawa,6,9
M3e,Tosanoumi,Isenoumi,10,5
M3w,Hayateumi,Oitekaze,0,0
M4e,Kokkai,Oitekaze,9,6
M4w,Tochinonada,Kasugano,8,7
M5e,Dejima,Musashigawa,7,8
M5w,Hokutoriki,Hakkaku,7,8
M6e,Kyokushuzan,Oshima,5,10
M6w,Roho,Otake,11,4
M7e,Jumonji,Michinoku,7,8
M7w,Tamanoshima,Kataonami,12,3
M8e,Shimotori,Tokitsukaze,2,10
M8w,Takamisakari,Azumazeki,9,6
M9e,Kotonowaka,Sadogatake,8,7
M9w,Asasekiryu,Takasago,8,7
M10e,Buyuzan,Musashigawa,6,9
M10w,Kaiho,Hakkaku,11,4
M11e,Kasugao,Kasugayama,1,14
M11w,Ama,Ajigawa,9,6
M12e,Takanowaka,Naruto,7,8
M12w,Kotoryu,Sadogatake,0,4
M13e,Toyonoshima,Tokitsukaze,7,8
M13w,Futeno,Dewanoumi,8,7
M14e,Kasuganishiki,Kasugano,1,3
M14w,Toyozakura,Michinoku,8,7
M15e,Tamakasuga,Kataonami,7,8
M15w,Kisenosato,Naruto,8,7
M16e,Tokitsuumi,Tokitsukaze,8,7
M16w,Otsukasa,Irumagawa,4,11
M17e,Ishide,Hanaregoma,6,9
M17w,Aminishiki,Ajigawa,9,6
J1e,Kitazakura,Kitanoumi,5,10
J1w,Hakurozan,Hatachiyama,6,9
J2e,Toki,Takasago,8,7
J2w,Tokitenku,Tokitsukaze,10,5
J3e,Takekaze,Oguruma,11,4
J3w,Asofuji,Ajigawa,6,9
J4e,Kotoshogiku,Sadogatake,13,2
J4w,Wakatoba,Oshiogawa,8,7
J5e,Katayama,Onomatsu,10,5
J5w,Asanowaka,Takasago,1,14
J6e,Takanotsuru,Naruto,8,7
J6w,Gojoro,Magaki,5,10
J7e,Kobo,Miyagino,6,9
J7w,Kinkaiyama,Dewanoumi,6,9
J8e,Tamaasuka,Kataonami,10,5
J8w,Wakanoyama,Musashigawa,8,7
