rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,13,2
Y1w,Asashoryu,Takasago,0,0
O1e,Kotomitsuki,Sadogatake,9,6
O1w,Kaio,Tomozuna,1,3
O2e,Chiyotaikai,Kokonoe,8,7
O2w,Kotooshu,Sadogatake,8,7
S1e,Ama,Isegahama,13,2
S1w,Baruto,Onoe,9,6
K1e,Goeido,Sakaigawa,5,10
K1w,Aminishiki,Isegahama,8,7
M1e,Toyonoshima,Tokitsukaze,9,6
M1w,Futeno,Dewanoumi,5,10
M2e,Toyohibiki,Sakaigawa,0,0
M2w,Wakanosato,Naruto,6,9
M3e,Kotoshogiku,Sadogatake,9,6
M3w,Hokutoriki,Hakkaku,5,10
M4e,Kisenosato,Naruto,11,4
M4w,Tochinoshin,Kasugano,3,12
M5e,Asasekiryu,Takasago,5,10
M5w,Dejima,Musashigawa,6,9
M6e,Kakuryu,Izutsu,5,6
M6w,Kyokutenho,Oshima,10,5
M7e,Miyabiyama,Musashigawa,10,5
M7w,Tochinonada,Kasugano,5,10
M8e,Takekaze,Oguruma,9,6
M8w,Kakizoe,Musashigawa,5,10
M9e,Tochiozan,Kasugano,6,9
M9w,Tokitenku,Tokitsukaze,7,8
M10e,Bushuyama,Musashigawa,8,7
M10w,Aran,Mihogaseki,8,7
M11e,Kokkai,Oitekaze,9,6
M11w,Koryu,Hanakago,6,9
M12e,Yoshikaze,Oguruma,11,4
M12w,Kasuganishiki,Kasugano,2,3
M13e,Masatsukasa,Irumagawa,6,9
M13w,Tamanoshima,Kataonami,6,9
M14e,Takamisakari,Azumazeki,10,5
M14w,Kitataiki,Kitanoumi,2,13
M15e,Kimurayama,Kasugano,6,9
M15w,Homasho,Shikoroyama,7,8
M16e,Tosanoumi,Isenoumi,9,6
M16w,Chiyohakuho,Kokonoe,9,6
J1e,Shimotori,Tokitsukaze,7,8
J1w,Toyozakura,Michinoku,6,9
J2e,Iwakiyama,Sakaigawa,11,4
