rank,rikishi,heya,w,l
Y1e,Takanohana,Futagoyama,8,7
Y1w,Wakanohana,Futagoyama,13,2
Y2e,Akebono,Azumazeki,0,0
O1e,Musashimaru,Musashigawa,8,7
O1w,Takanonami,Futagoyama,6,9
S1e,Chiyotaikai,Kokonoe,13,2
S1w,Kotonowaka,Sadogatake,8,7
S2w,Musoyama,Musashigawa,10,5
K1e,Dejima,Musashigawa,8,7
K1w,Tochiazuma,Tamanoi,9,6
K2e,Kotonishiki,Sadogatake,6,9
M1e,Kaio,Tomozuna,9,6
M1w,Tosanoumi,Isenoumi,7,8
M2e,Takatoriki,Futagoyama,8,7
M2w,Tamakasuga,Kataonami,5,10
M3e,Akinoshima,Futagoyama,11,4
M3w,Aogiyama,Tokitsukaze,4,11
M4e,Minatofuji,Minato,5,10
M4w,Toki,Takasago,7,8
M5e,Tokitsuumi,Tokitsukaze,4,11
M5w,Kotoryu,Sadogatake,5,10
M6e,Tochinowaka,Kasugano,6,9
M6w,Wakanosato,Naruto,0,0
M7e,Terao,Izutsu,8,7
M7w,Higonoumi,Mihogaseki,8,7
M8e,Shikishima,Tatsutagawa,9,6
M8w,Kyokushuzan,Oshima,9,6
M9e,Tochinonada,Kasugano,8,7
M9w,Kaiho,Hakkaku,6,9
M10e,Gojoro,Magaki,7,8
M10w,Ganyu,Kitanoumi,8,7
M11e,Wakanojo,Magaki,6,9
M11w,Mitoizumi,Takasago,8,7
M12e,Oginishiki,Dewanoumi,8,7
M12w,Hamanoshima,Mihogaseki,9,6
M13e,Asahiyutaka,Oshima,4,9
M13w,Asanosho,Wakamatsu,6,9
M14e,Chiyotenzan,Kokonoe,10,5
M14w,Kinkaiyama,Dewanoumi,4,11
M15e,Dewaarashi,Dewanoumi,4,8
J1e,Ohinode,Tatsunami,8,7
J1w,Miyabiyama,Musashigawa,14,1
J2e,Asanowaka,Wakamatsu,9,6
J2w,Tomonohana,Tatsunami,5,10
J3e,Zenshinyama,Takadagawa,4,11
J3w,Wakanoyama,Musashigawa,7,8
J4e,Oikari,Isenoumi,7,8
J4w,Tokitsunada,Tokitsukaze,6,9
J5e,Akinoshu,Izutsu,7,8
J5w,Daishi,Oshiogawa,6,9
J6e,Kyokutenho,Oshima,9,6
J6w,Toyonoumi,Futagoyama,7,8
J7e,Kotoinazuma,Sadogatake,5,10
J7w,Wakahayato,Miyagino,7,8
J8e,Kitakachidoki,Isenoumi,8,7
J8w,Daizen,Nishonoseki,8,7
J9e,Hoshitango,Michinoku,7,8
J9w,Yotsukasa,Irumagawa,9,6
J10e,Mainoumi,Dewanoumi,9,6
J10w,Daishoho,Tatsunami,9,6
J11e,Susanoumi,Kitanoumi,8,7
J11w,Otsukasa,Irumagawa,8,7
J12e,Kobo,Miyagino,9,6
J12w,Tochinohana,Kasugano,8,7
J13e,Hayateumi,Oitekaze,6,2
J13w,Futatsukuba,Tatsunami,2,13
Ms1e,Kitazakura,Kitanoumi,4,3
Ms1w,Dewataira,Dewanoumi,4,3
Ms2e,Tochinofuji,Kasugano,4,3
Ms2w,Kaigatake,Tatsutagawa,3,4
Ms3e,Nakao,Matsugane,6,1
Ms3w,Hokutohikari,Hakkaku,1,6
Ms4e,Daihisho,Asahiyama,3,4
Ms4w,Tominagayama,Musashigawa,3,4
Ms5e,Tochinoyama,Kasugano,2,5
Ms5w,Ominato,Minato,3,4
Ms6e,Takanowaka,Naruto,6,1
Ms6w,Wakakosho,Matsugane,5,2
Ms7e,Masutsuyoshi,Mihogaseki,4,3
Ms7w,Daikiyama,Mihogaseki,3,4
Ms8e,Futasewaka,Asahiyama,2,5
