rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
Y1w,Harumafuji,Isegahama,1,1
Y2e,Kakuryu,Izutsu,12,3
O1e,Kisenosato,Tagonoura,10,5
O1w,Goeido,Sakaigawa,9,6
O2e,Kotoshogiku,Sadogatake,8,7
O2w,Terunofuji,Isegahama,11,4
S1e,Tochiozan,Kasugano,10,5
S1w,Ichinojo,Minato,4,11
K1e,Takarafuji,Isegahama,4,11
K1w,Myogiryu,Sakaigawa,8,7
M1e,Tochinoshin,Kasugano,8,7
M1w,Sadanoumi,Sakaigawa,6,9
M2e,Takayasu,Tagonoura,6,9
M2w,Aoiyama,Kasugano,8,7
M3e,Ikioi,Isenoumi,2,13
M3w,Kaisei,Tomozuna,6,9
M4e,Aminishiki,Isegahama,6,9
M4w,Takekaze,Oguruma,5,10
M5e,Okinoumi,Hakkaku,11,4
M5w,Tokushoryu,Kise,7,8
M6e,Kyokushuho,Tomozuna,5,10
M6w,Gagamaru,Kise,6,9
M7e,Tamawashi,Kataonami,8,7
M7w,Toyonoshima,Tokitsukaze,7,8
M8e,Yoshikaze,Oguruma,12,3
M8w,Osunaarashi,Otake,11,4
M9e,Sadanofuji,Sakaigawa,10,5
M9w,Homarefuji,Isegahama,6,9
M10e,Kitataiki,Kitanoumi,5,10
M10w,Amuru,Onomatsu,8,7
M11e,Tokitenku,Tokitsukaze,6,9
M11w,Kyokutenho,Tomozuna,3,12
M12e,Endo,Oitekaze,10,5
M12w,Kotoyuki,Sadogatake,8,7
M13e,Hidenoumi,Kise,6,9
M13w,Chiyotairyu,Kokonoe,8,4
M14e,Toyohibiki,Sakaigawa,5,10
M14w,Kagamio,Kagamiyama,9,6
M15e,Seiro,Shikoroyama,7,8
M15w,Satoyama,Onoe,5,10
M16e,Takanoiwa,Takanohana,6,9
J1e,Chiyootori,Kokonoe,9,6
J1w,Daieisho,Oitekaze,9,6
J2e,Sokokurai,Arashio,9,6
J2w,Kagayaki,Takadagawa,6,9
J3e,Jokoryu,Kise,7,8
