rank,rikishi,heya,w,l
Y1e,Hokutoumi,Kokonoe,0,3
O1e,Konishiki,Takasago,13,2
O1w,Kirishima,Izutsu,12,3
S1e,Akebono,Azumazeki,8,7
S1w,Takahanada,Fujishima,5,10
K1e,Tochinowaka,Kasugano,12,3
K1w,Wakahanada,Fujishima,0,10
K2wHD,Mitoizumi,Takasago,8,7
M1e,Kotonishiki,Sadogatake,9,6
M1w,Musashimaru,Musashigawa,9,6
M2e,Takatoriki,Fujishima,6,9
M2w,Akinoshima,Fujishima,12,3
M3e,Misugisato,Futagoyama,8,7
M3w,Kushimaumi,Dewanoumi,7,8
M4e,Takanonami,Fujishima,5,10
M4w,Terao,Izutsu,8,7
M5e,Kirinishiki,Kagamiyama,7,8
M5w,Kasugafuji,Ajigawa,4,11
M6e,Kotofuji,Sadogatake,8,7
M6w,Tomoefuji,Kokonoe,9,6
M7e,Takamisugi,Futagoyama,7,8
M7w,Kitakachidoki,Isenoumi,6,9
M8e,Daishoyama,Tatsunami,9,6
M8w,Kyokudozan,Oshima,8,7
M9e,Ryogoku,Dewanoumi,4,11
M9w,Daishoho,Tatsunami,9,6
M10e,Sakahoko,Izutsu,5,10
M10w,Toyonoumi,Fujishima,9,6
M11e,Kotonowaka,Sadogatake,7,8
M11w,Oginohana,Dewanoumi,6,9
M12e,Tsunenoyama,Dewanoumi,6,9
M12w,Kotoinazuma,Sadogatake,3,4
M13e,Wakasegawa,Isegahama,7,8
M13w,Kiraiho,Takadagawa,9,6
M14e,Kotogaume,Sadogatake,3,12
M14w,Kototsubaki,Sadogatake,8,7
M15e,Mainoumi,Dewanoumi,9,6
M15w,Tatsuhikari,Tatsunami,8,7
M16e,Daizen,Nishonoseki,7,8
M16w,Hananokuni,Hanaregoma,6,9
J1e,Tamakairiki,Kataonami,9,6
J1w,Tachihikari,Tomozuna,7,8
J2e,Wakashoyo,Futagoyama,10,5
J2w,Daigaku,Tokitsukaze,5,10
J3e,Wakanoyama,Musashigawa,10,5
J3w,Owakamatsu,Taiho,2,10
J4e,Tokitsunada,Tokitsukaze,10,5
J4w,Tochitsukasa,Kasugano,5,10
J5e,Kenko,Takadagawa,8,7
J5w,Ozutsu,Taiho,7,8
J6e,Takanofuji,Kokonoe,6,9
J6w,Naminohana,Futagoyama,9,6
J7e,Saganobori,Oshiogawa,8,7
J7w,Asahisato,Oshima,8,7
J8e,Enazakura,Oshiogawa,11,4
J8w,Sasshunada,Izutsu,5,10
J9e,Yutakafuji,Tokitsukaze,7,8
J9w,Zenshinyama,Takadagawa,10,5
J10e,Kyokugozan,Oshima,7,8
J10w,Gassan,Kitanoumi,4,11
J11e,Hitachiryu,Oshiogawa,9,6
J11w,Kaio,Tomozuna,8,5
J12e,Taishin,Kitanoumi,6,9
J12w,Seifuriki,Oshiogawa,5,10
J13e,Oginishiki,Dewanoumi,9,6
J13w,Tochitenko,Kasugano,8,7
Ms1e,Genkai,Asahiyama,4,3
Ms1w,Kumao,Takasago,5,2
Ms2e,Kotobeppu,Sadogatake,4,2
Ms2w,Hidenoumi,Mihogaseki,3,4
Ms3e,Aogiyama,Tokitsukaze,5,2
Ms3w,Minatofuji,Minato,4,3
Ms4e,Nakajima,Fujishima,3,5
Ms4w,Tochinofuji,Kasugano,5,2
Ms5e,Yoshitane,Tatsutagawa,2,5
Ms5w,Yoshinobori,Kumagatani,4,3
Ms6e,Mutsuhokkai,Ajigawa,3,4
Ms6w,Chokairyu,Kagamiyama,3,4
Ms7e,Tatsutanaka,Tatsunami,3,4
Ms7w,Kengaku,Miyagino,3,4
Ms8e,Kiyota,Dewanoumi,2,5
Ms8w,Goto,Fujishima,2,5
Ms9e,Ganyu,Kitanoumi,5,2
Ms9w,Daikiko,Musashigawa,7,0
Ms10e,Wakatosho,Magaki,6,1
Ms10w,Hidenohana,Hanaregoma,1,6
Ms11e,Dodoyama,Musashigawa,4,3
Ms11w,Akinomine,Mihogaseki,1,6
Ms12e,Hoshiandesu,Michinoku,4,3
Ms12w,Hoshitango,Michinoku,4,3
Ms13e,Komafudo,Hanaregoma,4,3
Ms13w,Aratakayama,Fujishima,3,4
Ms14e,Shinminato,Minato,3,4
Ms14w,Kotoarashi,Sadogatake,3,4
Ms15e,Mitsueyama,Tokitsukaze,5,2
Ms15w,Dairyu,Taiho,4,3
Ms16e,Tenraiyama,Mihogaseki,2,5
Ms16w,Kondo,Onaruto,4,3
