rank,rikishi,heya,w,l
Y1e,Akebono,Azumazeki,12,3
O1e,Takanohana,Futagoyama,11,4
O1w,Wakanohana,Futagoyama,3,4
O2eHD,Takanonami,Futagoyama,12,3
O2wHD,Musashimaru,Musashigawa,9,6
S1e,Kotonishiki,Sadogatake,10,5
S1w,Musoyama,Musashigawa,9,6
K1e,Tochinowaka,Kasugano,3,12
K1w,Daizen,Nishonoseki,5,10
M1e,Misugisato,Futagoyama,6,9
M1w,Kaio,Tomozuna,9,6
M2e,Wakashoyo,Futagoyama,4,11
M2w,Terao,Izutsu,9,6
M3e,Kotonowaka,Sadogatake,7,8
M3w,Kitakachidoki,Isenoumi,6,9
M4e,Kyokudozan,Oshima,5,10
M4w,Takamisugi,Futagoyama,5,10
M5e,Tomonohana,Tatsunami,6,9
M5w,Daishoho,Tatsunami,3,12
M6e,Oginishiki,Dewanoumi,9,6
M6w,Mitoizumi,Takasago,4,11
M7e,Kasugafuji,Ajigawa,7,8
M7w,Mainoumi,Dewanoumi,6,9
M8e,Kotoinazuma,Sadogatake,6,9
M8w,Higonoumi,Mihogaseki,9,6
M9e,Konishiki,Takasago,8,7
M9w,Kenko,Takadagawa,9,6
M10e,Akinoshima,Futagoyama,9,6
M10w,Daishoyama,Tatsunami,3,11
M11e,Tokitsunada,Tokitsukaze,8,7
M11w,Hamanoshima,Mihogaseki,8,7
M12e,Takatoriki,Futagoyama,12,3
M12w,Kotobeppu,Sadogatake,9,6
M13e,Kirishima,Izutsu,8,7
M13w,Kiraiho,Takadagawa,9,6
M14e,Kotofuji,Sadogatake,8,7
M14w,Toyonoumi,Futagoyama,6,9
M15e,Asanowaka,Wakamatsu,9,6
M15w,Kotogaume,Sadogatake,8,7
M16e,Aogiyama,Tokitsukaze,4,11
J1e,Asahisato,Oshima,8,7
J1w,Naminohana,Futagoyama,9,6
J2e,Minatofuji,Minato,10,5
J2w,Hoshiandesu,Michinoku,5,10
J3e,Kototsubaki,Sadogatake,7,8
J3w,Kyokugozan,Oshima,8,7
J4e,Kushimaumi,Dewanoumi,9,6
J4w,Tamakairiki,Kataonami,5,10
J5e,Hitachiryu,Oshiogawa,6,9
J5w,Hoshitango,Michinoku,5,10
J6e,Zenshinyama,Takadagawa,4,11
J6w,Daishi,Oshiogawa,11,4
J7e,Mutsuhokkai,Ajigawa,6,9
J7w,Kirinishiki,Kagamiyama,8,7
J8e,Asahiyutaka,Oshima,10,5
J8w,Tatsuhikari,Tatsunami,10,5
J9e,Oginohana,Dewanoumi,11,4
J9w,Tomoefuji,Kokonoe,8,7
J10e,Kanechika,Kitanoumi,8,7
J10w,Wakanoyama,Musashigawa,11,4
J11e,Enazakura,Oshiogawa,3,12
J11w,Shikishima,Tatsutagawa,12,3
J12e,Genkai,Asahiyama,6,9
J12w,Ryudo,Tamanoi,6,9
J13e,Owakamatsu,Taiho,6,9
J13w,Daiden,Taiho,5,10
Ms1e,Tochinofuji,Kasugano,4,3
Ms1w,Komafudo,Hanaregoma,5,2
Ms2e,Chokairyu,Kagamiyama,0,0
Ms2w,Tochitenko,Kasugano,2,5
Ms3e,Genkainami,Tatsunami,2,6
Ms3w,Umenosato,Takasago,3,4
Ms4e,Ohinode,Tatsunami,3,4
Ms4w,Dairyu,Taiho,6,1
