rank,rikishi,heya,w,l
Y1e,Kisenosato,Tagonoura,6,5
Y1w,Kakuryu,Izutsu,1,4
Y2e,Harumafuji,Isegahama,11,4
Y2w,Hakuho,Miyagino,15,0
O1e,Terunofuji,Isegahama,12,3
O1w,Goeido,Sakaigawa,9,6
S1e,Tamawashi,Kataonami,10,5
S1w,Takayasu,Tagonoura,11,4
S2e,Kotoshogiku,Sadogatake,7,8
K1e,Mitakeumi,Dewanoumi,8,7
K1w,Yoshikaze,Oguruma,8,7
M1e,Chiyonokuni,Kokonoe,2,13
M1w,Endo,Oitekaze,6,9
M2e,Okinoumi,Hakkaku,3,12
M2w,Chiyoshoma,Kokonoe,5,10
M3e,Daieisho,Oitekaze,4,11
M3w,Aoiyama,Kasugano,4,11
M4e,Tochiozan,Kasugano,6,9
M4w,Takarafuji,Isegahama,3,12
M5e,Takanoiwa,Takanohana,5,7
M5w,Shodai,Tokitsukaze,10,5
M6e,Takekaze,Oguruma,4,11
M6w,Ikioi,Isenoumi,9,6
M7e,Hokutofuji,Hakkaku,10,5
M7w,Takakeisho,Takanohana,11,4
M8e,Shohozan,Nishonoseki,6,9
M8w,Sokokurai,Arashio,5,10
M9e,Ichinojo,Minato,8,7
M9w,Kagayaki,Takadagawa,9,6
M10e,Tochinoshin,Kasugano,12,3
M10w,Ura,Kise,11,4
M11e,Arawashi,Minezaki,7,8
M11w,Ishiura,Miyagino,8,7
M12e,Tokushoryu,Kise,8,7
M12w,Kotoyuki,Sadogatake,6,9
M13e,Toyohibiki,Sakaigawa,4,11
M13w,Daishomaru,Oitekaze,8,7
M14e,Onosho,Onomatsu,10,5
M14w,Chiyotairyu,Kokonoe,9,6
M15e,Myogiryu,Sakaigawa,4,11
M15w,Kaisei,Tomozuna,7,8
M16e,Yutakayama,Tokitsukaze,4,11
J1e,Sadanoumi,Sakaigawa,9,6
J1w,Osunaarashi,Otake,2,13
J2e,Chiyomaru,Kokonoe,9,6
J2w,Kyokushuho,Tomozuna,8,7
J3e,Gagamaru,Kise,9,6
J3w,Kyokutaisei,Tomozuna,6,9
J4e,Nishikigi,Isenoumi,10,5
J4w,Yamaguchi,Miyagino,5,10
J5e,Hidenoumi,Kise,8,7
J5w,Azumaryu,Tamanoi,8,7
J6e,Chiyoo,Kokonoe,8,7
J6w,Tsurugisho,Oitekaze,6,9
J7e,Asanoyama,Takasago,8,7
J7w,Daiamami,Oitekaze,7,8
J8e,Seiro,Shikoroyama,8,7
J8w,Aminishiki,Isegahama,9,6
J9e,Chiyootori,Kokonoe,7,8
J9w,Kotoeko,Sadogatake,8,7
J10e,Rikishin,Tatsunami,6,9
J10w,Amakaze,Oguruma,9,6
J11e,Terutsuyoshi,Isegahama,7,8
J11w,Satoyama,Onoe,7,8
J12e,Ryuden,Takadagawa,9,6
J12w,Kitataiki,Yamahibiki,8,7
J13e,Homarefuji,Isegahama,9,6
J13w,Asahisho,Tomozuna,7,8
J14e,Meisei,Tatsunami,9,6
J14w,Takagenji,Takanohana,4,11
Ms1e,Abi,Shikoroyama,5,2
Ms1w,Kizenryu,Kise,4,3
Ms2e,Fujiazuma,Tamanoi,2,5
Ms2w,Iwasaki,Oitekaze,6,1
Ms3e,Kitaharima,Yamahibiki,4,3
Ms3w,Tochihiryu,Kasugano,3,4
Ms4e,Daishoho,Oitekaze,3,4
Ms4w,Amuru,Onomatsu,1,6
Ms5e,Kairyu,Dewanoumi,3,4
Ms5w,Shimanoumi,Kise,5,2
Ms6e,Asabenkei,Takasago,3,4
Ms6w,Masunosho,Chiganoura,4,3
Ms7e,Dewahayate,Dewanoumi,3,4
Ms7w,Hakuyozan,Takadagawa,5,2
Ms8e,Jokoryu,Kise,5,2
Ms8w,Wakanoshima,Shibatayama,2,5
Ms9e,Kizaki,Kise,4,3
Ms9w,Wakamotoharu,Arashio,3,4
Ms10e,Tokushinho,Kise,5,2
Ms10w,Takemasa,Onomatsu,4,3
Ms11e,Daiseido,Kise,6,1
Ms11w,Shosei,Sakaigawa,2,5
Ms12e,Tsurubayashi,Kise,5,2
Ms12w,Irodori,Shikoroyama,2,5
Ms13e,Sasakiyama,Kise,1,6
Ms13w,Akiseyama,Kise,5,2
Ms14e,Sagatsukasa,Irumagawa,3,4
Ms14w,Asasekiryu,Takasago,0,0
Ms15e,Chiyoarashi,Kokonoe,3,4
Ms15w,Akua,Tatsunami,4,3
Ms15TD,Mitoryu,Nishikido,3,4
Ms15TD,Yago,Oguruma,5,2
Ms16e,Tochimaru,Kasugano,2,5
Ms16w,Kotodaigo,Sadogatake,4,3
Ms17e,Sakigake,Shibatayama,2,5
Ms17w,Kotokobai,Sadogatake,4,3
Ms18e,Kiribayama,Michinoku,6,1
Ms18w,Mugendai,Fujishima,3,4
Ms19e,Toyonoshima,Tokitsukaze,3,4
Ms19w,Kotaro,Fujishima,4,3
Ms20e,Kaito,Asakayama,2,5
Ms20w,Tamaki,Takasago,3,4
Ms21e,Higonojo,Kise,5,2
Ms21w,Keitenkai,Onomatsu,4,3
Ms22e,Shunba,Isegahama,1,6
Ms22w,Hokaho,Miyagino,4,3
Ms23e,Nionoumi,Yamahibiki,3,4
Ms23w,Ichiki,Tamanoi,2,5
Ms24e,Higoarashi,Kise,1,6
Ms24w,Takaryu,Kise,4,3
Ms25e,Takayoshitoshi,Takanohana,4,3
Ms25w,Tamakongo,Kataonami,0,7
Ms26e,Chiyosakae,Kokonoe,4,3
Ms26w,Chiyonoumi,Kokonoe,4,3
Ms27e,Yamatofuji,Onomatsu,3,4
Ms27w,Irie,Tamanoi,3,4
Ms28e,Shiba,Kise,5,2
Ms28w,Kagamio,Kagamiyama,3,4
Ms29e,Nakazono,Nishonoseki,6,1
Ms29w,Horyuyama,Tamanoi,3,4
Ms30e,Hatooka,Kise,3,4
Ms30w,Akinoyama,Takadagawa,5,2
Ms31e,Tochinobori,Kasugano,0,2
Ms31w,Asahiryu,Asahiyama,4,3
Ms32e,Nankairiki,Kise,4,3
Ms32w,Terao,Shikoroyama,4,3
Ms33e,Kansei,Sakaigawa,4,3
Ms33w,Ryusei,Kagamiyama,2,5
Ms34e,Aozora,Kasugano,2,5
Ms34w,Oiwato,Hakkaku,7,0
Ms35e,Okinofuji,Hakkaku,3,4
Ms35w,Kaiseio,Asakayama,2,5
Ms36e,Koba,Kise,3,4
Ms36w,Goryu,Kise,2,5
Ms37e,Akinohana,Takadagawa,4,3
Ms37w,Kotokuzan,Arashio,2,5
Ms38e,Gokushindo,Nishikido,6,1
Ms38w,Nogami,Oguruma,5,2
Ms39e,Wakatakamoto,Arashio,3,4
Ms39w,Daiseiho,Shibatayama,0,0
Ms40e,Gochozan,Minezaki,5,2
Ms40w,Hamayutaka,Tokitsukaze,6,1
Ms41e,Tenkaiho,Onoe,5,2
Ms41w,Komanokuni,Shibatayama,3,4
Ms42e,Sotairyu,Tokitsukaze,6,1
Ms42w,Tsushimanada,Sakaigawa,3,4
Ms43e,Masutoo,Chiganoura,4,3
Ms43w,Daijo,Takadagawa,1,6
Ms44e,Kainoryu,Tomozuna,2,5
Ms44w,Tanegashima,Nakagawa,4,3
