rank,rikishi,heya,w,l
Y1eHD,Akebono,Azumazeki,10,5
O1e,Takanohana,Futagoyama,15,0
O1w,Wakanohana,Futagoyama,8,7
O2e,Takanonami,Futagoyama,12,3
O2w,Musashimaru,Musashigawa,12,3
S1e,Musoyama,Musashigawa,7,8
S1w,Takatoriki,Futagoyama,6,9
K1e,Kaio,Tomozuna,8,7
K1w,Kotonishiki,Sadogatake,8,7
M1e,Kotoinazuma,Sadogatake,5,10
M1w,Hamanoshima,Mihogaseki,6,9
M2e,Kotonowaka,Sadogatake,8,7
M2w,Kyokudozan,Oshima,2,13
M3e,Daizen,Nishonoseki,6,9
M3w,Misugisato,Futagoyama,5,10
M4e,Kotobeppu,Sadogatake,5,10
M4w,Akinoshima,Futagoyama,10,5
M5e,Konishiki,Takasago,6,9
M5w,Tokitsunada,Tokitsukaze,2,10
M6e,Daishi,Oshiogawa,6,9
M6w,Higonoumi,Mihogaseki,4,11
M7e,Daishoho,Tatsunami,6,9
M7w,Tochinowaka,Kasugano,8,7
M8e,Mainoumi,Dewanoumi,8,7
M8w,Kenko,Takadagawa,8,7
M9e,Kushimaumi,Dewanoumi,8,7
M9w,Terao,Izutsu,9,6
M10e,Minatofuji,Minato,6,9
M10w,Kirishima,Izutsu,8,7
M11e,Takamisugi,Futagoyama,6,9
M11w,Tomonohana,Tatsunami,9,6
M12e,Kasugafuji,Ajigawa,8,7
M12w,Asanowaka,Wakamatsu,8,7
M13e,Kitakachidoki,Isenoumi,9,6
M13w,Kiraiho,Takadagawa,8,7
M14e,Oginishiki,Dewanoumi,8,7
M14w,Mitoizumi,Takasago,8,7
M15e,Naminohana,Futagoyama,10,5
M15w,Oginohana,Dewanoumi,6,9
M16e,Shikishima,Tatsutagawa,5,10
J1e,Wakanoyama,Musashigawa,6,9
J1w,Wakashoyo,Futagoyama,11,4
J2e,Kotogaume,Sadogatake,9,6
J2w,Kyokugozan,Oshima,8,7
J3e,Kotofuji,Sadogatake,5,10
J3w,Asanosho,Wakamatsu,9,6
J4e,Dairyu,Taiho,6,9
J4w,Daishoyama,Tatsunami,7,8
J5e,Kanechika,Kitanoumi,8,7
J5w,Tochinofuji,Kasugano,6,9
J6e,Mutsuhokkai,Ajigawa,7,8
J6w,Asahiyutaka,Oshima,9,6
J7e,Hitachiryu,Oshiogawa,8,7
J7w,Hoshiandesu,Michinoku,8,7
J8e,Toyonoumi,Futagoyama,8,7
J8w,Kototsubaki,Sadogatake,3,10
J9e,Wakahayato,Miyagino,7,8
J9w,Aogiyama,Tokitsukaze,9,6
J10e,Tatsuhikari,Tatsunami,2,13
J10w,Kirinishiki,Kagamiyama,9,6
J11e,Rikio,Naruto,9,6
J11w,Tamakairiki,Kataonami,8,7
J12e,Sentoryu,Tomozuna,9,6
J12w,Tomoefuji,Kokonoe,0,0
J13e,Tosanoumi,Isenoumi,11,4
J13w,Tsurunofuji,Izutsu,9,6
Ms1e,Mutetsuyama,Musashigawa,4,3
Ms1w,Kotoryu,Sadogatake,3,4
Ms2e,Zenshinyama,Takadagawa,2,5
Ms2w,Kotokanyu,Sadogatake,3,4
Ms3e,Ominato,Minato,0,2
Ms3w,Yamanakayama,Magaki,3,4
Ms4e,Tochitenko,Kasugano,3,4
Ms4w,Ryudo,Tamanoi,5,2
Ms5e,Takamio,Azumazeki,2,5
Ms5w,Daitengo,Taiho,4,3
