rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,12,3
Y1w,Harumafuji,Isegahama,15,0
O1e,Kisenosato,Naruto,10,5
O1w,Kakuryu,Izutsu,8,7
O2e,Kotooshu,Sadogatake,10,5
O2w,Kotoshogiku,Sadogatake,8,7
S1e,Goeido,Sakaigawa,8,7
S1w,Baruto,Onoe,8,7
K1e,Tochiozan,Kasugano,8,7
K1w,Shohozan,Matsugane,4,11
M1e,Aminishiki,Isegahama,9,6
M1w,Myogiryu,Sakaigawa,7,8
M2e,Toyonoshima,Tokitsukaze,6,9
M2w,Kyokutenho,Tomozuna,4,11
M3e,Toyohibiki,Sakaigawa,5,10
M3w,Kaisei,Tomozuna,6,9
M4e,Gagamaru,Kise,6,9
M4w,Aran,Mihogaseki,7,8
M5e,Homasho,Shikoroyama,0,0
M5w,Ikioi,Isenoumi,8,7
M6e,Tochinoshin,Kasugano,9,6
M6w,Aoiyama,Kasugano,7,8
M7e,Takayasu,Naruto,12,3
M7w,Masunoyama,Chiganoura,4,11
M8e,Yoshikaze,Oguruma,7,8
M8w,Chiyotairyu,Kokonoe,10,5
M9e,Tokitenku,Tokitsukaze,10,5
M9w,Takekaze,Oguruma,6,9
M10e,Kitataiki,Kitanoumi,8,7
M10w,Okinoumi,Hakkaku,8,7
M11e,Wakanosato,Naruto,4,11
M11w,Fujiazuma,Tamanoi,8,7
M12e,Sadanofuji,Sakaigawa,7,8
M12w,Tamawashi,Kataonami,8,7
M13e,Daido,Onomatsu,6,9
M13w,Asahisho,Tomozuna,4,11
M14e,Shotenro,Fujishima,8,7
M14w,Takarafuji,Isegahama,9,6
M15e,Tochinowaka,Kasugano,8,7
M15w,Kotoyuki,Sadogatake,6,9
M16e,Miyabiyama,Fujishima,3,12
M16w,Tamaasuka,Kataonami,4,11
J1e,Jokoryu,Kise,11,4
J1w,Daikiho,Miyagino,7,8
J2e,Chiyonokuni,Kokonoe,9,6
J2w,Sagatsukasa,Irumagawa,9,6
J3e,Wakakoyu,Onomatsu,6,9
J3w,Satoyama,Onoe,4,11
J4e,Sotairyu,Tokitsukaze,9,6
J4w,Kimurayama,Kasugano,4,11
J5e,Takanoyama,Naruto,6,9
J5w,Oiwato,Hakkaku,9,6
J6e,Tenkaiho,Onoe,8,7
J6w,Asasekiryu,Takasago,5,7
J7e,Tokushoryu,Kise,9,6
J7w,Yoshiazuma,Tamanoi,6,9
J8e,Chiyootori,Kokonoe,10,5
J8w,Homarefuji,Isegahama,10,5
J9e,Kyokushuho,Tomozuna,11,4
J9w,Tanzo,Onomatsu,9,6
J10e,Azumaryu,Tamanoi,8,7
J10w,Akiseyama,Kise,7,8
J11e,Tokushinho,Kise,8,7
J11w,Hochiyama,Sakaigawa,6,9
J12e,Takamisakari,Azumazeki,5,10
J12w,Kotoyutaka,Sadogatake,2,13
J13e,Takanoiwa,Takanohana,12,3
J13w,Shironoryu,Sakaigawa,2,9
J14e,Kagamio,Kagamiyama,8,7
J14w,Nionoumi,Kitanoumi,8,7
Ms1e,Oniarashi,Asahiyama,7,0
Ms1w,Sadanoumi,Sakaigawa,3,4
Ms2e,Sensho,Shikihide,4,3
Ms2w,Kitaharima,Kitanoumi,4,3
Ms3e,Nishikigi,Isenoumi,3,4
Ms3w,Tochihiryu,Kasugano,6,1
Ms4e,Ryuden,Takadagawa,2,5
Ms4w,Masuraumi,Onomatsu,2,5
Ms5e,Kawanari,Oguruma,4,3
Ms5w,Arawashi,Minezaki,4,3
Ms6e,Kotokuni,Sadogatake,4,3
Ms6w,Seiro,Shikoroyama,4,3
Ms7e,Higonojo,Kise,4,3
Ms7w,Chiyoo,Kokonoe,4,3
Ms8e,Kamei,Kise,4,3
Ms8w,Chiyomaru,Kokonoe,5,2
Ms9e,Kihonoumi,Dewanoumi,1,6
Ms9w,Kaonishiki,Azumazeki,3,4
Ms10e,Chiyoarashi,Kokonoe,5,2
Ms10w,Masakaze,Oguruma,3,4
Ms11e,Fukugoriki,Arashio,3,4
Ms11w,Kimikaze,Oguruma,2,5
Ms12e,Kotomisen,Sadogatake,5,2
Ms12w,Saishin,Chiganoura,3,4
Ms13e,Fujimoto,Onomatsu,5,2
Ms13w,Toyonokuni,Tokitsukaze,2,5
Ms14e,Shoketsu,Hanaregoma,3,4
Ms14w,Takageppo,Takanohana,2,5
Ms15e,Wakaryusei,Hanaregoma,1,6
Ms15w,Shoho,Kasugayama,5,2
Ms16e,Tatsu,Takadagawa,3,4
Ms16w,Sakaguchi,Tamanoi,5,2
Ms17e,Wakanoshima,Hanaregoma,4,3
Ms17w,Kasugakuni,Kasugayama,4,3
Ms18e,Buseizan,Fujishima,3,4
Ms18w,Kotofukuju,Sadogatake,2,5
Ms19e,Tamadaiki,Kataonami,0,0
Ms19w,Dairaido,Takadagawa,3,4
Ms20e,Kairyu,Dewanoumi,6,1
