rank,rikishi,heya,w,l
Y1e,Musashimaru,Musashigawa,13,2
Y1w,Takanohana,Futagoyama,12,3
O1e,Chiyotaikai,Kokonoe,10,5
O1w,Tochiazuma,Tamanoi,0,0
O2e,Kaio,Tomozuna,12,3
O2w,Musoyama,Musashigawa,8,7
O3e,Asashoryu,Takasago,10,5
S1e,Wakanosato,Naruto,8,7
S1w,Tosanoumi,Isenoumi,6,9
K1e,Takamisakari,Azumazeki,4,11
K1w,Takanonami,Futagoyama,7,8
M1e,Miyabiyama,Musashigawa,7,8
M1w,Tochinonada,Kasugano,4,11
M2e,Shimotori,Tokitsukaze,5,10
M2w,Toki,Takasago,4,11
M3e,Kyokutenho,Oshima,8,7
M3w,Kotoryu,Sadogatake,5,10
M4e,Tochisakae,Kasugano,2,9
M4w,Takanowaka,Naruto,8,7
M5e,Tamanoshima,Kataonami,8,7
M5w,Buyuzan,Musashigawa,5,10
M6e,Hokutoriki,Hakkaku,9,6
M6w,Tokitsuumi,Tokitsukaze,7,8
M7e,Kotomitsuki,Sadogatake,12,3
M7w,Aminishiki,Ajigawa,7,8
M8e,Kaiho,Hakkaku,0,0
M8w,Tamakasuga,Kataonami,10,5
M9e,Kotonowaka,Sadogatake,0,0
M9w,Gojoro,Magaki,8,7
M10e,Dejima,Musashigawa,0,0
M10w,Kasuganishiki,Kasugano,5,10
M11e,Daizen,Nishonoseki,4,11
M11w,Kyokushuzan,Oshima,9,6
M12e,Wakanoyama,Musashigawa,8,7
M12w,Otsukasa,Irumagawa,5,10
M13e,Akinoshima,Futagoyama,7,8
M13w,Asanowaka,Takasago,7,8
M14e,Tochinohana,Kasugano,8,7
M14w,Aogiyama,Tokitsukaze,0,0
M15e,Ushiomaru,Azumazeki,9,6
J1e,Iwakiyama,Nakadachi,10,5
J1w,Hayateumi,Oitekaze,3,11
J2e,Senshuyama,Takasago,9,6
J2w,Oikari,Isenoumi,4,11
J3e,Takanotsuru,Naruto,8,7
J3w,Jumonji,Michinoku,10,5
J4e,Kobo,Miyagino,8,7
J4w,Tamarikido,Kataonami,11,4
J5e,Chiyotenzan,Kokonoe,8,7
J5w,Komahikari,Hanaregoma,9,6
J6e,Oginishiki,Dewanoumi,8,7
J6w,Higonoumi,Mihogaseki,4,11
J7e,Kitazakura,Kitanoumi,7,8
J7w,Hamanishiki,Oitekaze,8,7
J8e,Juzan,Oshiogawa,4,11
J8w,Wakakosho,Matsugane,8,7
J9e,Kasugao,Kasugayama,10,5
J9w,Kotokanyu,Sadogatake,3,12
J10e,Harunoyama,Matsugane,6,9
J10w,Kinkaiyama,Dewanoumi,11,4
J11e,Terao,Izutsu,5,8
J11w,Takatoriki,Futagoyama,3,10
J12e,Toyozakura,Michinoku,11,4
J12w,Takekaze,Oguruma,8,7
J13e,Asasekiryu,Takasago,10,5
J13w,Tomikaze,Oguruma,6,9
Ms1e,Wakatenro,Magaki,4,3
Ms1w,Kokkai,Oitekaze,2,5
Ms2e,Ryuho,Michinoku,4,3
Ms2w,Yotsukasa,Irumagawa,5,2
Ms3e,Hokutoiwa,Hakkaku,2,6
Ms3w,Furuichi,Onomatsu,4,3
Ms4e,Gokenzan,Futagoyama,4,3
Ms4w,Tanaka,Tomozuna,0,0
Ms5e,Sumanofuji,Nakamura,3,4
