rank,rikishi,heya,w,l
Y1e,Hakuho,Miyagino,14,1
Y1w,Harumafuji,Isegahama,10,5
Y2e,Kakuryu,Izutsu,0,1
O1e,Kisenosato,Tagonoura,9,6
O1w,Kotoshogiku,Sadogatake,8,7
O2w,Goeido,Sakaigawa,8,7
S1e,Terunofuji,Isegahama,13,2
S1w,Okinoumi,Hakkaku,0,4
K1e,Tamawashi,Kataonami,4,11
K1w,Myogiryu,Sakaigawa,8,7
M1e,Tochiozan,Kasugano,10,5
M1w,Ichinojo,Minato,9,6
M2e,Sadanoumi,Sakaigawa,7,8
M2w,Takarafuji,Isegahama,8,7
M3e,Takayasu,Tagonoura,3,12
M3w,Aoiyama,Kasugano,5,10
M4e,Takekaze,Oguruma,4,11
M4w,Tochinoshin,Kasugano,8,7
M5e,Toyonoshima,Tokitsukaze,8,7
M5w,Endo,Oitekaze,4,2
M6e,Aminishiki,Isegahama,8,3
M6w,Kaisei,Tomozuna,5,10
M7e,Homarefuji,Isegahama,6,9
M7w,Tokushoryu,Kise,8,7
M8e,Shohozan,Nishonoseki,1,14
M8w,Tokitenku,Tokitsukaze,3,12
M9e,Yoshikaze,Oguruma,5,10
M9w,Jokoryu,Kise,5,10
M10e,Kyokushuho,Tomozuna,7,8
M10w,Kitataiki,Kitanoumi,9,6
M11e,Osunaarashi,Otake,11,4
M11w,Kyokutenho,Tomozuna,6,9
M12e,Chiyootori,Kokonoe,11,4
M12w,Kotoyuki,Sadogatake,6,9
M13e,Ikioi,Isenoumi,8,7
M13w,Sokokurai,Arashio,9,6
M14e,Sadanofuji,Sakaigawa,9,6
M14w,Arawashi,Minezaki,8,7
M15e,Toyohibiki,Sakaigawa,8,7
M15w,Gagamaru,Kise,11,4
M16e,Amuru,Onomatsu,7,8
M16w,Chiyomaru,Kokonoe,8,7
J1e,Kagamio,Kagamiyama,4,11
J1w,Chiyotairyu,Kokonoe,7,8
J2e,Kagayaki,Takadagawa,6,9
J2w,Asahisho,Tomozuna,5,10
J3e,Fujiazuma,Tamanoi,12,3
J3w,Tamaasuka,Kataonami,6,9
J4e,Seiro,Shikoroyama,8,7
J4w,Wakanosato,Tagonoura,6,9
J5e,Daido,Onomatsu,6,9
J5w,Asasekiryu,Takasago,8,7
J6e,Daieisho,Oitekaze,7,8
J6w,Takanoiwa,Takanohana,11,4
